|-----------|-------------
|106 97  79 | 0   0   0   
|107 100 82 | 0   0   0   
|108 99  80 | 0   0   0   
|108 99  76 | 0   0   0   
|109 95  75 | 0   0   0   
|112 99  80 | 0   0   0   
|107 96  78 | 0   0   0   
|106 96  79 | 0   0   0   
|104 91  68 | 0   0   0   
|106 92  67 | 0   0   0   
|107 92  72 | 0   0   0   
|113 97  80 | 0   0   0   
|112 96  82 | 0   0   0   
|115 101 87 | 0   0   0   
|109 98  88 | 0   0   0   
|83  73  69 | 0   0   0   
|80  75  68 | 0   0   0   
|105 103 94 | 0   0   0   
|106 107 101| 0   0   0   
|74  77  76 | 0   0   0   
|87  89  90 | 0   0   0   
|79  80  80 | 0   0   0   
|91  87  85 | 0   0   0   
|105 97  94 | 0   0   0   
|128 117 118| 0   0   0   
|112 107 109| 0   0   0   
|128 123 118| 0   0   0   
|159 151 141| 0   0   0   
|137 129 118| 0   0   0   
|129 119 110| 0   0   0   
|152 142 138| 0   0   0   
|154 144 142| 0   0   0   
|138 127 128| 0   0   0   
|148 142 139| 0   0   0   
|134 128 124| 0   0   0   
|146 137 135| 0   0   0   
|152 142 140| 0   0   0   
|170 159 159| 0   0   0   
|166 156 153| 0   0   0   
|172 164 157| 0   0   0   
|177 169 162| 0   0   0   
|173 167 158| 0   0   0   
|175 167 163| 0   0   0   
|161 158 153| 0   0   0   
|138 138 135| 0   76  0   
|103 107 105| 56  0   0   
|75  81  80 | 0   0   0   
|71  71  69 | 0   0   188 
|83  78  77 | 0   186 0   
|80  78  75 | 0   0   0   
|76  81  74 | 0   29  0   
|76  83  76 | 0   0   0   
|83  89  82 | 255 0   0   
|82  85  81 | 0   0   0   
|129 130 128| 0   0   1   
|151 154 159| 0   0   10  
|153 157 169| 0   0   0   
|111 120 131| 0   0   0   
|36  47  52 | 0   0   0   
|73  82  75 | 35  35  26  
|129 137 141| 18  24  24  
|128 138 144| 29  29  27  
|135 142 146| 45  32  19  
|145 147 144| 45  40  32  
|148 153 152| 56  49  44  
|147 154 157| 35  30  36  
|120 129 132| 20  19  16  
|112 117 120| 30  23  23  
|128 128 130| 43  37  34  
|142 140 137| 50  44  34  
|152 150 145| 48  50  28  
|180 177 173| 54  45  37  
|225 219 220| 33  31  34  
|204 200 207| 21  18  33  
|140 143 148| 16  30  31  
|116 126 128| 13  26  27  
|113 122 122| 12  23  26  
|135 137 142| 40  39  47  
|155 152 159| 49  41  43  
|150 151 157| 44  38  40  
|171 171 175| 40  37  46  
|213 210 215| 43  41  40  
|214 209 209| 35  38  43  
|201 197 195| 39  39  38  
|195 193 191| 30  35  28  
|153 155 153| 16  29  12  
|112 118 119| 28  31  32  
|120 127 129| 22  25  24  
|118 126 125| 25  27  19  
|123 128 126| 30  30  28  
|137 143 143| 28  31  35  
|144 149 153| 23  24  32  
|140 144 152| 20  25  34  
|143 149 156| 15  28  30  
|133 142 145| 21  22  27  
|137 143 143| 32  34  40  
|155 159 162| 27  29  38  
|148 148 154| 22  22  33  
|150 150 151| 33  30  29  
|185 185 177| 44  47  37  
|210 208 195| 42  39  39  
|193 189 183| 28  26  38  
|158 152 158| 27  16  33  
|129 127 133| 31  30  36  
|127 129 128| 45  40  37  
|143 141 134| 36  34  12  
|143 137 126| 38  38  12  
|143 136 123| 32  34  16  
|143 137 125| 32  32  13  
|149 144 132| 38  29  14  
|152 144 133| 35  31  14  
|151 143 128| 35  35  14  
|147 145 126| 35  34  17  
|151 144 129| 34  28  16  
|147 138 126| 35  29  15  
|146 135 125| 35  30  19  
|142 132 123| 36  31  19  
|132 121 113| 34  30  17  
|130 119 110| 32  24  11  
|129 118 110| 29  21  16  
|124 116 106| 28  25  8   
|126 115 102| 36  24  3   
|122 110 96 | 31  25  3   
|122 112 97 | 26  21  10  
|118 111 96 | 25  24  5   
|115 109 92 | 31  23  2   
|120 112 92 | 34  26  0   
|118 110 87 | 27  23  2   
|121 112 89 | 23  23  5   
|121 109 85 | 24  23  2   
|124 108 83 | 26  28  0   
|132 111 86 | 30  21  0   
|134 111 88 | 31  25  0   
|131 109 88 | 29  21  0   
|128 111 90 | 26  20  3   
|125 114 94 | 32  24  0   
|127 116 90 | 34  25  0   
|124 112 86 | 33  23  0   
|117 102 81 | 33  22  0   
|114 98  80 | 34  21  2   
|111 93  77 | 34  23  2   
|107 91  74 | 32  23  11  
|107 95  84 | 23  10  9   
|84  75  67 | 16  14  6   
|73  67  58 | 25  26  12  
|105 100 92 | 26  29  19  
|101 99  94 | 8   13  13  
|75  72  75 | 16  19  20  
|80  80  85 | 13  14  16  
|83  82  85 | 20  16  15  
|88  85  84 | 26  16  12  
|88  86  77 | 35  21  19  
|123 118 112| 19  14  22  
|117 108 110| 26  23  20  
|133 125 119| 41  33  22  
|144 136 124| 32  27  12  
|146 140 124| 30  21  6   
|153 144 134| 39  32  22  
|153 145 141| 40  30  27  
|112 105 106| 33  18  21  
|97  90  93 | 35  32  25  
|120 115 113| 31  24  19  
|127 123 123| 37  28  23  
|120 114 114| 35  24  19  
|119 113 112| 39  29  28  
|160 155 153| 39  27  24  
|167 161 158| 40  34  22  
|165 160 155| 66  56  41  
|146 143 136| 0   0   0   
|144 141 131| 0   0   0   
|138 134 127| 0   0   0   
|113 110 106| 44  42  38  
|83  82  80 | 21  23  21  
|72  75  73 | 7   3   19  
|68  73  72 | 3   12  11  
|76  80  76 | 21  13  12  
|80  80  78 | 19  13  0   
|78  79  74 | 14  0   12  
|76  80  74 | 10  20  16  
|76  81  75 | 13  18  15  
|83  86  77 | 11  14  10  
|79  81  71 | 0   27  22  
|108 105 100| 21  29  36  
|155 155 156| 28  28  43  
|152 152 162| 18  24  40  
|142 148 158| 0   0   14  
|52  62  66 | 9   19  0   
|59  65  60 | 26  28  33  
|138 149 157| 9   17  29  
|131 146 157| 13  18  27  
|139 150 157| 24  19  11  
|144 154 154| 17  22  21  
|142 153 155| 14  19  29  
|131 142 146| 1   13  18  
|112 125 128| 5   12  14  
|123 133 136| 17  17  20  
|135 138 139| 21  20  16  
|132 133 132| 18  20  12  
|130 131 129| 22  24  15  
|142 144 143| 40  31  33  
|167 165 169| 33  27  38  
|170 169 176| 15  13  19  
|138 142 149| 8   20  18  
|115 124 128| 8   16  16  
|116 127 129| 19  17  20  
|125 127 131| 31  19  23  
|146 143 153| 16  17  21  
|128 135 145| 16  16  19  
|132 137 143| 29  27  35  
|182 183 186| 34  29  24  
|210 208 207| 29  26  20  
|202 198 198| 31  29  25  
|192 189 191| 21  22  17  
|156 155 159| 6   9   13  
|122 125 129| 11  13  24  
|126 133 136| 8   17  16  
|146 155 154| 15  17  13  
|129 136 135| 15  23  21  
|127 132 135| 17  19  25  
|134 138 144| 14  15  23  
|134 138 146| 16  19  27  
|150 154 161| 11  19  24  
|155 162 166| 17  20  14  
|137 145 147| 22  25  25  
|141 149 151| 17  12  24  
|154 155 162| 14  15  17  
|159 159 159| 25  29  20  
|190 187 178| 39  39  19  
|201 197 184| 30  31  20  
|182 179 171| 23  14  24  
|144 139 142| 15  9   18  
|121 121 125| 9   19  16  
|113 117 114| 22  21  14  
|134 133 127| 21  17  5   
|135 130 120| 21  18  7   
|148 141 129| 21  17  11  
|148 141 131| 22  20  13  
|150 142 131| 24  20  16  
|151 143 132| 28  21  7   
|149 141 128| 22  28  8   
|143 142 122| 25  22  11  
|141 137 121| 24  19  9   
|140 132 119| 27  20  9   
|141 131 121| 24  21  13  
|134 120 113| 22  15  6   
|129 117 109| 23  16  7   
|131 118 110| 21  12  8   
|132 120 112| 18  16  12  
|127 120 108| 24  17  3   
|130 121 106| 24  16  4   
|128 116 102| 21  18  5   
|132 119 106| 16  17  8   
|131 121 106| 17  18  6   
|127 118 100| 24  20  3   
|122 112 92 | 21  23  0   
|108 98  73 | 20  24  0   
|110 95  70 | 25  22  0   
|102 84  60 | 28  22  0   
|101 77  51 | 35  23  0   
|101 71  45 | 34  20  0   
|111 78  53 | 33  18  0   
|106 77  52 | 29  20  0   
|102 78  55 | 21  21  6   
|103 82  60 | 27  27  0   
|102 87  61 | 24  23  0   
|114 99  74 | 23  15  0   
|125 109 86 | 24  17  0   
|124 108 89 | 26  11  0   
|118 101 84 | 24  15  0   
|107 94  76 | 21  14  6   
|109 98  84 | 14  9   5   
|89  81  70 | 9   8   0   
|69  61  51 | 21  21  10  
|96  87  79 | 16  17  10  
|98  88  87 | 7   1   8   
|83  78  80 | 8   9   18  
|87  85  88 | 10  7   14  
|82  81  83 | 15  11  10  
|81  82  81 | 10  13  0   
|81  84  75 | 20  22  12  
|123 122 115| 14  5   14  
|150 140 141| 21  18  14  
|149 139 131| 28  21  8   
|137 129 114| 23  24  3   
|141 134 119| 28  22  12  
|152 144 134| 33  27  22  
|128 119 117| 15  8   12  
|91  86  89 | 8   3   8   
|104 99  103| 20  17  11  
|99  98  99 | 18  16  17  
|100 99  100| 18  14  14  
|98  96  96 | 13  11  7   
|99  98  98 | 26  23  22  
|120 118 117| 30  23  20  
|147 145 143| 28  27  20  
|130 129 126| 37  37  27  
|112 113 107| 0   0   0   
|130 131 121| 0   0   0   
|103 104 96 | 0   0   0   
|82  82  77 | 25  23  18  
|73  72  71 | 2   6   5   
|71  74  74 | 4   7   10  
|77  83  82 | 12  16  8   
|71  77  76 | 13  13  11  
|72  76  75 | 12  14  8   
|72  74  73 | 9   15  8   
|66  69  68 | 6   12  10  
|69  71  68 | 11  15  7   
|80  80  71 | 7   13  3   
|86  85  76 | 16  11  5   
|91  86  80 | 23  26  25  
|152 149 146| 21  15  27  
|153 150 155| 19  25  36  
|158 159 167| 0   1   6   
|98  102 107| 5   4   0   
|47  53  49 | 20  27  42  
|149 162 170| 3   17  38  
|134 144 153| 13  18  28  
|135 142 149| 17  25  20  
|140 150 154| 12  23  28  
|139 151 154| 12  18  28  
|127 141 144| 3   16  17  
|118 128 130| 8   17  24  
|135 144 145| 21  19  21  
|144 148 149| 16  17  13  
|136 138 143| 15  14  13  
|141 146 147| 16  20  16  
|149 157 156| 25  19  25  
|142 150 154| 24  18  25  
|136 143 149| 11  16  19  
|131 138 147| 8   15  18  
|121 130 138| 7   20  22  
|122 130 137| 15  12  14  
|127 134 138| 27  13  23  
|145 151 153| 4   13  29  
|136 146 153| 9   12  17  
|131 141 146| 28  24  29  
|142 151 155| 35  32  25  
|161 169 170| 32  24  25  
|167 174 174| 30  27  29  
|166 170 171| 17  15  21  
|155 157 159| 8   10  17  
|144 144 147| 8   16  23  
|143 141 141| 16  28  24  
|171 169 170| 13  19  14  
|165 165 168| 14  15  19  
|155 156 164| 18  16  24  
|135 138 145| 11  13  23  
|125 130 137| 18  18  26  
|140 144 148| 20  24  27  
|153 161 164| 16  21  18  
|131 143 146| 11  22  25  
|123 133 138| 17  16  28  
|144 146 151| 16  20  19  
|163 159 160| 33  33  19  
|191 185 181| 39  37  17  
|169 164 158| 31  30  19  
|125 125 124| 20  10  18  
|120 124 129| 11  10  19  
|119 121 126| 6   16  12  
|124 122 119| 21  19  15  
|139 138 130| 19  16  8   
|141 138 121| 25  23  11  
|147 142 125| 20  19  14  
|150 141 128| 25  23  10  
|152 140 131| 24  21  11  
|148 138 129| 26  20  9   
|145 136 127| 19  30  8   
|139 133 120| 20  22  9   
|137 130 117| 22  20  8   
|137 128 115| 26  20  11  
|135 125 116| 24  12  8   
|131 121 113| 22  13  8   
|136 125 117| 22  13  10  
|133 120 109| 23  15  11  
|134 123 106| 16  18  9   
|136 126 107| 23  21  2   
|141 129 113| 21  19  6   
|141 127 114| 25  19  8   
|132 115 103| 23  23  9   
|116 98  81 | 25  23  7   
|98  78  59 | 26  25  2   
|85  65  46 | 18  22  0   
|74  52  35 | 27  21  0   
|68  41  24 | 23  15  0   
|69  41  21 | 26  13  0   
|82  50  26 | 28  10  0   
|83  50  23 | 32  11  0   
|93  58  29 | 27  12  0   
|89  53  25 | 24  16  0   
|85  50  25 | 25  13  0   
|85  49  26 | 21  20  0   
|77  48  24 | 25  21  0   
|71  45  22 | 30  21  0   
|73  50  27 | 26  18  0   
|96  74  56 | 24  16  0   
|116 97  84 | 22  18  0   
|128 112 100| 24  15  8   
|110 101 86 | 17  14  6   
|91  88  69 | 9   6   0   
|65  60  45 | 22  19  6   
|77  67  62 | 19  8   9   
|77  67  71 | 10  4   12  
|96  91  90 | 12  11  17  
|96  95  88 | 11  11  10  
|80  82  78 | 9   11  9   
|87  88  89 | 3   12  1   
|104 108 105| 17  22  16  
|116 115 108| 26  13  28  
|155 145 137| 26  21  13  
|146 138 123| 22  20  3   
|148 140 123| 23  24  6   
|152 143 130| 29  29  14  
|137 127 123| 23  14  14  
|100 90  93 | 5   1   8   
|99  94  98 | 17  12  14  
|99  97  100| 14  13  14  
|88  91  95 | 11  9   14  
|100 104 104| 12  10  12  
|118 122 117| 11  9   11  
|102 104 97 | 16  15  14  
|107 111 107| 23  22  22  
|133 135 134| 17  16  13  
|116 118 118| 23  30  18  
|111 118 114| 0   0   0   
|104 111 102| 0   0   0   
|76  80  73 | 0   0   0   
|71  74  69 | 22  18  14  
|74  74  75 | 6   11  12  
|76  77  80 | 9   14  14  
|70  71  75 | 6   14  14  
|68  70  72 | 10  11  12  
|68  69  70 | 9   14  10  
|56  56  60 | 5   9   11  
|46  45  50 | 7   9   10  
|54  55  56 | 14  14  4   
|72  73  69 | 13  16  6   
|81  80  74 | 13  7   1   
|82  79  74 | 29  28  20  
|124 121 119| 22  15  23  
|154 149 152| 24  24  33  
|161 160 162| 12  12  16  
|126 132 134| 0   0   0   
|34  44  47 | 22  34  54  
|125 135 143| 8   13  24  
|139 148 156| 16  15  20  
|175 181 188| 14  20  23  
|151 160 162| 16  23  25  
|142 154 155| 7   21  28  
|125 135 139| 10  15  18  
|114 124 126| 15  22  23  
|119 127 128| 21  23  19  
|135 140 142| 17  11  20  
|155 159 164| 17  20  20  
|147 156 158| 17  25  22  
|156 167 168| 14  20  27  
|161 172 173| 13  17  23  
|129 140 145| 11  15  25  
|131 141 149| 7   12  23  
|137 146 154| 10  15  23  
|143 151 159| 15  17  21  
|138 148 151| 23  24  20  
|136 146 149| 7   20  28  
|136 146 152| 11  20  23  
|132 143 148| 15  20  25  
|131 142 146| 18  26  27  
|133 144 146| 14  24  26  
|128 137 141| 17  24  25  
|157 162 164| 15  18  21  
|150 150 153| 16  14  22  
|146 145 145| 20  16  12  
|163 159 158| 32  28  23  
|160 156 158| 24  23  23  
|157 157 161| 22  20  30  
|156 154 163| 17  16  24  
|136 137 146| 10  11  21  
|129 135 142| 19  19  19  
|143 150 154| 19  23  28  
|148 155 157| 10  21  20  
|144 155 156| 5   16  25  
|124 136 141| 19  15  23  
|130 134 138| 24  18  17  
|148 146 147| 39  31  26  
|161 157 155| 33  26  17  
|140 136 133| 10  10  11  
|88  90  87 | 5   11  24  
|117 121 124| 8   11  23  
|124 124 125| 18  15  11  
|135 132 127| 22  20  18  
|141 138 125| 23  23  5   
|141 141 122| 22  25  7   
|152 147 127| 26  22  9   
|151 140 127| 30  17  12  
|148 135 126| 24  17  10  
|145 135 125| 26  17  11  
|143 137 127| 20  20  10  
|136 132 120| 22  19  8   
|137 132 120| 24  17  5   
|137 130 117| 23  17  11  
|136 127 116| 18  14  10  
|139 129 120| 21  16  13  
|142 130 119| 23  14  7   
|148 135 120| 23  20  3   
|145 132 112| 24  24  4   
|134 122 99 | 27  26  7   
|112 96  78 | 29  21  12  
|101 80  67 | 25  18  7   
|85  61  45 | 24  16  0   
|86  58  38 | 21  12  0   
|78  51  25 | 19  8   0   
|84  51  32 | 16  4   0   
|82  49  34 | 19  0   0   
|82  48  33 | 18  3   0   
|80  44  26 | 26  5   0   
|85  47  25 | 26  8   0   
|89  51  24 | 29  11  0   
|91  53  24 | 28  8   0   
|92  52  24 | 26  6   0   
|97  57  33 | 30  4   0   
|99  57  34 | 24  8   0   
|91  53  32 | 23  6   0   
|75  43  20 | 21  7   0   
|60  31  11 | 26  12  0   
|58  33  15 | 24  14  1   
|65  41  30 | 28  16  8   
|90  71  61 | 19  15  7   
|136 123 109| 14  20  1   
|102 95  75 | 9   14  0   
|69  63  48 | 20  10  2   
|60  50  49 | 10  0   12  
|57  50  53 | 14  12  15  
|100 96  92 | 16  22  6   
|94  92  84 | 8   14  6   
|81  80  76 | 7   8   14  
|85  82  83 | 8   18  17  
|110 110 108| 13  16  13  
|143 138 132| 34  20  17  
|149 138 128| 23  22  3   
|148 143 126| 27  25  4   
|148 142 125| 30  27  11  
|140 133 121| 24  19  15  
|113 103 99 | 14  0   6   
|100 91  94 | 12  7   16  
|99  95  101| 18  13  15  
|98  99  98 | 3   9   17  
|83  89  88 | 9   13  16  
|102 108 104| 17  23  19  
|121 125 117| 13  16  4   
|106 108 100| 9   14  12  
|115 117 115| 21  21  23  
|130 135 133| 15  13  16  
|114 120 117| 21  36  31  
|79  85  81 | 0   0   0   
|69  77  68 | 0   0   0   
|77  84  79 | 0   0   0   
|76  77  74 | 19  20  20  
|72  72  75 | 10  12  14  
|70  69  75 | 9   7   14  
|69  68  73 | 11  12  12  
|58  58  62 | 14  15  11  
|36  39  42 | 8   6   10  
|10  10  16 | 5   0   7   
|45  43  52 | 4   7   9   
|63  63  67 | 10  12  5   
|63  62  65 | 13  12  7   
|76  75  77 | 9   8   1   
|80  79  78 | 18  16  14  
|110 108 109| 26  15  22  
|156 152 154| 26  22  24  
|156 157 157| 20  28  24  
|147 155 155| 0   0   0   
|38  46  55 | 17  22  37  
|185 192 196| 9   14  24  
|161 168 172| 28  29  38  
|169 174 176| 16  25  22  
|155 158 159| 15  27  25  
|143 151 155| 11  15  21  
|125 136 140| 10  15  18  
|113 124 127| 14  18  16  
|99  110 113| 18  17  19  
|115 124 127| 21  19  27  
|139 149 150| 15  22  24  
|145 155 158| 16  27  27  
|142 157 160| 21  29  30  
|139 150 153| 5   15  22  
|147 159 163| 11  17  25  
|147 158 162| 14  17  28  
|138 150 154| 18  21  29  
|134 145 150| 15  22  24  
|131 140 145| 14  22  21  
|135 145 150| 14  18  28  
|136 148 152| 13  18  22  
|132 146 151| 13  18  24  
|131 144 152| 11  23  22  
|132 144 152| 4   12  18  
|123 131 138| 19  21  26  
|160 161 165| 16  14  20  
|179 178 178| 17  16  15  
|165 161 159| 28  26  16  
|171 166 166| 27  23  23  
|147 143 147| 19  23  25  
|124 124 130| 23  16  25  
|121 122 132| 16  11  20  
|134 139 148| 10  13  21  
|151 159 166| 19  23  27  
|149 159 162| 21  22  23  
|133 142 144| 16  26  24  
|125 137 137| 4   16  26  
|125 138 140| 16  15  19  
|125 132 139| 22  19  16  
|134 137 141| 29  27  23  
|143 144 144| 21  16  14  
|113 113 108| 0   0   0   
|122 124 119| 9   15  28  
|146 148 144| 13  12  20  
|132 130 123| 23  17  13  
|141 137 122| 22  22  11  
|141 138 120| 19  27  6   
|148 144 124| 26  30  5   
|141 134 120| 28  19  8   
|144 133 123| 28  17  11  
|144 130 121| 24  18  8   
|140 131 119| 22  21  14  
|138 133 120| 19  19  11  
|133 131 120| 23  19  11  
|132 130 115| 21  20  9   
|137 131 115| 21  18  10  
|146 138 122| 19  16  12  
|152 138 124| 27  21  13  
|151 134 120| 28  24  9   
|119 101 83 | 33  28  3   
|97  79  57 | 26  31  0   
|78  56  35 | 21  17  0   
|74  47  28 | 19  9   0   
|74  45  23 | 17  4   0   
|80  46  23 | 23  7   0   
|94  59  29 | 19  12  0   
|96  56  27 | 25  4   0   
|98  55  32 | 25  5   0   
|96  51  31 | 26  5   0   
|92  49  32 | 27  6   0   
|88  48  28 | 31  8   0   
|88  45  22 | 31  9   0   
|88  43  19 | 29  11  0   
|90  44  18 | 31  11  0   
|94  49  21 | 30  9   0   
|95  51  26 | 36  10  0   
|96  49  26 | 30  8   0   
|99  57  36 | 24  8   0   
|91  51  32 | 19  2   0   
|79  45  25 | 17  7   0   
|75  43  26 | 19  3   0   
|68  38  27 | 20  6   0   
|35  8   0  | 30  23  11  
|73  57  47 | 22  23  0   
|132 122 104| 15  15  0   
|60  53  44 | 11  0   4   
|34  27  26 | 1   0   8   
|68  63  59 | 22  22  13  
|82  77  74 | 15  18  5   
|86  81  80 | 7   10  9   
|85  78  76 | 11  5   10  
|89  84  78 | 10  15  16  
|121 117 113| 27  22  18  
|146 136 133| 32  17  13  
|144 135 123| 25  29  6   
|126 120 102| 28  26  9   
|123 120 103| 27  24  11  
|104 100 90 | 16  10  4   
|103 98  95 | 17  4   9   
|103 97  99 | 10  7   19  
|113 115 117| 13  16  12  
|121 122 121| 1   10  13  
|104 106 101| 12  18  16  
|98  102 94 | 22  25  16  
|98  101 93 | 14  16  1   
|99  102 96 | 16  14  16  
|128 131 133| 22  25  25  
|108 112 114| 14  23  20  
|80  86  86 | 11  21  16  
|69  75  72 | 0   0   0   
|68  75  72 | 0   0   0   
|72  77  77 | 0   0   0   
|65  66  71 | 21  20  23  
|62  62  69 | 11  10  14  
|46  45  54 | 13  11  16  
|23  22  31 | 10  5   7   
|11  11  19 | 0   3   1   
|56  60  66 | 0   0   0   
|103 105 114| 0   0   5   
|148 146 157| 9   12  12  
|134 132 143| 9   7   7   
|60  58  67 | 12  11  13  
|71  68  78 | 11  10  7   
|76  71  78 | 11  12  16  
|79  78  80 | 29  22  24  
|140 138 140| 21  23  19  
|157 157 158| 21  33  27  
|156 163 167| 0   0   0   
|99  108 118| 39  43  48  
|230 234 234| 15  19  26  
|205 209 209| 23  25  27  
|197 198 195| 21  19  15  
|178 181 175| 14  20  25  
|154 162 162| 11  17  23  
|145 153 159| 12  19  21  
|114 124 134| 4   10  17  
|99  108 115| 10  13  17  
|109 119 120| 17  23  24  
|139 151 151| 14  22  23  
|142 155 154| 10  25  29  
|143 152 160| 14  17  21  
|137 146 152| 12  21  29  
|136 145 149| 19  23  30  
|137 147 148| 11  22  26  
|127 138 140| 11  20  22  
|129 137 141| 11  16  19  
|137 143 152| 16  18  24  
|130 138 148| 13  21  26  
|128 141 144| 11  21  23  
|133 148 154| 11  19  28  
|137 149 159| 10  21  29  
|131 141 151| 6   12  21  
|132 137 148| 23  19  24  
|151 152 158| 28  26  27  
|174 172 170| 22  20  14  
|177 173 166| 29  24  23  
|176 170 169| 18  13  19  
|163 158 161| 12  11  16  
|143 141 146| 12  6   19  
|133 137 145| 12  15  22  
|146 152 161| 17  23  30  
|155 164 173| 19  25  28  
|139 148 153| 14  17  20  
|128 138 140| 8   20  18  
|121 136 135| 10  19  23  
|123 136 138| 13  15  23  
|122 132 138| 18  18  22  
|124 133 139| 26  22  25  
|106 114 113| 9   9   4   
|82  87  79 | 10  17  15  
|142 140 133| 23  28  29  
|143 140 132| 18  17  11  
|141 135 123| 27  24  6   
|141 137 118| 22  24  6   
|138 135 117| 28  29  4   
|139 138 121| 22  17  8   
|142 137 124| 24  17  11  
|144 133 124| 27  15  8   
|139 129 121| 21  18  8   
|141 133 121| 22  20  10  
|142 135 122| 15  19  14  
|142 137 123| 14  22  9   
|147 139 122| 19  23  9   
|151 138 120| 24  26  10  
|137 119 104| 30  25  11  
|115 92  78 | 33  26  11  
|96  69  55 | 24  17  0   
|84  54  37 | 19  16  0   
|82  51  30 | 14  8   0   
|84  47  34 | 17  0   0   
|91  51  36 | 18  6   0   
|96  55  34 | 25  3   0   
|98  55  29 | 31  16  0   
|100 55  23 | 35  11  0   
|103 58  26 | 35  6   0   
|100 53  27 | 36  7   0   
|97  51  27 | 33  3   0   
|93  47  28 | 29  7   0   
|94  50  30 | 31  6   0   
|95  47  24 | 32  6   0   
|93  47  23 | 35  4   0   
|92  45  20 | 34  10  0   
|93  47  21 | 33  7   0   
|96  52  25 | 38  4   0   
|95  51  26 | 32  8   0   
|97  53  31 | 32  6   0   
|97  55  36 | 25  7   0   
|90  53  35 | 28  10  0   
|75  42  28 | 25  6   0   
|73  41  32 | 14  0   0   
|57  27  21 | 8   3   0   
|37  15  9  | 38  37  9   
|126 111 95 | 5   2   0   
|69  60  54 | 0   0   0   
|49  46  43 | 13  12  8   
|96  94  85 | 18  15  8   
|66  61  59 | 13  11  10  
|74  70  72 | 13  4   9   
|82  75  72 | 11  8   0   
|111 103 92 | 16  19  16  
|141 131 126| 28  18  19  
|138 126 125| 28  21  8   
|146 138 126| 19  21  0   
|132 127 113| 21  22  5   
|110 109 95 | 13  14  5   
|102 100 90 | 12  7   11  
|96  92  89 | 15  7   12  
|108 107 105| 10  17  23  
|118 119 119| 20  22  21  
|107 111 110| 13  17  10  
|100 102 94 | 13  16  8   
|106 107 100| 12  16  4   
|112 114 109| 12  17  7   
|114 114 116| 22  23  29  
|84  85  91 | 15  17  20  
|72  72  82 | 5   10  11  
|66  69  75 | 11  19  14  
|69  74  75 | 0   0   0   
|60  65  67 | 0   0   0   
|55  58  62 | 0   0   0   
|40  40  48 | 17  17  23  
|28  27  36 | 2   0   8   
|45  41  55 | 0   0   0   
|87  83  97 | 0   0   0   
|128 127 138| 0   5   10  
|144 148 157| 12  12  23  
|150 149 158| 32  25  34  
|148 148 156| 29  27  36  
|157 156 169| 3   1   4   
|95  93  106| 9   5   18  
