|-----------|-------------
|106 97  79 | 6   5   0   
|107 100 82 | 7   5   0   
|108 99  80 | 7   5   0   
|108 99  76 | 7   5   0   
|109 95  75 | 7   5   0   
|112 99  80 | 7   5   0   
|107 96  78 | 7   4   1   
|106 96  79 | 6   4   1   
|104 91  68 | 5   3   2   
|106 92  67 | 5   4   2   
|107 92  72 | 5   4   3   
|113 97  80 | 4   4   3   
|112 96  82 | 3   4   3   
|115 101 87 | 3   3   3   
|109 98  88 | 3   3   3   
|83  73  69 | 4   3   3   
|80  75  68 | 5   4   3   
|105 103 94 | 6   4   4   
|106 107 101| 6   4   4   
|74  77  76 | 6   5   4   
|87  89  90 | 7   6   3   
|79  80  80 | 7   6   3   
|91  87  85 | 7   6   3   
|105 97  94 | 7   6   4   
|128 117 118| 7   5   5   
|112 107 109| 7   5   5   
|128 123 118| 7   5   5   
|159 151 141| 7   6   5   
|137 129 118| 7   6   4   
|129 119 110| 8   6   5   
|152 142 138| 8   6   5   
|154 144 142| 8   6   5   
|138 127 128| 8   7   5   
|148 142 139| 6   5   3   
|134 128 124| 3   2   2   
|146 137 135| 0   0   0   
|152 142 140| 0   0   0   
|170 159 159| 0   0   0   
|166 156 153| 0   0   0   
|172 164 157| 2   2   2   
|177 169 162| 4   4   4   
|173 167 158| 4   4   4   
|175 167 163| 3   10  10  
|161 158 153| 3   11  10  
|138 138 135| 3   12  3   
|103 107 105| 3   5   3   
|75  81  80 | 15  6   4   
|71  71  69 | 17  5   5   
|83  78  77 | 17  6   8   
|80  78  75 | 6   5   10  
|76  81  74 | 3   4   9   
|76  83  76 | 2   3   6   
|83  89  82 | 2   4   4   
|82  85  81 | 5   7   8   
|129 130 128| 7   10  11  
|151 154 159| 10  12  12  
|153 157 169| 11  12  12  
|111 120 131| 13  13  13  
|36  47  52 | 14  14  14  
|73  82  75 | 12  14  14  
|129 137 141| 11  12  13  
|128 138 144| 11  11  12  
|135 142 146| 13  12  10  
|145 147 144| 15  14  12  
|148 153 152| 18  17  14  
|147 154 157| 19  17  15  
|120 129 132| 17  15  15  
|112 117 120| 13  13  14  
|128 128 130| 9   12  13  
|142 140 137| 8   10  12  
|152 150 145| 9   11  12  
|180 177 173| 11  12  14  
|225 219 220| 13  13  15  
|204 200 207| 16  15  17  
|140 143 148| 17  16  17  
|116 126 128| 18  16  17  
|113 122 122| 17  16  17  
|135 137 142| 16  16  15  
|155 152 159| 13  14  13  
|150 151 157| 11  13  12  
|171 171 175| 9   11  11  
|213 210 215| 9   12  11  
|214 209 209| 9   12  11  
|201 197 195| 10  12  11  
|195 193 191| 11  12  13  
|153 155 153| 10  12  15  
|112 118 119| 10  12  15  
|120 127 129| 9   12  14  
|118 126 125| 9   12  14  
|123 128 126| 10  12  14  
|137 143 143| 12  12  14  
|144 149 153| 13  13  13  
|140 144 152| 14  14  13  
|143 149 156| 16  16  13  
|133 142 145| 16  16  13  
|137 143 143| 15  13  14  
|155 159 162| 13  11  13  
|148 148 154| 12  10  12  
|150 150 151| 13  12  11  
|185 185 177| 15  13  8   
|210 208 195| 15  13  7   
|193 189 183| 15  13  6   
|158 152 158| 14  13  6   
|129 127 133| 15  14  6   
|127 129 128| 16  14  6   
|143 141 134| 16  14  6   
|143 137 126| 15  14  6   
|143 136 123| 16  13  6   
|143 137 125| 16  12  6   
|149 144 132| 16  12  6   
|152 144 133| 15  11  6   
|151 143 128| 14  11  6   
|147 145 126| 14  11  6   
|151 144 129| 14  10  5   
|147 138 126| 14  10  4   
|146 135 125| 14  10  3   
|142 132 123| 14  11  2   
|132 121 113| 12  11  2   
|130 119 110| 12  11  2   
|129 118 110| 13  11  2   
|124 116 106| 13  11  0   
|126 115 102| 13  11  0   
|122 110 96 | 14  11  0   
|122 112 97 | 14  11  0   
|118 111 96 | 15  11  0   
|115 109 92 | 15  11  0   
|120 112 92 | 16  11  0   
|118 110 87 | 15  11  0   
|121 112 89 | 14  11  0   
|121 109 85 | 13  11  0   
|124 108 83 | 15  11  0   
|132 111 86 | 15  10  0   
|134 111 88 | 15  10  0   
|131 109 88 | 14  10  0   
|128 111 90 | 14  9   0   
|125 114 94 | 13  8   2   
|127 116 90 | 11  7   2   
|124 112 86 | 10  7   3   
|117 102 81 | 10  8   4   
|114 98  80 | 9   8   6   
|111 93  77 | 7   7   6   
|107 91  74 | 6   7   7   
|107 95  84 | 6   6   7   
|84  75  67 | 7   6   6   
|73  67  58 | 9   7   6   
|105 100 92 | 10  8   6   
|101 99  94 | 12  9   8   
|75  72  75 | 13  9   7   
|80  80  85 | 13  11  7   
|83  82  85 | 15  12  6   
|88  85  84 | 15  12  7   
|88  86  77 | 14  11  7   
|123 118 112| 13  10  8   
|117 108 110| 12  9   9   
|133 125 119| 12  9   9   
|144 136 124| 13  10  9   
|146 140 124| 13  11  9   
|153 144 134| 13  11  9   
|153 145 141| 15  12  10  
|112 105 106| 16  12  11  
|97  90  93 | 15  12  10  
|120 115 113| 13  11  8   
|127 123 123| 8   7   5   
|120 114 114| 3   2   2   
|119 113 112| 0   0   0   
|160 155 153| 0   0   0   
|167 161 158| 0   0   0   
|165 160 155| 2   2   1   
|146 143 136| 3   3   2   
|144 141 131| 3   3   2   
|138 134 127| 8   7   13  
|113 110 106| 6   14  13  
|83  82  80 | 6   15  13  
|72  75  73 | 6   16  5   
|68  73  72 | 7   9   5   
|76  80  76 | 20  11  8   
|80  80  78 | 23  10  11  
|78  79  74 | 22  12  16  
|76  80  74 | 10  10  17  
|76  81  75 | 5   8   14  
|83  86  77 | 4   7   11  
|79  81  71 | 5   9   11  
|108 105 100| 8   13  17  
|155 155 156| 11  16  19  
|152 152 162| 14  18  20  
|142 148 158| 15  18  19  
|52  62  66 | 17  19  20  
|59  65  60 | 17  20  21  
|138 149 157| 16  20  20  
|131 146 157| 16  18  19  
|139 150 157| 16  17  18  
|144 154 154| 18  18  15  
|142 153 155| 21  20  18  
|131 142 146| 24  23  21  
|112 125 128| 25  23  22  
|123 133 136| 22  21  22  
|135 138 139| 17  19  21  
|132 133 132| 13  17  19  
|130 131 129| 12  15  18  
|142 144 143| 14  16  19  
|167 165 169| 16  17  21  
|170 169 176| 18  19  23  
|138 142 149| 23  22  25  
|115 124 128| 25  24  25  
|116 127 129| 27  24  25  
|125 127 131| 25  23  25  
|146 143 153| 22  22  22  
|128 135 145| 18  19  19  
|132 137 143| 16  19  18  
|182 183 186| 14  17  17  
|210 208 207| 14  18  17  
|202 198 198| 14  17  17  
|192 189 191| 15  17  18  
|156 155 159| 16  17  20  
|122 125 129| 15  18  23  
|126 133 136| 15  18  23  
|146 155 154| 14  18  21  
|129 136 135| 14  18  21  
|127 132 135| 16  18  21  
|134 138 144| 19  19  21  
|134 138 146| 21  21  19  
|150 154 161| 23  22  19  
|155 162 166| 24  23  19  
|137 145 147| 23  22  19  
|141 149 151| 20  18  19  
|154 155 162| 18  16  18  
|159 159 159| 17  16  16  
|190 187 178| 20  18  14  
|201 197 184| 22  19  11  
|182 179 171| 22  19  10  
|144 139 142| 22  19  9   
|121 121 125| 22  19  9   
|113 117 114| 22  21  9   
|134 133 127| 23  21  9   
|135 130 120| 23  21  9   
|148 141 129| 22  20  9   
|148 141 131| 23  19  9   
|150 142 131| 23  17  9   
|151 143 132| 23  17  9   
|149 141 128| 22  16  9   
|143 142 122| 21  16  9   
|141 137 121| 21  17  8   
|140 132 119| 21  16  7   
|141 131 121| 21  16  6   
|134 120 113| 21  16  5   
|129 117 109| 21  17  3   
|131 118 110| 19  17  3   
|132 120 112| 19  17  3   
|127 120 108| 20  17  2   
|130 121 106| 20  16  0   
|128 116 102| 21  16  0   
|132 119 106| 22  15  0   
|131 121 106| 23  15  0   
|127 118 100| 24  15  0   
|122 112 92 | 24  15  0   
|108 98  73 | 24  15  0   
|110 95  70 | 23  16  0   
|102 84  60 | 22  16  0   
|101 77  51 | 21  17  0   
|101 71  45 | 23  17  0   
|111 78  53 | 23  15  0   
|106 77  52 | 22  15  0   
|102 78  55 | 21  15  0   
|103 82  60 | 20  13  1   
|102 87  61 | 18  12  3   
|114 99  74 | 16  10  3   
|125 109 86 | 15  10  4   
|124 108 89 | 15  11  6   
|118 101 84 | 13  11  9   
|107 94  76 | 10  10  9   
|109 98  84 | 9   10  10  
|89  81  70 | 9   10  10  
|69  61  51 | 11  10  9   
|96  87  79 | 14  12  10  
|98  88  87 | 17  14  10  
|83  78  80 | 19  15  12  
|87  85  88 | 20  15  10  
|82  81  83 | 20  17  10  
|81  82  81 | 22  18  9   
|81  84  75 | 21  17  11  
|123 122 115| 19  15  11  
|150 140 141| 17  13  12  
|149 139 131| 16  13  13  
|137 129 114| 16  13  13  
|141 134 119| 17  14  13  
|152 144 134| 18  15  13  
|128 119 117| 18  16  14  
|91  86  89 | 21  17  15  
|104 99  103| 21  18  16  
|99  98  99 | 18  16  13  
|100 99  100| 15  13  9   
|98  96  96 | 8   7   5   
|99  98  98 | 3   2   2   
|120 118 117| 0   0   0   
|147 145 143| 0   0   0   
|130 129 126| 1   1   1   
|112 113 107| 2   2   2   
|130 131 121| 2   2   2   
|103 104 96 | 9   10  9   
|82  82  77 | 9   10  9   
|73  72  71 | 9   10  8   
|71  74  74 | 9   12  8   
|77  83  82 | 10  12  7   
|71  77  76 | 12  13  8   
|72  76  75 | 15  15  13  
|72  74  73 | 17  16  18  
|66  69  68 | 15  17  22  
|69  71  68 | 12  14  20  
|80  80  71 | 8   12  17  
|86  85  76 | 7   12  16  
|91  86  80 | 9   15  19  
|152 149 146| 10  17  23  
|153 150 155| 12  18  23  
|158 159 167| 13  18  23  
|98  102 107| 13  18  20  
|47  53  49 | 13  18  21  
|149 162 170| 12  18  21  
|134 144 153| 13  18  20  
|135 142 149| 14  17  18  
|140 150 154| 15  17  19  
|139 151 154| 16  18  17  
|127 141 144| 18  19  19  
|118 128 130| 18  20  22  
|135 144 145| 19  19  23  
|144 148 149| 17  18  23  
|136 138 143| 14  17  21  
|141 146 147| 12  17  19  
|149 157 156| 12  16  19  
|142 150 154| 14  16  20  
|136 143 149| 15  17  22  
|131 138 147| 16  18  23  
|121 130 138| 19  21  24  
|122 130 137| 22  23  24  
|127 134 138| 24  23  23  
|145 151 153| 23  21  23  
|136 146 153| 20  20  20  
|131 141 146| 17  17  18  
|142 151 155| 17  18  19  
|161 169 170| 15  17  19  
|167 174 174| 15  18  19  
|166 170 171| 14  16  19  
|155 157 159| 15  16  20  
|144 144 147| 15  17  21  
|143 141 141| 15  18  23  
|171 169 170| 14  18  23  
|165 165 168| 14  18  21  
|155 156 164| 15  18  21  
|135 138 145| 18  18  20  
|125 130 137| 21  20  20  
|140 144 148| 22  22  18  
|153 161 164| 23  22  17  
|131 143 146| 22  21  18  
|123 133 138| 20  19  17  
|144 146 151| 17  16  16  
|163 159 160| 17  16  15  
|191 185 181| 18  18  12  
|169 164 158| 20  19  10  
|125 125 124| 22  18  9   
|120 124 129| 22  18  9   
|119 121 126| 22  18  9   
|124 122 119| 22  18  9   
|139 138 130| 22  20  9   
|141 138 121| 22  20  9   
|147 142 125| 22  20  9   
|150 141 128| 21  19  9   
|152 140 131| 22  17  9   
|148 138 129| 22  16  8   
|145 136 127| 22  16  8   
|139 133 120| 22  16  7   
|137 130 117| 22  16  7   
|137 128 115| 22  17  7   
|135 125 116| 22  17  6   
|131 121 113| 22  16  5   
|136 125 117| 22  15  3   
|133 120 109| 21  16  2   
|134 123 106| 20  15  2   
|136 126 107| 20  15  2   
|141 129 113| 21  14  1   
|141 127 114| 21  13  0   
|132 115 103| 23  14  0   
|116 98  81 | 25  13  0   
|98  78  59 | 26  13  0   
|85  65  46 | 27  13  0   
|74  52  35 | 27  13  0   
|68  41  24 | 25  13  0   
|69  41  21 | 24  14  0   
|82  50  26 | 23  14  0   
|83  50  23 | 22  15  0   
|93  58  29 | 23  15  0   
|89  53  25 | 24  14  0   
|85  50  25 | 22  15  1   
|85  49  26 | 20  15  1   
|77  48  24 | 18  12  1   
|71  45  22 | 15  12  2   
|73  50  27 | 14  9   3   
|96  74  56 | 14  10  4   
|116 97  84 | 14  10  7   
|128 112 100| 12  11  9   
|110 101 86 | 9   10  9   
|91  88  69 | 9   10  11  
|65  60  45 | 10  12  11  
|77  67  62 | 14  12  10  
|77  67  71 | 17  15  10  
|96  91  90 | 20  16  10  
|96  95  88 | 21  18  11  
|80  82  78 | 22  17  9   
|87  88  89 | 21  17  9   
|104 108 105| 21  16  10  
|116 115 108| 19  14  12  
|155 145 137| 16  12  12  
|146 138 123| 13  11  12  
|148 140 123| 13  13  13  
|152 143 130| 13  13  12  
|137 127 123| 14  14  12  
|100 90  93 | 15  14  12  
|99  94  98 | 16  15  15  
|99  97  100| 18  16  15  
|88  91  95 | 16  16  14  
|100 104 104| 11  12  10  
|118 122 117| 7   6   4   
|102 104 97 | 2   2   2   
|107 111 107| 0   0   0   
|133 135 134| 0   0   0   
|116 118 118| 1   1   1   
|111 118 114| 2   2   2   
|104 111 102| 2   2   2   
|76  80  73 | 8   8   9   
|71  74  69 | 8   9   9   
|74  74  75 | 8   9   9   
|76  77  80 | 9   10  7   
|70  71  75 | 9   11  7   
|68  70  72 | 11  12  7   
|68  69  70 | 14  14  9   
|56  56  60 | 17  16  15  
|46  45  50 | 18  17  19  
|54  55  56 | 14  16  20  
|72  73  69 | 10  13  18  
|81  80  74 | 8   12  16  
|82  79  74 | 10  15  19  
|124 121 119| 12  18  23  
|154 149 152| 12  19  25  
|161 160 162| 12  18  23  
|126 132 134| 12  18  23  
|34  44  47 | 11  18  20  
|125 135 143| 12  18  20  
|139 148 156| 12  18  21  
|175 181 188| 14  18  20  
|151 160 162| 15  19  20  
|142 154 155| 15  19  21  
|125 135 139| 15  19  20  
|114 124 126| 15  18  21  
|119 127 128| 14  18  23  
|135 140 142| 14  17  23  
|155 159 164| 13  17  23  
|147 156 158| 12  17  22  
|156 167 168| 12  17  21  
|161 172 173| 12  17  21  
|129 140 145| 13  17  22  
|131 141 149| 13  17  22  
|137 146 154| 14  18  23  
|143 151 159| 16  20  23  
|138 148 151| 19  21  23  
|136 146 149| 21  21  22  
|136 146 152| 20  19  21  
|132 143 148| 19  18  19  
|131 142 146| 18  17  18  
|133 144 146| 18  18  20  
|128 137 141| 17  18  20  
|157 162 164| 16  17  20  
|150 150 153| 15  15  20  
|146 145 145| 15  16  21  
|163 159 158| 15  17  21  
|160 156 158| 14  18  22  
|157 157 161| 13  18  22  
|156 154 163| 14  18  21  
|136 137 146| 16  18  20  
|129 135 142| 19  18  18  
|143 150 154| 21  19  18  
|148 155 157| 20  20  17  
|144 155 156| 19  19  16  
|124 136 141| 18  17  17  
|130 134 138| 18  17  15  
|148 146 147| 16  16  13  
|161 157 155| 18  18  12  
|140 136 133| 19  20  10  
|88  90  87 | 22  19  9   
|117 121 124| 23  18  9   
|124 124 125| 23  18  9   
|135 132 127| 22  18  9   
|141 138 125| 22  18  9   
|141 141 122| 21  19  9   
|152 147 127| 21  19  9   
|151 140 127| 21  19  9   
|148 135 126| 21  18  9   
|145 135 125| 22  17  8   
|143 137 127| 22  16  7   
|136 132 120| 22  16  6   
|137 132 120| 23  17  4   
|137 130 117| 22  16  4   
|136 127 116| 22  16  4   
|139 129 120| 22  15  4   
|142 130 119| 23  14  3   
|148 135 120| 23  13  2   
|145 132 112| 22  12  1   
|134 122 99 | 22  11  1   
|112 96  78 | 22  11  1   
|101 80  67 | 23  10  0   
|85  61  45 | 23  9   0   
|86  58  38 | 25  11  0   
|78  51  25 | 27  10  0   
|84  51  32 | 28  10  0   
|82  49  34 | 28  10  0   
|82  48  33 | 28  10  0   
|80  44  26 | 25  9   0   
|85  47  25 | 24  10  0   
|89  51  24 | 22  10  0   
|91  53  24 | 21  11  0   
|92  52  24 | 21  11  0   
|97  57  33 | 23  12  1   
|99  57  34 | 21  15  2   
|91  53  32 | 19  15  2   
|75  43  20 | 15  11  1   
|60  31  11 | 12  10  2   
|58  33  15 | 13  8   4   
|65  41  30 | 13  9   5   
|90  71  61 | 13  10  8   
|136 123 109| 12  11  9   
|102 95  75 | 10  11  9   
|69  63  48 | 11  11  11  
|60  50  49 | 13  14  11  
|57  50  53 | 17  15  10  
|100 96  92 | 20  18  10  
|94  92  84 | 22  19  10  
|81  80  76 | 22  19  10  
|85  82  83 | 21  16  9   
|110 110 108| 19  14  10  
|143 138 132| 17  13  11  
|149 138 128| 15  12  12  
|148 143 126| 12  11  12  
|148 142 125| 11  12  12  
|140 133 121| 12  14  13  
|113 103 99 | 13  14  12  
|100 91  94 | 13  14  12  
|99  95  101| 13  14  13  
|98  99  98 | 14  15  15  
|83  89  88 | 13  13  13  
|102 108 104| 9   11  9   
|121 125 117| 4   6   5   
|106 108 100| 2   2   1   
|115 117 115| 0   0   0   
|130 135 133| 0   0   0   
|114 120 117| 1   1   1   
|79  85  81 | 2   2   2   
|69  77  68 | 2   2   2   
|77  84  79 | 7   6   8   
|76  77  74 | 6   6   8   
|72  72  75 | 7   7   9   
|70  69  75 | 8   7   9   
|69  68  73 | 9   9   7   
|58  58  62 | 10  10  7   
|36  39  42 | 13  12  9   
|10  10  16 | 16  15  13  
|45  43  52 | 18  17  17  
|63  63  67 | 16  17  19  
|63  62  65 | 13  15  19  
|76  75  77 | 10  13  18  
|80  79  78 | 12  15  19  
|110 108 109| 14  18  22  
|156 152 154| 14  20  23  
|156 157 157| 14  19  23  
|147 155 155| 12  18  22  
|38  46  55 | 11  17  21  
|185 192 196| 10  17  19  
|161 168 172| 12  17  19  
|169 174 176| 13  18  21  
|155 158 159| 14  19  22  
|143 151 155| 14  19  22  
|125 136 140| 14  19  23  
|113 124 127| 14  19  23  
|99  110 113| 13  18  23  
|115 124 127| 12  18  24  
|139 149 150| 12  17  24  
|145 155 158| 12  17  23  
|142 157 160| 12  17  23  
|139 150 153| 12  18  23  
|147 159 163| 12  18  23  
|147 158 162| 11  18  23  
|138 150 154| 12  18  23  
|134 145 150| 13  18  23  
|131 140 145| 15  19  22  
|135 145 150| 18  20  22  
|136 148 152| 19  20  20  
|132 146 151| 19  18  19  
|131 144 152| 19  17  18  
|132 144 152| 18  17  18  
|123 131 138| 18  17  21  
|160 161 165| 17  17  22  
|179 178 178| 16  17  22  
|165 161 159| 15  16  22  
|171 166 166| 14  17  21  
|147 143 147| 14  18  21  
|124 124 130| 13  18  21  
|121 122 132| 12  18  21  
|134 139 148| 14  18  20  
|151 159 166| 16  17  18  
|149 159 162| 18  17  16  
|133 142 144| 19  18  16  
|125 137 137| 17  18  16  
|125 138 140| 16  17  14  
|125 132 139| 16  16  14  
|134 137 141| 18  18  12  
|143 144 144| 18  18  11  
|113 113 108| 20  19  10  
|122 124 119| 22  20  9   
|146 148 144| 23  19  9   
|132 130 123| 23  18  9   
|141 137 122| 23  18  9   
|141 138 120| 21  18  9   
|148 144 124| 20  18  9   
|141 134 120| 21  18  8   
|144 133 123| 22  18  8   
|144 130 121| 22  18  8   
|140 131 119| 22  18  7   
|138 133 120| 23  16  6   
|133 131 120| 22  15  4   
|132 130 115| 22  14  3   
|137 131 115| 23  15  1   
|146 138 122| 23  13  1   
|152 138 124| 24  13  2   
|151 134 120| 24  12  2   
|119 101 83 | 26  11  1   
|97  79  57 | 26  9   0   
|78  56  35 | 25  8   0   
|74  47  28 | 25  7   0   
|74  45  23 | 25  7   0   
|80  46  23 | 26  6   0   
|94  59  29 | 26  6   0   
|96  56  27 | 27  8   0   
|98  55  32 | 30  8   0   
|96  51  31 | 30  8   0   
|92  49  32 | 30  8   0   
|88  48  28 | 29  8   0   
|88  45  22 | 26  7   0   
|88  43  19 | 25  7   0   
|90  44  18 | 22  7   0   
|94  49  21 | 20  6   0   
|95  51  26 | 19  6   0   
|96  49  26 | 21  10  1   
|99  57  36 | 19  14  2   
|91  51  32 | 16  13  2   
|79  45  25 | 12  9   1   
|75  43  26 | 10  8   2   
|68  38  27 | 12  8   5   
|35  8   0  | 12  9   6   
|73  57  47 | 12  10  8   
|132 122 104| 13  12  9   
|60  53  44 | 13  13  9   
|34  27  26 | 15  14  12  
|68  63  59 | 17  16  11  
|82  77  74 | 20  17  9   
|86  81  80 | 21  19  8   
|85  78  76 | 20  18  8   
|89  84  78 | 20  17  9   
|121 117 113| 19  14  10  
|146 136 133| 17  12  12  
|144 135 123| 14  12  13  
|126 120 102| 13  12  12  
|123 120 103| 11  12  11  
|104 100 90 | 11  14  11  
|103 98  95 | 12  15  13  
|103 97  99 | 13  15  13  
|113 115 117| 13  15  13  
|121 122 121| 11  14  13  
|104 106 101| 11  12  12  
|98  102 94 | 8   9   9   
|98  101 93 | 4   5   4   
|99  102 96 | 1   2   2   
|128 131 133| 0   0   0   
|108 112 114| 0   0   0   
|80  86  86 | 1   1   1   
|69  75  72 | 2   1   2   
|68  75  72 | 2   1   2   
|72  77  77 | 8   8   11  
|65  66  71 | 9   7   12  
|62  62  69 | 7   7   11  
|46  45  54 | 7   7   11  
|23  22  31 | 8   6   10  
|11  11  19 | 9   8   9   
|56  60  66 | 11  10  9   
|103 105 114| 14  13  12  
|148 146 157| 17  16  17  
|134 132 143| 17  17  19  
|60  58  67 | 16  18  20  
|71  68  78 | 14  17  20  
|76  71  78 | 15  18  22  
|79  78  80 | 17  20  22  
|140 138 140| 18  21  23  
|157 157 158| 16  21  22  
|156 163 167| 14  19  23  
|99  108 118| 11  17  21  
|230 234 234| 10  16  19  
|205 209 209| 9   16  18  
|197 198 195| 12  17  19  
|178 181 175| 13  18  22  
|154 162 162| 13  19  23  
|145 153 159| 13  19  24  
|114 124 134| 13  19  23  
|99  108 115| 13  19  23  
|109 119 120| 12  18  23  
|139 151 151| 12  18  23  
|142 155 154| 12  17  24  
|143 152 160| 12  18  23  
|137 146 152| 11  18  24  
|136 145 149| 11  18  24  
|137 147 148| 11  18  24  
|127 138 140| 11  17  24  
|129 137 141| 12  17  23  
|137 143 152| 14  18  22  
|130 138 148| 17  19  20  
|128 141 144| 20  20  20  
|133 148 154| 21  20  19  
|137 149 159| 20  18  18  
|131 141 151| 19  16  19  
|132 137 148| 17  16  19  
|151 152 158| 16  17  22  
|174 172 170| 16  17  23  
|177 173 166| 14  17  23  
|176 170 169| 14  17  22  
|163 158 161| 12  18  21  
|143 141 146| 12  18  21  
|133 137 145| 11  17  21  
|146 152 161| 11  17  21  
|155 164 173| 13  17  18  
|139 148 153| 15  16  15  
|128 138 140| 16  17  14  
|121 136 135| 17  17  14  
|123 136 138| 17  17  13  
|122 132 138| 17  18  11  
|124 133 139| 18  18  10  
|106 114 113| 20  20  10  
|82  87  79 | 20  19  9   
|142 140 133| 21  19  9   
|143 140 132| 22  19  9   
|141 135 123| 23  18  9   
|141 137 118| 22  18  9   
|138 135 117| 22  18  9   
|139 138 121| 21  19  8   
|142 137 124| 21  18  8   
|144 133 124| 23  17  6   
|139 129 121| 23  16  5   
|141 133 121| 23  15  5   
|142 135 122| 23  15  4   
|142 137 123| 24  13  3   
|147 139 122| 24  12  2   
|151 138 120| 24  11  1   
|137 119 104| 25  11  0   
|115 92  78 | 25  10  0   
|96  69  55 | 27  10  0   
|84  54  37 | 27  9   0   
|82  51  30 | 29  9   0   
|84  47  34 | 29  7   0   
|91  51  36 | 28  6   0   
|96  55  34 | 28  6   0   
|98  55  29 | 29  6   0   
|100 55  23 | 30  6   0   
|103 58  26 | 30  6   0   
|100 53  27 | 30  7   0   
|97  51  27 | 32  7   0   
|93  47  28 | 31  7   0   
|94  50  30 | 31  7   0   
|95  47  24 | 30  7   0   
|93  47  23 | 27  6   0   
|92  45  20 | 25  6   0   
|93  47  21 | 22  5   0   
|96  52  25 | 19  3   0   
|95  51  26 | 18  5   0   
|97  53  31 | 18  9   1   
|97  55  36 | 17  12  2   
|90  53  35 | 14  11  2   
|75  42  28 | 10  8   3   
|73  41  32 | 10  7   4   
|57  27  21 | 12  8   6   
|37  15  9  | 12  9   6   
|126 111 95 | 14  11  7   
|69  60  54 | 16  13  9   
|49  46  43 | 17  14  9   
|96  94  85 | 19  16  11  
|66  61  59 | 19  17  9   
|74  70  72 | 20  18  7   
|82  75  72 | 19  18  7   
|111 103 92 | 17  16  8   
|141 131 126| 17  14  10  
|138 126 125| 15  13  11  
|146 138 126| 14  12  13  
|132 127 113| 12  13  12  
|110 109 95 | 12  14  11  
|102 100 90 | 12  14  11  
|96  92  89 | 12  14  11  
|108 107 105| 11  13  13  
|118 119 119| 11  13  13  
|107 111 110| 11  13  13  
|100 102 94 | 8   11  11  
|106 107 100| 7   8   8   
|112 114 109| 3   4   4   
|114 114 116| 1   1   1   
|84  85  91 | 0   0   0   
|72  72  82 | 0   0   0   
|66  69  75 | 0   0   1   
|69  74  75 | 1   0   2   
|60  65  67 | 1   0   2   
|55  58  62 | 9   10  15  
|40  40  48 | 11  10  16  
|28  27  36 | 11  10  16  
|45  41  55 | 9   8   14  
|87  83  97 | 8   7   13  
|128 127 138| 9   6   11  
|144 148 157| 10  8   11  
|150 149 158| 13  11  12  
|148 148 156| 16  14  15  
|157 156 169| 17  17  20  
|95  93  106| 17  17  21  
