|-----------|-------------
|106 97  79 | 42  31  0   
|107 100 82 | 41  31  0   
|108 99  80 | 39  30  1   
|108 99  76 | 40  31  1   
|109 95  75 | 43  32  0   
|112 99  80 | 44  31  0   
|107 96  78 | 44  29  0   
|106 96  79 | 44  28  1   
|104 91  68 | 43  28  3   
|106 92  67 | 40  27  7   
|107 92  72 | 34  22  10  
|113 97  80 | 28  20  10  
|112 96  82 | 28  26  13  
|115 101 87 | 29  30  19  
|109 98  88 | 22  25  21  
|83  73  69 | 18  21  22  
|80  75  68 | 20  21  22  
|105 103 94 | 23  21  19  
|106 107 101| 30  23  18  
|74  77  76 | 37  25  21  
|87  89  90 | 36  25  25  
|79  80  80 | 35  28  25  
|91  87  85 | 43  36  24  
|105 97  94 | 46  38  21  
|128 117 118| 43  34  17  
|112 107 109| 44  34  21  
|128 123 118| 46  35  28  
|159 151 141| 44  31  29  
|137 129 118| 42  32  29  
|129 119 110| 41  34  28  
|152 142 138| 42  33  27  
|154 144 142| 45  34  28  
|138 127 128| 48  36  31  
|148 142 139| 50  38  33  
|134 128 124| 50  40  31  
|146 137 135| 51  43  31  
|152 142 140| 26  22  16  
|170 159 159| 0   0   0   
|166 156 153| 0   0   0   
|172 164 157| 0   0   0   
|177 169 162| 0   0   0   
|173 167 158| 0   0   0   
|175 167 163| 36  20  19  
|161 158 153| 21  0   16  
|138 138 135| 3   19  80  
|103 107 105| 20  87  16  
|75  81  80 | 18  26  0   
|71  71  69 | 17  0   18  
|83  78  77 | 18  26  18  
|80  78  75 | 122 17  25  
|76  81  74 | 43  35  39  
|76  83  76 | 0   35  56  
|83  89  82 | 15  31  58  
|82  85  81 | 9   19  28  
|129 130 128| 7   18  12  
|151 154 159| 20  30  30  
|153 157 169| 41  51  59  
|111 120 131| 40  52  62  
|36  47  52 | 35  39  41  
|73  82  75 | 46  43  36  
|129 137 141| 39  44  47  
|128 138 144| 29  41  52  
|135 142 146| 18  27  37  
|145 147 144| 16  20  23  
|148 153 152| 34  32  28  
|147 154 157| 49  46  38  
|120 129 132| 54  53  40  
|112 117 120| 59  56  46  
|128 128 130| 57  49  57  
|142 140 137| 32  30  50  
|152 150 145| 10  22  37  
|180 177 173| 12  31  35  
|225 219 220| 24  34  36  
|204 200 207| 38  32  42  
|140 143 148| 50  41  52  
|116 126 128| 54  46  52  
|113 122 122| 53  47  51  
|135 137 142| 55  51  54  
|155 152 159| 55  52  47  
|150 151 157| 49  49  44  
|171 171 175| 40  42  39  
|213 210 215| 25  31  28  
|214 209 209| 14  26  26  
|201 197 195| 22  31  36  
|195 193 191| 28  32  36  
|153 155 153| 29  35  32  
|112 118 119| 34  39  44  
|120 127 129| 32  36  52  
|118 126 125| 27  33  50  
|123 128 126| 24  34  46  
|137 143 143| 25  38  39  
|144 149 153| 35  39  39  
|140 144 152| 43  39  48  
|143 149 156| 40  38  44  
|133 142 145| 42  42  35  
|137 143 143| 58  57  35  
|155 159 162| 64  63  41  
|148 148 154| 49  43  45  
|150 150 151| 29  21  39  
|185 185 177| 24  22  31  
|210 208 195| 37  38  28  
|193 189 183| 50  47  22  
|158 152 158| 47  41  8   
|129 127 133| 42  38  9   
|127 129 128| 42  39  21  
|143 141 134| 43  38  22  
|143 137 126| 49  39  18  
|143 136 123| 47  44  16  
|143 137 125| 44  46  17  
|149 144 132| 46  40  19  
|152 144 133| 47  34  19  
|151 143 128| 47  34  19  
|147 145 126| 45  34  19  
|151 144 129| 44  32  17  
|147 138 126| 42  30  15  
|146 135 125| 39  28  13  
|142 132 123| 40  29  11  
|132 121 113| 43  32  6   
|130 119 110| 45  34  3   
|129 118 110| 40  34  7   
|124 116 106| 34  33  11  
|126 115 102| 38  35  6   
|122 110 96 | 44  38  0   
|122 112 97 | 45  39  0   
|118 111 96 | 43  37  0   
|115 109 92 | 45  35  2   
|120 112 92 | 53  36  0   
|118 110 87 | 58  36  0   
|121 112 89 | 57  32  0   
|121 109 85 | 53  32  0   
|124 108 83 | 46  35  2   
|132 111 86 | 43  37  3   
|134 111 88 | 47  40  0   
|131 109 88 | 49  36  0   
|128 111 90 | 47  30  0   
|125 114 94 | 46  26  0   
|127 116 90 | 45  26  1   
|124 112 86 | 40  27  5   
|117 102 81 | 31  22  10  
|114 98  80 | 22  15  8   
|111 93  77 | 23  22  9   
|107 91  74 | 30  33  19  
|107 95  84 | 25  25  25  
|84  75  67 | 12  12  25  
|73  67  58 | 15  14  26  
|105 100 92 | 24  20  21  
|101 99  94 | 28  24  12  
|75  72  75 | 38  31  16  
|80  80  85 | 43  30  26  
|83  82  85 | 37  28  27  
|88  85  84 | 42  38  20  
|88  86  77 | 54  48  16  
|123 118 112| 50  42  16  
|117 108 110| 44  33  21  
|133 125 119| 41  30  30  
|144 136 124| 33  23  30  
|146 140 124| 29  20  24  
|153 144 134| 32  30  26  
|153 145 141| 33  31  26  
|112 105 106| 35  27  24  
|97  90  93 | 42  34  30  
|120 115 113| 49  41  37  
|127 123 123| 49  43  35  
|120 114 114| 43  42  28  
|119 113 112| 21  22  14  
|160 155 153| 0   0   0   
|167 161 158| 0   0   0   
|165 160 155| 0   0   0   
|146 143 136| 0   0   0   
|144 141 131| 0   0   0   
|138 134 127| 5   15  14  
|113 110 106| 16  0   13  
|83  82  80 | 5   0   14  
|72  75  73 | 1   24  16  
|68  73  72 | 14  28  0   
|76  80  76 | 15  0   0   
|80  80  78 | 19  0   14  
|78  79  74 | 26  14  16  
|76  80  74 | 41  24  37  
|76  81  75 | 0   42  58  
|83  86  77 | 0   34  60  
|79  81  71 | 0   20  31  
|108 105 100| 0   6   0   
|155 155 156| 16  27  10  
|152 152 162| 34  46  63  
|142 148 158| 26  39  67  
|52  62  66 | 11  23  33  
|59  65  60 | 3   9   7   
|138 149 157| 0   4   10  
|131 146 157| 0   0   16  
|139 150 157| 0   0   4   
|144 154 154| 0   0   0   
|142 153 155| 0   0   0   
|131 142 146| 2   3   0   
|112 125 128| 1   8   3   
|123 133 136| 0   3   7   
|135 138 139| 0   0   15  
|132 133 132| 0   0   13  
|130 131 129| 0   0   0   
|142 144 143| 0   0   0   
|167 165 169| 0   0   0   
|170 169 176| 12  0   0   
|138 142 149| 17  0   11  
|115 124 128| 4   0   8   
|116 127 129| 1   1   0   
|125 127 131| 7   7   2   
|146 143 153| 6   6   0   
|128 135 145| 0   0   0   
|132 137 143| 0   0   0   
|182 183 186| 0   0   0   
|210 208 207| 0   0   0   
|202 198 198| 0   0   0   
|192 189 191| 0   1   8   
|156 155 159| 1   0   3   
|122 125 129| 1   0   8   
|126 133 136| 0   0   18  
|146 155 154| 0   0   16  
|129 136 135| 0   0   9   
|127 132 135| 0   4   0   
|134 138 144| 0   5   0   
|134 138 146| 12  4   3   
|150 154 161| 14  1   6   
|155 162 166| 13  7   0   
|137 145 147| 23  21  0   
|141 149 151| 27  24  0   
|154 155 162| 6   0   0   
|159 159 159| 0   0   0   
|190 187 178| 0   0   0   
|201 197 184| 0   0   0   
|182 179 171| 5   10  0   
|144 139 142| 11  7   0   
|121 121 125| 0   0   0   
|113 117 114| 0   0   0   
|134 133 127| 0   0   3   
|135 130 120| 1   0   1   
|148 141 129| 2   1   0   
|148 141 131| 0   6   0   
|150 142 131| 0   0   0   
|151 143 132| 0   0   0   
|149 141 128| 1   0   0   
|143 142 122| 0   0   0   
|141 137 121| 0   0   0   
|140 132 119| 0   0   0   
|141 131 121| 0   0   0   
|134 120 113| 0   0   0   
|129 117 109| 2   2   0   
|131 118 110| 6   3   0   
|132 120 112| 4   5   0   
|127 120 108| 0   5   2   
|130 121 106| 0   4   0   
|128 116 102| 6   5   0   
|132 119 106| 9   4   0   
|131 121 106| 8   0   0   
|127 118 100| 9   0   0   
|122 112 92 | 16  0   0   
|108 98  73 | 24  0   0   
|110 95  70 | 22  0   0   
|102 84  60 | 12  0   0   
|101 77  51 | 5   0   0   
|101 71  45 | 0   0   2   
|111 78  53 | 2   5   0   
|106 77  52 | 10  5   0   
|102 78  55 | 9   0   0   
|103 82  60 | 4   0   0   
|102 87  61 | 0   0   0   
|114 99  74 | 0   0   3   
|125 109 86 | 0   0   8   
|124 108 89 | 0   0   4   
|118 101 84 | 0   0   0   
|107 94  76 | 0   4   7   
|109 98  84 | 1   2   15  
|89  81  70 | 0   0   12  
|69  61  51 | 0   0   8   
|96  87  79 | 0   0   2   
|98  88  87 | 5   5   0   
|83  78  80 | 10  13  0   
|87  85  88 | 22  17  11  
|82  81  83 | 20  10  15  
|81  82  81 | 10  12  0   
|81  84  75 | 13  21  0   
|123 122 115| 13  17  0   
|150 140 141| 1   0   1   
|149 139 131| 0   0   8   
|137 129 114| 0   0   8   
|141 134 119| 0   0   2   
|152 144 134| 0   0   0   
|128 119 117| 0   0   0   
|91  86  89 | 0   0   0   
|104 99  103| 0   0   0   
|99  98  99 | 0   5   8   
|100 99  100| 0   7   8   
|98  96  96 | 0   0   0   
|99  98  98 | 0   0   0   
|120 118 117| 0   0   0   
|147 145 143| 0   0   0   
|130 129 126| 0   0   0   
|112 113 107| 0   0   0   
|130 131 121| 0   0   0   
|103 104 96 | 0   3   7   
|82  82  77 | 0   0   0   
|73  72  71 | 0   0   0   
|71  74  74 | 0   0   0   
|77  83  82 | 0   2   0   
|71  77  76 | 0   4   0   
|72  76  75 | 4   3   0   
|72  74  73 | 11  0   0   
|66  69  68 | 23  5   8   
|69  71  68 | 31  16  33  
|80  80  71 | 15  9   34  
|86  85  76 | 0   0   6   
|91  86  80 | 0   0   0   
|152 149 146| 0   0   0   
|153 150 155| 26  28  32  
|158 159 167| 21  22  49  
|98  102 107| 6   6   16  
|47  53  49 | 6   9   0   
|149 162 170| 0   6   0   
|134 144 153| 0   0   5   
|135 142 149| 0   0   1   
|140 150 154| 0   0   0   
|139 151 154| 13  0   0   
|127 141 144| 14  3   0   
|118 128 130| 4   9   4   
|135 144 145| 0   8   13  
|144 148 149| 0   0   20  
|136 138 143| 0   0   18  
|141 146 147| 0   0   2   
|149 157 156| 0   0   0   
|142 150 154| 0   0   0   
|136 143 149| 5   1   0   
|131 138 147| 14  2   10  
|121 130 138| 0   4   15  
|122 130 137| 0   5   3   
|127 134 138| 3   13  4   
|145 151 153| 9   17  7   
|136 146 153| 0   2   0   
|131 141 146| 0   0   0   
|142 151 155| 0   0   0   
|161 169 170| 0   0   0   
|167 174 174| 0   0   0   
|166 170 171| 12  12  10  
|155 157 159| 15  8   8   
|144 144 147| 8   0   8   
|143 141 141| 3   0   13  
|171 169 170| 0   0   10  
|165 165 168| 2   3   7   
|155 156 164| 0   8   3   
|135 138 145| 0   2   0   
|125 130 137| 0   0   0   
|140 144 148| 15  0   1   
|153 161 164| 22  4   0   
|131 143 146| 23  14  0   
|123 133 138| 11  8   0   
|144 146 151| 0   0   0   
|163 159 160| 0   0   0   
|191 185 181| 0   0   0   
|169 164 158| 0   0   0   
|125 125 124| 6   13  0   
|120 124 129| 19  13  0   
|119 121 126| 16  7   0   
|124 122 119| 9   1   0   
|139 138 130| 4   0   1   
|141 138 121| 3   0   0   
|147 142 125| 0   0   0   
|150 141 128| 0   1   0   
|152 140 131| 0   0   0   
|148 138 129| 0   0   0   
|145 136 127| 0   0   2   
|139 133 120| 0   0   0   
|137 130 117| 0   0   0   
|137 128 115| 0   0   0   
|135 125 116| 1   4   0   
|131 121 113| 1   8   0   
|136 125 117| 6   7   0   
|133 120 109| 10  1   0   
|134 123 106| 6   0   0   
|136 126 107| 1   0   0   
|141 129 113| 0   0   0   
|141 127 114| 1   0   0   
|132 115 103| 1   0   0   
|116 98  81 | 4   0   0   
|98  78  59 | 8   0   0   
|85  65  46 | 11  0   0   
|74  52  35 | 14  0   0   
|68  41  24 | 12  0   0   
|69  41  21 | 2   0   0   
|82  50  26 | 0   0   0   
|83  50  23 | 0   0   0   
|93  58  29 | 0   0   0   
|89  53  25 | 0   0   0   
|85  50  25 | 2   0   0   
|85  49  26 | 1   0   1   
|77  48  24 | 0   0   5   
|71  45  22 | 0   0   7   
|73  50  27 | 0   1   7   
|96  74  56 | 0   0   4   
|116 97  84 | 0   0   0   
|128 112 100| 0   0   7   
|110 101 86 | 2   0   20  
|91  88  69 | 0   0   14  
|65  60  45 | 0   0   5   
|77  67  62 | 0   3   3   
|77  67  71 | 2   10  0   
|96  91  90 | 9   16  0   
|96  95  88 | 25  21  4   
|80  82  78 | 34  18  14  
|87  88  89 | 22  13  0   
|104 108 105| 12  16  0   
|116 115 108| 6   10  0   
|155 145 137| 0   0   5   
|146 138 123| 0   0   10  
|148 140 123| 0   0   7   
|152 143 130| 0   0   3   
|137 127 123| 0   0   4   
|100 90  93 | 0   10  5   
|99  94  98 | 0   8   0   
|99  97  100| 0   1   0   
|88  91  95 | 0   6   5   
|100 104 104| 2   10  12  
|118 122 117| 0   1   1   
|102 104 97 | 0   0   0   
|107 111 107| 0   0   0   
|133 135 134| 0   0   0   
|116 118 118| 0   0   0   
|111 118 114| 0   0   0   
|104 111 102| 0   0   0   
|76  80  73 | 3   8   15  
|71  74  69 | 0   0   2   
|74  74  75 | 0   0   0   
|76  77  80 | 0   0   0   
|70  71  75 | 0   0   0   
|68  70  72 | 0   0   0   
|68  69  70 | 5   1   0   
|56  56  60 | 10  1   0   
|46  45  50 | 14  1   6   
|54  55  56 | 27  12  29  
|72  73  69 | 22  14  38  
|81  80  74 | 0   2   18  
|82  79  74 | 0   0   0   
|124 121 119| 0   0   0   
|154 149 152| 11  17  23  
|161 160 162| 32  31  53  
|126 132 134| 16  12  14  
|34  44  47 | 8   9   0   
|125 135 143| 3   6   0   
|139 148 156| 0   0   0   
|175 181 188| 0   0   0   
|151 160 162| 5   0   0   
|142 154 155| 16  4   0   
|125 135 139| 15  2   4   
|114 124 126| 3   8   7   
|119 127 128| 0   16  15  
|135 140 142| 0   7   19  
|155 159 164| 0   0   15  
|147 156 158| 0   0   10  
|156 167 168| 0   0   4   
|161 172 173| 0   1   0   
|129 140 145| 2   7   1   
|131 141 149| 10  7   5   
|137 146 154| 0   5   12  
|143 151 159| 0   5   8   
|138 148 151| 0   8   0   
|136 146 149| 3   9   0   
|136 146 152| 0   3   0   
|132 143 148| 0   0   0   
|131 142 146| 0   0   0   
|133 144 146| 0   0   0   
|128 137 141| 0   0   0   
|157 162 164| 11  9   4   
|150 150 153| 12  7   12  
|146 145 145| 3   0   7   
|163 159 158| 0   0   5   
|160 156 158| 0   0   5   
|157 157 161| 3   9   4   
|156 154 163| 4   14  5   
|136 137 146| 0   5   1   
|129 135 142| 0   0   0   
|143 150 154| 8   0   0   
|148 155 157| 24  2   0   
|144 155 156| 19  6   0   
|124 136 141| 0   0   0   
|130 134 138| 0   0   0   
|148 146 147| 0   0   2   
|161 157 155| 0   0   0   
|140 136 133| 0   0   0   
|88  90  87 | 10  17  0   
|117 121 124| 19  20  0   
|124 124 125| 20  10  0   
|135 132 127| 15  0   0   
|141 138 125| 8   0   0   
|141 141 122| 0   0   0   
|152 147 127| 0   0   0   
|151 140 127| 0   0   0   
|148 135 126| 0   0   0   
|145 135 125| 0   0   0   
|143 137 127| 3   0   2   
|136 132 120| 2   0   3   
|137 132 120| 4   0   0   
|137 130 117| 7   6   0   
|136 127 116| 6   12  0   
|139 129 120| 2   8   0   
|142 130 119| 1   0   0   
|148 135 120| 4   0   0   
|145 132 112| 4   0   0   
|134 122 99 | 1   0   0   
|112 96  78 | 1   0   0   
|101 80  67 | 3   0   0   
|85  61  45 | 4   0   0   
|86  58  38 | 7   0   0   
|78  51  25 | 14  0   0   
|84  51  32 | 18  0   0   
|82  49  34 | 16  0   0   
|82  48  33 | 14  0   0   
|80  44  26 | 10  0   0   
|85  47  25 | 4   0   0   
|89  51  24 | 2   0   0   
|91  53  24 | 0   0   0   
|92  52  24 | 0   0   0   
|97  57  33 | 0   0   0   
|99  57  34 | 0   0   0   
|91  53  32 | 0   0   1   
|75  43  20 | 0   0   9   
|60  31  11 | 0   4   7   
|58  33  15 | 0   0   0   
|65  41  30 | 0   0   0   
|90  71  61 | 0   0   5   
|136 123 109| 0   0   19  
|102 95  75 | 0   8   17  
|69  63  48 | 0   10  2   
|60  50  49 | 0   3   0   
|57  50  53 | 0   2   5   
|100 96  92 | 16  15  7   
|94  92  84 | 31  20  1   
|81  80  76 | 39  20  0   
|85  82  83 | 26  17  0   
|110 110 108| 6   9   0   
|143 138 132| 0   0   0   
|149 138 128| 0   0   5   
|148 143 126| 0   0   11  
|148 142 125| 0   0   9   
|140 133 121| 0   0   4   
|113 103 99 | 0   5   3   
|100 91  94 | 0   16  3   
|99  95  101| 7   17  0   
|98  99  98 | 4   8   0   
|83  89  88 | 1   7   5   
|102 108 104| 4   13  15  
|121 125 117| 0   2   1   
|106 108 100| 0   0   0   
|115 117 115| 0   0   0   
|130 135 133| 0   0   0   
|114 120 117| 0   0   0   
|79  85  81 | 0   0   0   
|69  77  68 | 0   0   0   
|77  84  79 | 4   3   13  
|76  77  74 | 0   0   0   
|72  72  75 | 0   0   0   
|70  69  75 | 0   0   0   
|69  68  73 | 0   0   0   
|58  58  62 | 0   0   0   
|36  39  42 | 6   3   0   
|10  10  16 | 11  4   1   
|45  43  52 | 9   2   9   
|63  63  67 | 18  10  27  
|63  62  65 | 23  19  38  
|76  75  77 | 2   13  26  
|80  79  78 | 0   0   0   
|110 108 109| 0   0   0   
|156 152 154| 7   14  17  
|156 157 157| 35  35  42  
|147 155 155| 28  20  16  
|38  46  55 | 9   5   0   
|185 192 196| 0   1   0   
|161 168 172| 0   0   0   
|169 174 176| 0   0   0   
|155 158 159| 0   0   0   
|143 151 155| 9   2   0   
|125 136 140| 9   6   9   
|113 124 127| 0   5   10  
|99  110 113| 0   8   9   
|115 124 127| 0   7   10  
|139 149 150| 0   0   8   
|145 155 158| 0   0   4   
|142 157 160| 0   0   3   
|139 150 153| 0   3   0   
|147 159 163| 1   6   0   
|147 158 162| 2   7   0   
|138 150 154| 0   4   6   
|134 145 150| 0   0   8   
|131 140 145| 0   0   4   
|135 145 150| 0   0   0   
|136 148 152| 5   0   0   
|132 146 151| 17  1   0   
|131 144 152| 16  0   0   
|132 144 152| 9   0   0   
|123 131 138| 9   0   0   
|160 161 165| 0   0   0   
|179 178 178| 0   0   7   
|165 161 159| 0   0   9   
|171 166 166| 0   0   5   
|147 143 147| 0   0   2   
|124 124 130| 0   8   0   
|121 122 132| 0   10  0   
|134 139 148| 0   6   0   
|151 159 166| 0   0   0   
|149 159 162| 0   0   0   
|133 142 144| 19  0   0   
|125 137 137| 13  3   0   
|125 138 140| 0   0   0   
|125 132 139| 0   0   0   
|134 137 141| 0   0   0   
|143 144 144| 3   4   0   
|113 113 108| 19  12  0   
|122 124 119| 22  20  0   
|146 148 144| 15  17  0   
|132 130 123| 12  5   0   
|141 137 122| 12  0   0   
|141 138 120| 5   0   2   
|148 144 124| 0   0   1   
|141 134 120| 0   1   2   
|144 133 123| 0   4   0   
|144 130 121| 0   4   0   
|140 131 119| 1   3   0   
|138 133 120| 8   0   0   
|133 131 120| 11  0   0   
|132 130 115| 9   0   0   
|137 131 115| 6   0   0   
|146 138 122| 2   0   0   
|152 138 124| 0   0   0   
|151 134 120| 0   0   0   
|119 101 83 | 1   0   0   
|97  79  57 | 8   0   0   
|78  56  35 | 13  0   0   
|74  47  28 | 14  0   0   
|74  45  23 | 16  0   0   
|80  46  23 | 18  0   0   
|94  59  29 | 16  0   0   
|96  56  27 | 19  0   0   
|98  55  32 | 23  0   0   
|96  51  31 | 23  1   0   
|92  49  32 | 18  1   0   
|88  48  28 | 14  0   0   
|88  45  22 | 12  0   0   
|88  43  19 | 9   0   0   
|90  44  18 | 3   0   0   
|94  49  21 | 0   0   0   
|95  51  26 | 0   0   0   
|96  49  26 | 0   0   0   
|99  57  36 | 0   0   0   
|91  51  32 | 0   0   0   
|79  45  25 | 0   15  8   
|75  43  26 | 0   6   0   
|68  38  27 | 0   0   0   
|35  8   0  | 0   0   5   
|73  57  47 | 0   0   17  
|132 122 104| 4   9   18  
|60  53  44 | 5   13  5   
|34  27  26 | 0   1   0   
|68  63  59 | 2   0   3   
|82  77  74 | 19  9   13  
|86  81  80 | 34  21  4   
|85  78  76 | 31  16  0   
|89  84  78 | 13  11  0   
|121 117 113| 0   2   0   
|146 136 133| 0   0   0   
|144 135 123| 0   0   7   
|126 120 102| 0   0   14  
|123 120 103| 0   0   17  
|104 100 90 | 0   9   6   
|103 98  95 | 0   13  0   
|103 97  99 | 0   11  0   
|113 115 117| 9   14  0   
|121 122 121| 10  7   0   
|104 106 101| 1   0   7   
|98  102 94 | 0   0   11  
|98  101 93 | 0   0   0   
|99  102 96 | 0   0   0   
|128 131 133| 0   0   0   
|108 112 114| 0   0   0   
|80  86  86 | 0   0   0   
|69  75  72 | 0   0   0   
|68  75  72 | 0   0   0   
|72  77  77 | 0   0   2   
|65  66  71 | 0   0   0   
|62  62  69 | 0   0   4   
|46  45  54 | 7   3   15  
|23  22  31 | 20  9   28  
|11  11  19 | 14  11  21  
|56  60  66 | 6   5   7   
|103 105 114| 11  4   8   
|148 146 157| 9   2   7   
|134 132 143| 12  9   19  
|60  58  67 | 25  22  34  
|71  68  78 | 12  20  30  
|76  71  78 | 0   2   15  
|79  78  80 | 0   0   3   
|140 138 140| 23  25  24  
|157 157 158| 52  46  35  
|156 163 167| 35  27  7   
|99  108 118| 15  11  0   
|230 234 234| 0   0   0   
|205 209 209| 0   0   0   
|197 198 195| 0   0   0   
|178 181 175| 0   0   0   
|154 162 162| 3   3   0   
|145 153 159| 10  14  11  
|114 124 134| 3   8   13  
|99  108 115| 0   0   9   
|109 119 120| 0   0   0   
|139 151 151| 0   0   0   
|142 155 154| 0   0   0   
|143 152 160| 0   0   0   
|137 146 152| 2   0   0   
|136 145 149| 1   0   0   
|137 147 148| 0   0   0   
|127 138 140| 0   3   1   
|129 137 141| 0   0   8   
|137 143 152| 0   0   7   
|130 138 148| 0   0   3   
|128 141 144| 8   0   0   
|133 148 154| 25  4   0   
|137 149 159| 35  15  0   
|131 141 151| 22  8   0   
|132 137 148| 10  0   0   
|151 152 158| 0   0   3   
|174 172 170| 0   0   5   
|177 173 166| 0   0   11  
|176 170 169| 0   1   14  
|163 158 161| 0   7   9   
|143 141 146| 0   8   0   
|133 137 145| 0   5   0   
|146 152 161| 0   1   0   
|155 164 173| 0   0   0   
|139 148 153| 0   0   1   
|128 138 140| 1   0   0   
|121 136 135| 1   0   0   
|123 136 138| 0   0   0   
|122 132 138| 0   0   0   
|124 133 139| 3   6   0   
|106 114 113| 16  12  0   
|82  87  79 | 22  15  0   
|142 140 133| 16  15  0   
|143 140 132| 9   12  0   
|141 135 123| 6   0   0   
|141 137 118| 5   0   3   
|138 135 117| 3   0   4   
|139 138 121| 0   0   2   
|142 137 124| 0   4   2   
|144 133 124| 0   6   0   
|139 129 121| 4   5   0   
|141 133 121| 13  0   0   
|142 135 122| 14  0   0   
|142 137 123| 12  0   0   
|147 139 122| 9   0   0   
|151 138 120| 3   0   0   
|137 119 104| 0   0   0   
|115 92  78 | 2   0   0   
|96  69  55 | 7   0   0   
|84  54  37 | 14  0   0   
|82  51  30 | 23  0   0   
|84  47  34 | 29  0   0   
|91  51  36 | 28  0   0   
|96  55  34 | 21  0   0   
|98  55  29 | 16  0   0   
|100 55  23 | 13  0   0   
|103 58  26 | 12  0   0   
|100 53  27 | 15  1   0   
|97  51  27 | 15  0   0   
|93  47  28 | 12  0   0   
|94  50  30 | 8   2   0   
|95  47  24 | 6   0   0   
|93  47  23 | 5   0   0   
|92  45  20 | 0   0   0   
|93  47  21 | 0   0   0   
|96  52  25 | 0   0   0   
|95  51  26 | 0   0   0   
|97  53  31 | 0   0   0   
|97  55  36 | 0   0   0   
|90  53  35 | 0   10  2   
|75  42  28 | 4   29  8   
|73  41  32 | 0   0   1   
|57  27  21 | 0   0   3   
|37  15  9  | 0   0   17  
|126 111 95 | 3   7   17  
|69  60  54 | 6   9   9   
|49  46  43 | 8   5   0   
|96  94  85 | 12  6   0   
|66  61  59 | 22  13  13  
|74  70  72 | 30  19  10  
|82  75  72 | 23  18  0   
|111 103 92 | 0   6   0   
|141 131 126| 0   0   0   
|138 126 125| 0   0   0   
|146 138 126| 0   0   9   
|132 127 113| 0   0   15  
|110 109 95 | 0   0   18  
|102 100 90 | 0   12  7   
|96  92  89 | 0   11  0   
|108 107 105| 0   7   0   
|118 119 119| 7   5   1   
|107 111 110| 4   0   5   
|100 102 94 | 0   0   11  
|106 107 100| 0   0   8   
|112 114 109| 0   0   0   
|114 114 116| 0   0   0   
|84  85  91 | 0   0   0   
|72  72  82 | 0   0   0   
|66  69  75 | 0   0   0   
|69  74  75 | 0   0   0   
|60  65  67 | 0   0   0   
|55  58  62 | 12  5   22  
|40  40  48 | 8   12  18  
|28  27  36 | 20  26  30  
|45  41  55 | 32  31  39  
|87  83  97 | 39  30  44  
|128 127 138| 30  22  37  
|144 148 157| 0   0   7   
|150 149 158| 0   0   0   
|148 148 156| 8   3   4   
|157 156 169| 8   8   4   
|95  93  106| 21  23  23  
