|80  78  86 | 112 16  15  
|71  69  73 | 112 13  19  
|120 118 119| 99  28  20  
|153 152 154| 94  56  20  
|158 160 165| 133 6   22  
|135 139 152| 133 28  20  
|174 174 172| 153 31  22  
|171 170 164| 124 28  20  
|186 185 177| 122 26  18  
|170 170 163| 112 61  19  
|143 148 148| 105 69  19  
|142 152 158| 112 70  16  
|137 147 157| 119 61  14  
|119 129 136| 128 49  17  
|110 120 123| 128 47  18  
|136 146 146| 101 59  20  
|146 157 157| 106 59  18  
|142 149 160| 109 52  18  
|136 144 152| 115 45  16  
|132 139 144| 108 45  16  
|128 135 138| 108 43  18  
|127 133 137| 101 43  20  
|133 138 142| 103 51  20  
|150 155 162| 121 61  18  
|147 153 161| 116 74  18  
|139 152 154| 110 78  20  
|140 155 160| 107 71  20  
|142 157 167| 104 61  19  
|140 151 162| 90  23  20  
|138 145 155| 122 22  21  
|153 154 159| 119 46  20  
|173 171 167| 104 32  21  
|177 171 164| 104 30  23  
|170 163 161| 90  16  22  
|184 176 180| 97  33  20  
|175 175 179| 102 56  20  
|150 153 160| 104 61  19  
|139 146 156| 112 67  17  
|137 146 155| 115 70  16  
|126 138 144| 120 61  16  
|122 133 139| 117 64  16  
|126 138 140| 112 67  17  
|127 138 141| 117 70  14  
|123 134 140| 147 60  12  
|112 123 127| 116 49  10  
|93  102 101| 133 61  14  
|86  88  81 | 126 79  14  
|135 133 121| 127 81  15  
|137 131 118| 153 85  14  
|139 133 118| 147 87  14  
|140 136 118| 126 73  15  
|137 136 117| 124 61  16  
|134 134 119| 113 64  16  
|139 134 124| 113 80  16  
|142 132 126| 120 85  16  
|146 133 125| 118 98  16  
|146 135 122| 117 110 16  
|149 136 120| 117 123 14  
|151 134 116| 113 128 14  
|144 125 106| 108 128 14  
|133 109 90 | 100 128 14  
|115 86  68 | 100 128 14  
|106 69  56 | 101 128 15  
|99  60  44 | 99  128 16  
|106 67  48 | 93  128 17  
|106 62  45 | 94  128 17  
|109 57  50 | 98  128 17  
|107 56  45 | 100 128 17  
|105 56  36 | 102 128 16  
|106 58  33 | 101 128 16  
|99  54  24 | 101 128 15  
|93  50  22 | 102 128 14  
|91  50  23 | 99  128 14  
|88  49  23 | 99  128 15  
|87  45  23 | 98  128 16  
|90  48  26 | 98  128 16  
|89  44  21 | 100 128 15  
|89  45  20 | 100 128 15  
|88  45  20 | 101 128 15  
|88  45  19 | 102 128 14  
|91  50  24 | 100 128 15  
|91  52  26 | 100 128 14  
|95  53  32 | 102 128 14  
|95  55  35 | 100 128 12  
|91  54  32 | 97  128 12  
|82  49  33 | 94  128 10  
|73  40  29 | 93  128 8   
|66  35  30 | 113 128 10  
|38  13  5  | 112 91  9   
|99  80  67 | 132 43  5   
|77  68  63 | 128 79  9   
|42  41  40 | 124 71  6   
|82  81  71 | 104 38  8   
|61  59  54 | 122 79  9   
|68  64  65 | 123 79  14  
|82  77  71 | 116 72  16  
|135 128 116| 107 58  17  
|144 134 126| 120 76  16  
|142 132 128| 153 68  11  
|141 133 122| 126 51  12  
|103 101 90 | 124 43  12  
|102 102 94 | 119 30  12  
|106 104 98 | 133 15  16  
|97  95  92 | 110 9   14  
|130 130 127| 142 30  15  
|114 115 116| 132 32  14  
|116 122 120| 112 32  14  
|110 112 106| 90  0   13  
|113 114 109| 101 39  11  
|106 106 106| 103 85  10  
|84  83  88 | 103 91  9   
|70  67  81 | 95  79  9   
|62  61  74 | 99  71  6   
|58  58  69 | 90  0   0   
|45  47  53 | 90  0   0   
|33  37  41 | 90  0   0   
|29  29  37 | 106 60  13  
|66  64  73 | 104 52  18  
|97  94  105| 107 51  20  
|133 130 142| 90  37  20  
|156 153 167| 94  51  20  
|151 152 162| 90  24  19  
|142 144 156| 99  30  18  
|146 147 152| 97  33  20  
|142 142 149| 107 61  16  
|154 154 162| 104 96  8   
|124 121 135| 107 49  10  
|54  51  64 | 119 38  8   
|80  79  86 | 133 11  12  
|66  64  68 | 90  13  19  
|93  92  91 | 119 35  19  
|152 149 150| 98  54  20  
|154 150 159| 90  0   14  
|151 151 166| 133 26  14  
|113 113 113| 126 43  15  
|111 110 106| 124 40  14  
|128 126 120| 119 30  12  
|115 113 107| 112 71  13  
|91  94  94 | 110 79  14  
|96  105 111| 107 67  14  
|104 114 122| 112 60  13  
|102 110 117| 121 56  12  
|96  104 107| 115 43  18  
|100 108 109| 106 56  20  
|134 141 144| 102 56  20  
|145 152 161| 108 43  18  
|143 150 159| 108 45  16  
|134 139 144| 97  37  18  
|127 132 137| 112 37  18  
|134 138 144| 104 35  19  
|138 143 147| 102 37  20  
|147 151 156| 117 59  18  
|155 160 165| 113 69  18  
|142 153 157| 110 81  18  
|129 142 148| 106 79  18  
|134 148 157| 103 51  20  
|126 138 149| 104 19  18  
|145 152 160| 119 19  18  
|144 146 149| 116 53  19  
|148 146 144| 107 47  22  
|164 156 149| 101 35  25  
|179 169 165| 133 5   24  
|198 188 187| 90  20  23  
|195 194 195| 110 61  18  
|176 178 183| 104 67  17  
|131 140 147| 110 72  16  
|123 132 141| 112 67  17  
|121 131 139| 113 61  18  
|127 138 144| 112 58  17  
|133 144 149| 112 61  16  
|126 135 140| 147 53  14  
|119 129 134| 142 37  12  
|108 117 118| 119 51  12  
|96  102 99 | 129 81  13  
|100 101 93 | 124 87  14  
|127 123 109| 121 81  15  
|136 128 114| 150 85  14  
|139 130 118| 146 79  14  
|137 133 116| 129 67  16  
|134 133 116| 120 76  16  
|139 138 123| 108 75  17  
|140 132 121| 108 90  18  
|145 131 125| 115 100 16  
|153 134 126| 115 119 15  
|150 133 120| 111 128 16  
|146 125 108| 108 128 16  
|136 106 85 | 105 128 16  
|128 95  73 | 101 128 17  
|119 81  58 | 98  128 18  
|123 79  60 | 97  128 18  
|122 73  56 | 98  128 18  
|116 67  51 | 96  128 18  
|116 66  48 | 91  128 18  
|110 59  43 | 94  128 18  
|113 54  49 | 96  128 18  
|109 54  42 | 99  128 18  
|106 53  33 | 100 128 16  
|104 54  30 | 100 128 14  
|95  51  27 | 102 128 14  
|88  47  23 | 103 128 13  
|85  48  23 | 102 128 13  
|81  47  20 | 99  128 14  
|79  43  19 | 99  128 14  
|86  46  24 | 97  128 14  
|83  42  20 | 100 128 14  
|83  41  20 | 101 128 14  
|86  45  21 | 102 128 14  
|82  43  17 | 102 128 14  
|83  46  20 | 102 128 14  
|87  50  23 | 102 128 14  
|90  52  28 | 104 128 14  
|91  54  31 | 104 128 12  
|90  56  33 | 99  128 12  
|86  54  35 | 96  128 12  
|78  46  33 | 93  128 8   
|72  39  30 | 106 128 10  
|45  19  11 | 108 100 11  
|75  53  41 | 107 80  6   
|95  82  76 | 123 115 6   
|47  41  39 | 117 93  7   
|57  52  44 | 112 64  9   
|65  60  54 | 114 77  10  
|75  70  66 | 117 70  14  
|93  86  80 | 115 70  16  
|129 121 112| 112 67  17  
|139 130 122| 119 68  12  
|144 134 128| 133 47  9   
|110 104 96 | 133 11  12  
|80  78  73 | 90  10  12  
|93  93  91 | 133 21  11  
|101 100 100| 133 16  15  
|90  89  87 | 110 13  19  
|124 123 120| 133 13  18  
|146 147 149| 90  0   13  
|145 148 148| 90  12  10  
|103 104 103| 90  13  10  
|82  81  81 | 112 47  9   
|72  73  74 | 103 98  8   
|73  71  77 | 106 128 6   
|56  54  67 | 99  116 6   
|37  35  50 | 102 90  6   
|35  34  47 | 90  0   0   
|46  45  55 | 90  0   0   
|70  73  77 | 90  0   0   
|108 108 115| 106 43  20  
|146 144 152| 108 39  20  
|154 152 162| 101 43  20  
|151 148 158| 90  39  20  
|148 147 158| 95  46  20  
|143 144 153| 90  23  20  
|149 152 163| 90  13  19  
|151 153 157| 99  29  20  
|146 147 150| 97  33  20  
|150 150 157| 104 59  10  
|152 151 160| 104 38  8   
|74  73  81 | 112 23  10  
|66  65  70 | 133 12  10  
|80  79  82 | 101 27  17  
|84  84  82 | 124 29  20  
|136 131 133| 104 46  20  
|158 153 161| 110 18  20  
|156 154 166| 90  6   20  
|147 148 152| 119 17  22  
|161 162 160| 112 22  21  
|177 175 172| 112 13  18  
|168 164 162| 112 61  16  
|141 143 144| 110 67  16  
|119 128 133| 106 57  14  
|114 123 129| 112 40  16  
|105 111 116| 116 30  18  
|121 126 129| 112 43  15  
|146 151 153| 112 53  19  
|116 121 124| 106 59  18  
|141 150 155| 109 55  16  
|137 145 152| 103 58  17  
|126 133 139| 109 55  16  
|124 130 138| 115 45  16  
|124 131 136| 119 40  16  
|127 134 137| 119 33  20  
|123 130 132| 116 51  20  
|156 163 164| 110 69  18  
|153 163 167| 110 77  18  
|127 138 145| 113 83  16  
|125 138 146| 109 50  18  
|113 127 135| 119 21  16  
|138 146 151| 112 27  17  
|130 134 135| 112 51  20  
|140 137 135| 113 57  22  
|167 159 154| 112 44  24  
|190 179 171| 90  14  26  
|200 190 185| 90  19  25  
|211 207 207| 109 52  18  
|189 190 195| 108 67  17  
|131 138 144| 103 69  18  
|124 134 142| 108 72  18  
|125 134 144| 112 64  18  
|131 142 150| 112 58  17  
|132 143 149| 114 58  16  
|129 137 143| 132 34  13  
|118 126 131| 132 37  12  
|100 104 105| 128 68  12  
|95  98  91 | 126 83  14  
|111 110 98 | 122 87  14  
|130 124 110| 118 78  16  
|136 127 114| 127 85  14  
|140 130 120| 130 85  14  
|135 129 114| 133 85  14  
|137 133 116| 120 87  16  
|138 134 117| 108 93  18  
|151 140 126| 107 107 18  
|160 138 130| 108 124 15  
|152 127 117| 109 128 15  
|138 110 98 | 106 128 18  
|131 100 81 | 106 128 18  
|134 94  71 | 104 128 19  
|136 93  67 | 100 128 19  
|136 90  63 | 98  128 19  
|129 78  56 | 96  128 18  
|124 71  52 | 95  128 18  
|118 64  48 | 96  128 18  
|116 60  45 | 93  128 18  
|111 58  42 | 95  128 18  
|112 56  44 | 97  128 18  
|108 54  38 | 99  128 17  
|108 55  33 | 98  128 16  
|104 55  31 | 97  128 15  
|96  51  32 | 101 128 14  
|90  47  29 | 103 128 13  
|84  47  25 | 102 128 13  
|81  47  20 | 102 128 13  
|78  43  20 | 100 128 14  
|77  42  19 | 98  128 14  
|79  41  19 | 100 128 14  
|77  38  19 | 100 128 14  
|82  43  23 | 103 128 13  
|79  41  20 | 103 128 14  
|81  46  21 | 102 128 14  
|81  46  20 | 102 128 14  
|87  50  24 | 104 128 14  
|89  52  27 | 103 128 14  
|89  54  29 | 100 128 13  
|88  54  31 | 97  128 12  
|84  49  34 | 92  128 10  
|84  50  41 | 99  128 10  
|56  25  17 | 110 122 10  
|63  37  27 | 97  118 7   
|98  79  71 | 98  128 6   
|56  41  41 | 103 75  12  
|45  30  29 | 112 81  13  
|97  86  83 | 113 83  12  
|111 101 94 | 112 71  13  
|102 92  85 | 117 67  16  
|111 101 96 | 116 83  14  
|136 127 119| 124 53  10  
|121 111 103| 90  0   12  
|84  81  76 | 90  34  13  
|95  94  94 | 104 26  14  
|96  96  101| 90  16  15  
|107 107 111| 112 14  17  
|118 116 116| 90  0   19  
|135 134 132| 112 15  16  
|152 152 151| 104 43  8   
|126 125 128| 112 28  8   
|55  57  59 | 112 23  10  
|63  64  66 | 119 35  10  
|78  77  80 | 112 114 5   
|74  72  76 | 106 73  10  
|39  36  47 | 112 60  13  
|75  72  83 | 102 45  16  
|102 99  110| 90  0   0   
|126 124 134| 90  0   0   
|145 147 151| 90  0   0   
|149 148 154| 107 30  18  
|148 145 151| 116 30  18  
|146 143 151| 107 30  18  
|148 145 153| 97  33  20  
|145 144 150| 108 41  18  
|152 152 159| 99  34  16  
|139 145 150| 104 19  18  
|124 126 131| 90  18  20  
|143 145 148| 97  32  21  
|149 150 153| 99  36  16  
|159 159 168| 101 57  7   
|119 118 125| 112 21  11  
|51  50  55 | 90  21  11  
|86  85  89 | 133 24  14  
|85  85  88 | 133 13  19  
|119 115 120| 96  37  20  
|155 152 155| 104 52  18  
|155 155 164| 112 24  19  
|130 136 143| 112 11  22  
|150 153 156| 104 16  22  
|177 176 179| 90  11  23  
|183 179 179| 114 43  22  
|180 181 184| 116 49  21  
|172 181 186| 121 39  20  
|162 172 175| 104 14  26  
|152 161 162| 112 19  25  
|201 203 206| 119 38  17  
|199 197 203| 124 75  12  
|134 140 142| 117 83  12  
|94  108 108| 113 88  12  
|86  97  101| 108 90  13  
|89  101 107| 116 75  12  
|88  100 108| 139 77  10  
|90  100 104| 148 64  12  
|79  89  91 | 122 57  14  
|98  110 107| 114 64  14  
|110 121 117| 115 81  13  
|99  108 112| 120 79  14  
|96  108 112| 121 85  14  
|111 125 128| 142 47  18  
|109 125 127| 133 26  18  
|139 149 150| 104 16  22  
|145 151 150| 112 39  22  
|178 175 174| 116 64  22  
|181 174 170| 112 56  25  
|194 182 172| 122 18  26  
|209 197 190| 104 16  22  
|214 211 207| 107 61  16  
|177 178 181| 110 72  16  
|117 125 131| 107 69  18  
|122 133 141| 102 72  18  
|126 136 145| 107 69  18  
|127 136 148| 107 58  17  
|126 136 144| 97  40  16  
|127 134 141| 110 0   14  
|116 119 125| 127 60  12  
|111 112 112| 133 80  11  
|102 101 93 | 124 91  14  
|106 103 90 | 119 87  14  
|128 120 106| 113 83  16  
|132 122 111| 122 89  15  
|137 125 116| 125 95  14  
|140 130 116| 126 97  16  
|141 133 115| 115 106 17  
|153 145 125| 110 119 16  
|160 141 126| 107 128 16  
|146 120 107| 106 128 16  
|132 99  85 | 105 128 18  
|132 96  79 | 106 128 19  
|136 94  73 | 104 128 20  
|140 95  66 | 101 128 20  
|137 88  57 | 100 128 20  
|132 78  49 | 96  128 20  
|131 76  50 | 96  128 20  
|124 66  47 | 96  128 19  
|123 66  49 | 96  128 18  
|118 61  45 | 96  128 18  
|111 59  41 | 98  128 17  
|107 56  38 | 99  128 18  
|103 53  31 | 99  128 17  
|104 55  30 | 95  128 16  
|104 56  32 | 95  128 16  
|100 51  37 | 97  128 16  
|97  50  35 | 100 128 15  
|93  48  28 | 101 128 14  
|88  47  22 | 100 128 13  
|83  46  23 | 96  128 14  
|81  45  25 | 97  128 13  
|77  37  18 | 98  128 13  
|76  38  21 | 98  128 14  
|79  41  23 | 100 128 14  
|81  41  22 | 100 128 13  
|83  46  25 | 103 128 14  
|77  41  18 | 104 128 14  
|82  46  20 | 104 128 14  
|87  52  23 | 101 128 14  
|84  50  23 | 99  128 14  
|88  50  29 | 95  128 14  
|89  51  34 | 95  128 12  
|90  50  43 | 94  128 10  
|79  43  34 | 104 128 12  
|63  31  22 | 95  128 8   
|100 73  66 | 93  128 8   
|66  43  44 | 98  114 10  
|61  36  42 | 114 93  14  
|81  61  60 | 112 81  15  
|127 113 103| 94  67  16  
|130 117 111| 112 94  12  
|120 105 106| 120 111 8   
|107 94  87 | 101 37  12  
|85  76  66 | 107 43  12  
|96  91  90 | 90  43  15  
|95  94  100| 90  32  18  
|109 110 118| 90  7   18  
|128 129 136| 104 19  18  
|139 137 137| 119 19  18  
|148 144 143| 112 15  16  
|149 147 145| 101 57  7   
|128 127 130| 112 32  7   
|53  55  59 | 153 26  9   
|55  57  58 | 119 35  10  
|75  75  73 | 112 30  15  
|79  79  75 | 124 32  18  
|121 116 119| 119 37  18  
|144 139 146| 133 26  18  
|148 143 151| 90  0   0   
|149 144 151| 90  0   0   
|141 141 145| 90  0   0   
|140 139 144| 119 19  18  
|150 148 153| 112 26  18  
|147 145 149| 101 24  19  
|143 142 147| 90  14  17  
|150 149 155| 115 81  8   
|132 133 136| 104 70  8   
|55  61  64 | 96  47  16  
|58  62  67 | 96  37  20  
|111 114 121| 99  28  20  
|153 154 162| 99  29  20  
|157 159 165| 96  75  8   
|150 150 156| 99  49  10  
|57  57  66 | 102 60  12  
|79  79  86 | 104 26  14  
|86  85  94 | 90  0   18  
|103 102 106| 90  28  20  
|145 145 144| 110 77  18  
|154 156 162| 103 69  18  
|127 139 148| 104 38  17  
|124 132 142| 112 13  18  
|130 134 138| 142 23  20  
|144 143 145| 153 17  22  
|158 162 163| 122 21  22  
|173 179 178| 119 17  22  
|172 178 176| 104 15  24  
|169 173 174| 108 30  26  
|194 194 198| 90  29  20  
|211 208 217| 122 54  15  
|146 147 154| 115 41  18  
|119 129 129| 114 55  16  
|143 151 153| 110 67  16  
|124 132 136| 106 67  16  
|115 124 130| 112 54  15  
|110 119 126| 119 17  22  
|112 120 124| 133 6   22  
|168 171 172| 115 43  18  
|172 172 170| 107 67  14  
|135 141 144| 110 83  14  
|100 108 114| 110 72  16  
|96  107 114| 141 39  20  
|122 133 140| 104 19  18  
|155 164 165| 121 36  22  
|149 151 147| 119 55  22  
|181 177 170| 113 62  24  
|187 179 170| 112 50  25  
|201 189 180| 121 31  26  
|209 198 192| 90  0   21  
|213 208 202| 114 58  16  
|168 168 167| 108 75  17  
|115 124 128| 104 64  18  
|125 136 145| 103 67  18  
|128 137 146| 119 55  16  
|132 140 150| 115 45  16  
|127 137 140| 99  36  16  
|125 132 135| 104 21  16  
|119 118 125| 116 67  14  
|135 131 131| 146 98  10  
|120 113 106| 130 83  14  
|104 99  85 | 121 67  16  
|130 127 111| 124 64  15  
|139 132 122| 124 78  16  
|134 129 119| 120 98  16  
|146 139 125| 117 124 16  
|155 142 125| 110 128 16  
|155 134 113| 106 128 17  
|141 110 90 | 105 128 18  
|133 95  73 | 103 128 20  
|139 96  72 | 102 128 21  
|144 96  74 | 102 128 22  
|144 91  62 | 102 128 20  
|144 88  57 | 101 128 20  
|134 80  49 | 99  128 20  
|132 80  53 | 97  128 19  
|128 74  51 | 96  128 20  
|120 64  46 | 95  128 18  
|118 60  43 | 97  128 18  
|112 56  40 | 99  128 17  
|112 62  44 | 99  128 17  
|106 59  37 | 98  128 18  
|105 57  34 | 98  128 17  
|107 56  32 | 98  128 16  
|103 54  32 | 97  128 16  
|107 60  42 | 97  128 15  
|98  53  36 | 97  128 15  
|94  51  34 | 97  128 15  
|92  49  32 | 97  128 14  
|92  49  34 | 96  128 14  
|90  49  33 | 96  128 14  
|83  44  29 | 99  128 12  
|80  41  26 | 98  128 13  
|78  42  27 | 100 128 13  
|78  42  24 | 100 128 12  
|81  45  27 | 100 128 13  
|77  42  23 | 101 128 14  
|79  43  21 | 107 128 13  
|81  45  20 | 105 128 13  
|83  51  22 | 101 128 14  
|85  53  26 | 99  128 14  
|89  51  31 | 98  128 14  
|92  54  38 | 101 128 12  
|90  52  41 | 107 128 12  
|79  46  30 | 90  121 10  
|100 72  56 | 95  128 8   
|68  42  47 | 104 128 9   
|57  28  39 | 118 128 13  
|68  46  34 | 115 101 14  
|133 115 96 | 99  61  16  
|136 121 109| 112 85  10  
|128 114 114| 121 108 8   
|89  80  75 | 119 55  11  
|75  69  59 | 90  27  12  
|95  90  85 | 108 50  14  
|97  93  94 | 97  35  19  
|114 111 120| 122 27  17  
|145 145 152| 119 20  18  
|137 134 140| 112 13  18  
|141 139 143| 99  30  18  
|143 144 146| 106 73  10  
|142 144 149| 116 71  6   
|71  77  83 | 90  23  10  
|47  52  54 | 108 60  12  
|80  76  77 | 103 64  15  
|94  87  84 | 106 45  19  
|124 113 111| 90  7   18  
|157 149 146| 101 26  18  
|147 148 149| 90  0   0   
|138 141 144| 90  0   0   
|133 138 141| 90  0   0   
|153 154 158| 133 14  17  
|145 144 149| 90  13  19  
|139 137 140| 90  6   20  
|150 148 148| 104 37  18  
|153 153 155| 103 91  9   
|137 141 145| 90  68  11  
|59  65  74 | 97  48  13  
|73  74  85 | 90  23  20  
|98  98  106| 104 33  20  
|151 152 158| 116 27  22  
|155 154 162| 122 32  14  
|170 167 174| 116 58  8   
|115 111 118| 121 37  12  
|66  63  70 | 121 37  12  
|93  92  97 | 107 36  16  
|91  96  92 | 107 28  20  
|120 127 122| 112 72  18  
|157 161 165| 104 64  18  
|132 144 152| 106 61  18  
|129 137 146| 108 45  16  
|128 135 143| 119 38  17  
|125 131 136| 146 35  19  
|132 139 141| 122 22  21  
|152 160 160| 112 21  22  
|169 175 173| 112 22  21  
|170 174 176| 99  22  26  
|164 167 169| 132 10  25  
|207 207 214| 112 11  23  
|195 197 198| 104 14  26  
|179 182 180| 115 36  22  
|206 208 210| 114 50  18  
|167 174 177| 110 64  16  
|140 149 154| 102 43  18  
|123 133 139| 90  10  25  
|129 134 140| 106 35  25  
|200 196 197| 90  10  25  
|204 196 193| 106 45  19  
|195 195 198| 98  59  18  
|142 147 153| 106 56  20  
|129 135 146| 127 26  22  
|142 150 159| 119 17  20  
|174 178 181| 128 44  22  
|166 167 162| 119 66  22  
|188 184 173| 119 51  24  
|189 178 167| 117 45  26  
|205 197 187| 142 19  25  
|217 209 201| 112 12  20  
|206 203 199| 119 61  14  
|162 163 160| 110 69  18  
|111 121 124| 107 67  18  
|129 141 148| 106 61  18  
|132 142 152| 121 45  16  
|129 137 144| 119 43  15  
|131 139 141| 90  0   15  
|117 123 125| 116 36  16  
|117 117 117| 121 78  12  
|128 124 120| 124 94  12  
|115 108 99 | 127 87  14  
|116 109 95 | 123 76  16  
|140 134 117| 122 80  16  
|143 135 123| 118 98  16  
|152 143 129| 116 124 15  
|151 137 122| 109 128 16  
|147 126 106| 106 128 18  
|130 98  77 | 106 128 19  
|133 92  66 | 104 128 20  
|142 97  69 | 101 128 22  
|146 94  65 | 101 128 22  
|147 90  63 | 102 128 22  
|140 83  52 | 102 128 20  
|141 86  52 | 100 128 19  
|135 81  51 | 98  128 18  
|123 72  46 | 96  128 20  
|119 66  46 | 96  128 19  
|120 62  45 | 95  128 18  
|119 62  45 | 98  128 18  
|114 58  43 | 100 128 17  
|116 65  46 | 100 128 18  
|111 64  41 | 98  128 18  
|112 63  40 | 99  128 17  
|111 60  35 | 99  128 16  
|104 57  33 | 100 128 15  
|102 56  35 | 100 128 14  
|99  58  40 | 99  128 15  
|95  55  36 | 98  128 16  
|95  54  36 | 97  128 15  
|99  56  40 | 98  128 14  
|95  51  36 | 100 128 14  
|87  48  32 | 100 128 13  
|87  51  33 | 99  128 12  
|82  46  29 | 97  128 12  
|78  42  27 | 97  128 12  
|77  41  27 | 98  128 13  
|76  40  25 | 101 128 14  
|79  42  24 | 104 128 14  
|81  45  22 | 105 128 13  
|83  49  21 | 102 128 14  
|84  51  24 | 99  128 14  
|90  54  31 | 98  128 14  
|92  54  37 | 98  128 14  
|86  47  32 | 108 128 12  
|86  48  32 | 95  128 8   
|94  68  48 | 96  128 7   
|63  39  45 | 112 128 11  
|47  23  34 | 118 128 13  
|94  73  57 | 121 112 14  
|130 112 91 | 104 55  16  
|135 121 103| 109 55  16  
|135 125 123| 129 67  14  
|138 130 126| 126 43  15  
|128 125 114| 112 28  16  
|131 128 121| 133 27  17  
|130 127 125| 115 41  18  
|145 140 146| 90  35  19  
|146 142 152| 90  35  19  
|140 141 149| 102 41  18  
|139 140 148| 96  39  20  
|137 141 147| 112 57  14  
|145 149 156| 97  70  8   
|106 113 118| 133 38  8   
|54  58  64 | 95  64  12  
|73  69  73 | 112 90  11  
|92  81  82 | 109 52  18  
|96  85  80 | 122 26  18  
|144 135 131| 124 32  18  
|149 148 144| 90  0   0   
|141 147 148| 90  0   0   
|147 152 155| 90  0   0   
