INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |54  77  66 | 0   191 0
2      1    2      |0   0   192| 0   191 0
3      1    3      |0   0   0  | 0   191 0
4      1    4      |0   54  0  | 0   191 0
5      1    5      |40  0   0  | 0   191 0
6      1    6      |0   0   0  | 0   191 0
7      1    7      |0   0   128| 0   191 0
8      1    8      |0   128 0  | 0   191 0
9      1    9      |1   0   0  | 0   191 0
10     1    10     |0   24  0  | 0   191 0
11     1    11     |0   0   0  | 0   191 0
12     1    12     |192 0   0  | 0   191 0
13     1    13     |19  0   0  | 0   191 0
14     1    14     |0   0   11 | 0   191 0
15     1    15     |0   11  19 | 0   191 0
16     1    16     |0   0   0  | 0   191 0
17     1    17     |0   0   0  | 0   191 0
18     1    18     |0   0   0  | 0   191 0
19     1    19     |127 128 126| 0   191 0
20     1    20     |127 131 131| 0   191 0
21     1    21     |147 147 144| 0   191 0
22     1    22     |171 163 158| 0   191 0
23     1    23     |194 190 187| 0   191 0
24     1    24     |215 212 211| 0   191 0
25     1    25     |164 162 165| 0   191 0
26     1    26     |121 118 117| 0   191 0
27     1    27     |143 139 138| 0   191 0
28     1    28     |189 183 180| 0   191 0
29     1    29     |214 207 201| 0   191 0
30     1    30     |227 223 212| 0   191 0
31     1    31     |223 217 214| 0   191 0
32     1    32     |166 165 169| 0   191 0
33     1    33     |127 130 138| 0   191 0
34     1    34     |121 132 133| 0   191 0
35     1    35     |116 126 128| 0   191 0
36     1    36     |129 136 139| 0   191 0
37     1    37     |195 196 201| 0   191 0
38     1    38     |214 210 214| 0   191 0
39     1    39     |217 213 216| 0   191 0
40     1    40     |214 212 216| 0   191 0
41     1    41     |212 211 211| 0   191 0
42     1    42     |197 199 200| 0   191 0
43     1    43     |184 186 184| 0   191 0
44     1    44     |148 152 148| 0   191 0
45     1    45     |118 125 117| 0   191 0
46     1    46     |140 144 141| 0   191 0
47     1    47     |123 126 124| 0   191 0
48     1    48     |128 130 126| 0   191 0
49     1    49     |149 151 151| 0   191 0
50     1    50     |152 155 159| 0   191 0
51     1    51     |139 144 150| 0   191 0
52     1    52     |131 139 145| 0   191 0
53     1    53     |129 139 140| 0   191 0
54     1    54     |134 139 142| 0   191 0
55     1    55     |164 167 171| 0   191 0
56     1    56     |156 159 164| 0   191 0
57     1    57     |149 150 153| 0   191 0
58     1    58     |174 173 170| 0   191 0
59     1    59     |208 207 201| 0   191 0
60     1    60     |192 190 191| 0   191 0
61     1    61     |156 154 163| 0   191 0
62     1    62     |138 134 144| 0   191 0
63     1    63     |164 162 165| 0   191 0
64     1    64     |186 181 176| 0   191 0
65     1    65     |160 153 139| 0   191 0
66     1    66     |158 152 135| 0   191 0
67     1    67     |153 150 134| 0   191 0
68     1    68     |147 143 128| 0   191 0
69     1    69     |149 140 127| 0   191 0
70     1    70     |151 144 130| 0   191 0
71     1    71     |150 145 129| 0   191 0
72     1    72     |152 146 132| 0   191 0
73     1    73     |150 141 131| 0   191 0
74     1    74     |148 139 129| 0   191 0
75     1    75     |149 140 131| 0   191 0
76     1    76     |148 139 130| 0   191 0
77     1    77     |142 133 124| 0   191 0
78     1    78     |128 119 110| 0   191 0
79     1    79     |123 114 106| 0   191 0
80     1    80     |120 110 98 | 0   191 0
81     1    81     |122 109 95 | 0   191 0
82     1    82     |116 107 91 | 0   191 0
83     1    83     |111 103 91 | 0   191 0
84     1    84     |109 102 86 | 0   191 0
85     1    85     |110 101 82 | 0   191 0
86     1    86     |112 102 80 | 0   191 0
87     1    87     |106 97  79 | 0   191 0
88     1    88     |107 100 82 | 0   191 0
89     1    89     |108 99  80 | 0   191 0
90     1    90     |108 99  76 | 0   191 0
91     1    91     |109 95  75 | 0   191 0
92     1    92     |112 99  80 | 0   191 0
93     1    93     |107 96  78 | 0   191 0
94     1    94     |106 96  79 | 0   191 0
95     1    95     |104 91  68 | 0   191 0
96     1    96     |106 92  67 | 0   191 0
97     1    97     |107 92  72 | 0   191 0
98     1    98     |113 97  80 | 0   191 0
99     1    99     |112 96  82 | 0   191 0
100    1    100    |115 101 87 | 0   191 0
101    1    101    |109 98  88 | 0   191 0
102    1    102    |83  73  69 | 0   191 0
103    1    103    |80  75  68 | 0   191 0
104    1    104    |105 103 94 | 0   191 0
105    1    105    |106 107 101| 0   191 0
106    1    106    |74  77  76 | 0   191 0
107    1    107    |87  89  90 | 0   191 0
108    1    108    |79  80  80 | 0   191 0
109    1    109    |91  87  85 | 0   191 0
110    1    110    |105 97  94 | 0   191 0
