INDEX  ROW  COLUMN R   G   B
1078   9    54     118 120 123
1079   9    55     118 120 123
1082   9    58     118 122 125
1083   9    59     127 120 122
1084   9    60     115 120 123
1085   9    61     119 121 118
1129   9    105    117 121 122
1131   9    107    106 102 98
1151   9    127    154 141 130
1152   9    128    154 141 130
1205   10   53     165 171 173
1206   10   54     172 169 166
1207   10   55     171 170 169
1211   10   59     167 166 165
1212   10   60     168 163 162
1213   10   61     170 167 164
1214   10   62     168 172 171
1258   10   106    166 172 173
1259   10   107    161 156 160
1260   10   108    146 141 137
1261   10   109    139 132 125
1262   10   110    131 126 123
1263   10   111    133 127 123
1264   10   112    134 128 124
1265   10   113    134 128 124
1266   10   114    133 128 125
1267   10   115    133 128 125
1268   10   116    133 128 125
1269   10   117    133 128 125
1270   10   118    133 128 125
1271   10   119    134 128 124
1272   10   120    127 128 129
1273   10   121    138 128 126
1274   10   122    135 128 126
1275   10   123    135 128 126
1276   10   124    135 128 126
1277   10   125    138 128 126
1279   10   127    252 247 245
1280   10   128    252 247 245
1329   11   49     188 190 185
1330   11   50     183 188 191
1331   11   51     187 184 180
1333   11   53     172 168 166
1334   11   54     167 162 159
1335   11   55     170 167 160
1336   11   56     172 170 166
1337   11   57     184 171 167
1338   11   58     169 170 166
1339   11   59     173 161 157
1340   11   60     163 162 154
1341   11   61     172 168 167
1342   11   62     180 178 176
1344   11   64     187 189 190
1388   11   108    183 178 180
1389   11   109    174 172 177
1391   11   111    176 174 171
1392   11   112    177 175 172
1393   11   113    177 175 172
1394   11   114    177 175 172
1395   11   115    177 175 172
1396   11   116    177 175 172
1397   11   117    177 175 172
1398   11   118    177 175 172
1399   11   119    177 175 172
1400   11   120    178 175 169
1402   11   122    178 175 177
1404   11   124    178 175 177
1406   11   126    178 175 179
1455   12   47     183 185 188
1456   12   48     184 189 186
1458   12   50     190 186 191
1459   12   51     185 182 177
1460   12   52     164 163 161
1461   12   53     156 144 137
1462   12   54     150 140 133
1463   12   55     152 141 137
1464   12   56     154 149 138
1465   12   57     155 146 137
1466   12   58     153 143 134
1467   12   59     145 137 126
1468   12   60     154 138 133
1469   12   61     161 153 150
1470   12   62     175 171 169
1471   12   63     178 186 188
1472   12   64     196 186 188
1518   12   110    192 184 186
1519   12   111    182 186 188
1520   12   112    184 186 188
1521   12   113    184 186 188
1522   12   114    184 186 188
1523   12   115    184 186 188
1524   12   116    184 186 188
1525   12   117    184 186 188
1526   12   118    184 186 188
1527   12   119    184 186 188
1528   12   120    184 186 188
1582   13   46     175 180 184
1583   13   47     177 175 169
1584   13   48     172 167 164
1587   13   51     163 154 152
1588   13   52     149 139 128
1589   13   53     124 119 108
1590   13   54     117 108 93
1591   13   55     123 97  92
1592   13   56     120 104 87
1593   13   57     115 99  85
1594   13   58     113 97  85
1595   13   59     118 99  83
1596   13   60     123 114 102
1597   13   61     141 134 122
1598   13   62     167 154 152
1599   13   63     173 174 169
1702   14   38     180 182 184
1703   14   39     181 183 186
1704   14   40     178 184 187
1705   14   41     188 182 185
1706   14   42     178 184 188
1707   14   43     182 186 185
1708   14   44     182 188 187
1709   14   45     185 182 190
1710   14   46     177 174 171
1711   14   47     169 162 164
1712   14   48     156 153 158
1714   14   50     156 149 150
1715   14   51     141 140 134
1716   14   52     134 118 116
1717   14   53     120 98  90
1718   14   54     106 90  71
1719   14   55     95  82  70
1720   14   56     94  75  55
1723   14   59     96  74  59
1724   14   60     115 94  81
1725   14   61     136 125 112
1726   14   62     151 150 140
1727   14   63     173 170 175
1728   14   64     186 183 179
1729   14   65     180 182 185
1829   15   37     177 181 186
1830   15   38     183 179 177
1831   15   39     177 179 176
1833   15   41     178 175 174
1834   15   42     180 175 174
1835   15   43     178 175 174
1838   15   46     155 156 154
1839   15   47     144 135 130
1840   15   48     124 116 108
1841   15   49     117 105 102
1842   15   50     114 107 94
1843   15   51     116 106 100
1844   15   52     106 90  82
1845   15   53     99  76  70
1852   15   60     102 78  57
1853   15   61     122 107 82
1854   15   62     149 137 130
1855   15   63     170 167 154
1856   15   64     182 179 184
1857   15   65     184 189 188
1858   15   66     184 186 187
1889   15   97     176 178 181
1890   15   98     178 180 182
1892   15   100    180 182 177
1956   16   36     177 181 186
1957   16   37     177 176 175
1958   16   38     169 166 160
1959   16   39     158 151 144
1960   16   40     143 149 136
1961   16   41     141 136 131
1962   16   42     137 138 132
1963   16   43     143 134 135
1964   16   44     141 134 125
1965   16   45     137 132 122
1966   16   46     133 121 113
1967   16   47     108 100 89
1968   16   48     98  82  70
1981   16   61     105 82  70
1982   16   62     129 120 106
1983   16   63     153 146 143
1984   16   64     172 173 166
1986   16   66     190 184 188
1987   16   67     179 181 182
2013   16   93     180 182 177
2016   16   96     177 179 178
2017   16   97     181 176 171
2018   16   98     179 173 169
2019   16   99     171 177 176
2020   16   100    183 175 177
2083   17   35     180 182 185
2084   17   36     183 181 177
2086   17   38     141 140 134
2087   17   39     125 110 103
2088   17   40     116 96  84
2089   17   41     107 95  80
2090   17   42     112 92  72
2091   17   43     111 95  75
2092   17   44     108 92  74
2093   17   45     106 91  76
2094   17   46     96  81  66
2110   17   62     105 83  65
2112   17   64     146 145 137
2115   17   67     179 183 182
2141   17   93     185 177 179
2142   17   94     179 181 178
2143   17   95     176 178 177
2144   17   96     169 172 175
2145   17   97     172 163 162
2146   17   98     165 164 158
2147   17   99     168 165 161
2211   18   35     179 184 181
2212   18   36     175 173 177
2213   18   37     156 151 140
2214   18   38     128 109 92
2215   18   39     100 75  50
2239   18   63     94  76  65
2240   18   64     110 106 88
2241   18   65     135 124 116
2242   18   66     149 152 145
2245   18   69     184 186 182
2269   18   93     184 178 179
2270   18   94     178 182 181
2271   18   95     183 173 170
2272   18   96     173 177 164
2273   18   97     166 164 160
2274   18   98     161 160 156
2275   18   99     168 161 160
2276   18   100    171 170 162
2277   18   101    183 175 177
2340   19   36     176 174 173
2341   19   37     149 138 131
2342   19   38     118 105 75
2369   19   65     96  85  82
2370   19   66     134 120 111
2371   19   67     152 153 146
2374   19   70     183 187 188
2375   19   71     188 178 180
2376   19   72     180 184 179
2377   19   73     176 178 181
2379   19   75     178 180 183
2380   19   76     178 180 179
2381   19   77     178 180 179
2382   19   78     178 180 184
2383   19   79     178 180 182
2387   19   83     176 178 179
2397   19   93     185 177 179
2398   19   94     179 181 178
2399   19   95     176 178 177
2400   19   96     169 172 175
2401   19   97     172 163 162
2402   19   98     165 164 158
2403   19   99     168 165 161
2467   20   35     185 181 184
2468   20   36     178 176 175
2469   20   37     152 141 130
2470   20   38     116 102 87
2471   20   39     101 68  42
2479   20   47     91  60  26
2498   20   66     101 88  86
2499   20   67     131 133 123
2500   20   68     168 162 160
2501   20   69     182 184 179
2502   20   70     181 187 189
2503   20   71     176 184 183
2504   20   72     185 179 186
2505   20   73     183 179 178
2506   20   74     179 187 176
2507   20   75     179 177 181
2511   20   79     179 177 175
2512   20   80     184 178 183
2513   20   81     175 181 183
2514   20   82     176 180 181
2525   20   93     180 182 177
2528   20   96     177 179 178
2529   20   97     181 176 171
2530   20   98     179 173 169
2531   20   99     171 177 176
2532   20   100    183 175 177
2595   21   35     177 182 184
2596   21   36     179 175 176
2597   21   37     160 153 146
2598   21   38     145 126 113
2599   21   39     125 115 87
2600   21   40     122 100 80
2601   21   41     120 97  76
2602   21   42     109 90  58
2603   21   43     95  68  39
2626   21   66     96  76  57
2627   21   67     117 105 103
2630   21   70     186 184 187
2632   21   72     176 183 184
2633   21   73     184 181 175
2635   21   75     182 172 163
2636   21   76     179 180 164
2637   21   77     181 167 164
2638   21   78     182 172 164
2639   21   79     176 171 167
2641   21   81     183 179 174
2642   21   82     182 176 184
2643   21   83     179 185 171
2644   21   84     179 169 168
2645   21   85     174 178 169
2657   21   97     176 178 181
2658   21   98     178 180 182
2660   21   100    180 182 177
2724   22   36     172 181 183
2725   22   37     177 170 161
2726   22   38     160 158 152
2727   22   39     157 144 137
2728   22   40     156 145 133
2729   22   41     145 133 123
2730   22   42     122 114 87
2731   22   43     96  77  59
2755   22   67     102 82  62
2756   22   68     129 114 107
2757   22   69     156 151 139
2758   22   70     173 166 156
2759   22   71     174 173 167
2760   22   72     181 178 172
2761   22   73     183 172 164
2762   22   74     182 173 162
2763   22   75     176 171 165
2764   22   76     186 167 157
2765   22   77     175 172 156
2766   22   78     176 171 157
2767   22   79     176 172 164
2768   22   80     178 182 170
2769   22   81     180 177 184
2770   22   82     184 182 179
2771   22   83     181 175 179
2772   22   84     174 182 168
2773   22   85     177 169 170
2774   22   86     173 177 170
2852   23   36     189 179 181
2853   23   37     172 181 183
2854   23   38     181 173 177
2857   23   41     170 166 165
2858   23   42     141 131 125
2859   23   43     110 87  70
2879   23   63     93  42  22
2883   23   67     91  58  44
2884   23   68     107 89  72
2885   23   69     132 113 97
2886   23   70     154 143 128
2887   23   71     163 155 138
2888   23   72     174 160 145
2889   23   73     174 162 149
2890   23   74     179 167 150
2891   23   75     180 166 153
2892   23   76     185 171 145
2893   23   77     178 169 146
2894   23   78     183 171 146
2895   23   79     179 172 158
2896   23   80     182 176 170
2897   23   81     177 188 180
2900   23   84     177 173 172
2901   23   85     176 172 169
2903   23   87     176 178 180
2907   23   91     177 179 183
2908   23   92     181 183 180
2909   23   93     179 181 185
2982   24   38     177 182 184
2983   24   39     192 183 190
2984   24   40     181 189 192
2985   24   41     175 183 187
2986   24   42     161 150 142
2987   24   43     113 107 96
3002   24   58     91  41  29
3003   24   59     91  47  28
3005   24   61     94  48  19
3007   24   63     91  46  21
3012   24   68     91  55  40
3013   24   69     108 79  64
3014   24   70     123 100 77
3015   24   71     138 109 94
3016   24   72     145 131 107
3017   24   73     163 145 123
3018   24   74     174 151 130
3019   24   75     173 160 139
3020   24   76     177 159 139
3021   24   77     179 161 137
3022   24   78     179 161 146
3023   24   79     183 174 153
3024   24   80     181 179 161
3025   24   81     187 176 172
3027   24   83     186 180 183
3029   24   85     181 189 180
3030   24   86     188 180 181
3031   24   87     179 181 184
3033   24   89     181 183 184
3034   24   90     182 186 188
3035   24   91     187 183 179
3036   24   92     185 184 183
3037   24   93     181 180 179
3039   24   95     182 177 172
3040   24   96     176 180 184
3112   25   40     187 189 192
3113   25   41     185 183 184
3114   25   42     166 165 159
3115   25   43     133 121 103
3116   25   44     99  72  50
3130   25   58     99  50  30
3131   25   59     96  47  34
3132   25   60     107 49  32
3133   25   61     100 49  31
3134   25   62     97  45  22
3141   25   69     94  51  31
3142   25   70     98  65  39
3143   25   71     112 71  55
3144   25   72     119 93  68
3145   25   73     140 103 82
3146   25   74     145 123 100
3147   25   75     157 128 103
3148   25   76     152 129 110
3149   25   77     157 129 117
3150   25   78     155 140 117
3151   25   79     166 144 128
3152   25   80     163 154 141
3153   25   81     166 161 146
3154   25   82     171 162 154
3155   25   83     173 171 163
3156   25   84     176 173 172
3158   25   86     180 190 186
3161   25   89     185 182 181
3162   25   90     184 183 182
3163   25   91     184 179 180
3164   25   92     178 171 168
3165   25   93     167 162 157
3166   25   94     159 158 149
3168   25   96     170 169 164
3170   25   98     188 180 181
3241   26   41     177 186 189
3242   26   42     174 171 173
3243   26   43     139 131 124
3244   26   44     103 84  73
3259   26   59     109 50  31
3260   26   60     113 55  30
3261   26   61     112 53  30
3262   26   62     109 49  32
3263   26   63     97  47  27
3265   26   65     93  46  20
3272   26   72     102 54  37
3273   26   73     110 80  50
3274   26   74     123 86  68
3275   26   75     131 90  67
3276   26   76     121 86  69
3277   26   77     119 89  76
3278   26   78     123 89  72
3279   26   79     131 106 91
3280   26   80     140 115 95
3281   26   81     149 122 109
3282   26   82     150 136 119
3283   26   83     156 145 142
3286   26   86     180 170 163
3287   26   87     172 174 170
3288   26   88     175 177 169
3289   26   89     175 177 169
3290   26   90     172 176 171
3291   26   91     170 165 159
3292   26   92     152 149 145
3293   26   93     146 136 121
3294   26   94     134 121 114
3295   26   95     141 131 125
3296   26   96     154 152 150
3297   26   97     178 177 173
3298   26   98     179 185 182
3368   27   40     181 183 185
3369   27   41     189 186 181
3370   27   42     179 174 171
3371   27   43     146 137 128
3372   27   44     111 96  74
3388   27   60     114 56  34
3389   27   61     121 56  39
3390   27   62     106 53  29
3391   27   63     106 47  30
3392   27   64     98  42  26
3393   27   65     97  44  28
3394   27   66     98  45  26
3395   27   67     96  45  23
3399   27   71     94  41  20
3400   27   72     107 50  21
3401   27   73     109 58  38
3402   27   74     118 64  40
3403   27   75     112 58  38
3404   27   76     105 57  32
3408   27   80     103 68  51
3409   27   81     103 84  66
3410   27   82     115 90  77
3411   27   83     122 109 86
3412   27   84     134 115 103
3413   27   85     141 138 116
3414   27   86     150 133 132
3415   27   87     150 145 123
3416   27   88     148 137 132
3417   27   89     153 140 136
3418   27   90     151 146 126
3419   27   91     148 133 119
3420   27   92     126 112 101
3421   27   93     114 92  79
3422   27   94     96  84  73
3423   27   95     104 98  88
3424   27   96     135 126 120
3425   27   97     159 160 158
3426   27   98     185 181 184
3497   28   41     187 182 186
3499   28   43     156 148 145
3500   28   44     126 112 102
3501   28   45     92  73  52
