INDEX  ROW  COLUMN R   G   B
90     1    90     112 64  36
91     1    91     112 63  37
92     1    92     112 61  38
93     1    93     112 60  39
94     1    94     112 59  40
95     1    95     112 63  40
96     1    96     111 64  40
97     1    97     111 64  40
98     1    98     111 64  40
99     1    99     111 65  40
100    1    100    111 65  40
101    1    101    111 65  40
102    1    102    110 61  42
103    1    103    109 58  42
104    1    104    109 58  42
105    1    105    109 58  42
106    1    106    109 58  42
107    1    107    109 58  42
108    1    108    109 58  42
109    1    109    109 60  40
110    1    110    109 60  40
111    1    111    109 60  40
112    1    112    109 59  42
113    1    113    109 59  42
114    1    114    109 60  40
115    1    115    109 62  40
116    1    116    112 60  39
117    1    117    112 60  39
118    1    118    112 60  39
119    1    119    112 61  38
120    1    120    112 61  38
121    1    121    112 61  38
122    1    122    112 60  38
123    1    123    112 54  37
680    6    40     112 45  61
804    7    36     108 42  84
805    7    37     108 53  66
806    7    38     109 55  66
807    7    39     110 62  63
808    7    40     110 66  61
809    7    41     108 70  53
926    8    30     113 54  45
927    8    31     105 115 10
928    8    32     112 100 20
929    8    33     110 78  25
930    8    34     109 55  58
931    8    35     108 50  68
932    8    36     109 56  65
934    8    38     109 62  64
935    8    39     109 65  66
936    8    40     108 68  64
937    8    41     106 68  66
938    8    42     109 59  64
1048   9    24     113 42  77
1049   9    25     114 49  64
1050   9    26     114 54  58
1051   9    27     113 59  56
1052   9    28     112 65  50
1053   9    29     112 66  48
1054   9    30     112 66  48
1055   9    31     111 74  40
1056   9    32     112 72  42
1057   9    33     112 57  59
1058   9    34     110 50  72
1059   9    35     110 57  64
1060   9    36     110 57  68
1061   9    37     109 60  66
1062   9    38     107 60  68
1063   9    39     108 65  66
1064   9    40     107 68  66
1065   9    41     103 70  67
1066   9    42     105 72  56
1067   9    43     108 51  70
1172   10   20     113 58  70
1173   10   21     114 58  71
1174   10   22     113 60  69
1175   10   23     113 58  71
1176   10   24     112 57  72
1177   10   25     113 61  67
1178   10   26     113 59  70
1179   10   27     111 57  76
1180   10   28     110 57  76
1181   10   29     110 54  78
1182   10   30     110 53  82
1183   10   31     110 53  82
1184   10   32     110 59  70
1185   10   33     109 58  72
1186   10   34     111 62  64
1187   10   35     111 62  64
1188   10   36     109 60  68
1189   10   37     108 61  67
1190   10   38     108 61  70
1191   10   39     107 64  68
1192   10   40     105 64  69
1193   10   41     102 65  73
1194   10   42     103 68  66
1195   10   43     104 68  55
1196   10   44     108 46  74
1300   11   20     112 55  87
1301   11   21     112 57  84
1302   11   22     112 56  86
1303   11   23     112 60  79
1304   11   24     112 59  80
1305   11   25     112 60  78
1306   11   26     112 57  86
1307   11   27     110 55  88
1308   11   28     111 54  89
1309   11   29     110 50  98
1310   11   30     110 47  108
1311   11   31     110 45  113
1312   11   32     110 52  96
1313   11   33     111 65  68
1314   11   34     113 67  64
1315   11   35     112 64  66
1316   11   36     110 65  66
1317   11   37     109 65  68
1318   11   38     109 65  67
1319   11   39     106 63  67
1320   11   40     105 62  72
1321   11   41     103 65  70
1322   11   42     101 67  65
1324   11   44     103 65  59
1325   11   45     105 44  83
1326   11   46     108 42  74
1327   11   47     112 61  36
1428   12   20     112 56  92
1429   12   21     111 55  94
1430   12   22     111 55  92
1431   12   23     111 54  96
1432   12   24     111 52  100
1433   12   25     111 51  102
1434   12   26     112 51  102
1435   12   27     112 48  104
1436   12   28     111 50  100
1437   12   29     111 53  92
1438   12   30     112 55  87
1439   12   31     112 61  77
1440   12   32     112 68  66
1441   12   33     112 69  65
1442   12   34     114 68  66
1443   12   35     113 68  66
1444   12   36     110 66  68
1445   12   37     108 65  70
1446   12   38     106 65  70
1447   12   39     105 61  72
1448   12   40     105 66  63
1449   12   41     104 64  66
1450   12   42     102 68  63
1451   12   43     101 72  60
1452   12   44     101 66  64
1453   12   45     102 62  64
1556   13   20     112 47  101
1557   13   21     112 47  98
1558   13   22     112 49  93
1559   13   23     112 60  75
1560   13   24     112 56  83
1561   13   25     113 65  72
1562   13   26     112 71  65
1563   13   27     111 69  65
1564   13   28     111 72  61
1565   13   29     110 71  62
1566   13   30     110 68  66
1567   13   31     110 65  70
1568   13   32     111 68  67
1569   13   33     111 64  70
1570   13   34     113 73  63
1571   13   35     112 73  63
1572   13   36     111 69  66
1573   13   37     109 65  70
1574   13   38     106 66  68
1575   13   39     105 61  72
