INDEX  ROW  COLUMN R   G   B
88     1    88     97  73  49
89     1    89     99  75  51
90     1    90     101 77  53
91     1    91     103 79  55
92     1    92     105 80  55
93     1    93     107 80  54
94     1    94     108 80  54
95     1    95     108 80  54
96     1    96     107 79  53
97     1    97     106 78  52
98     1    98     106 78  52
99     1    99     108 80  55
100    1    100    110 82  59
101    1    101    110 82  60
102    1    102    110 82  60
103    1    103    110 82  60
104    1    104    110 82  60
105    1    105    110 82  60
106    1    106    108 80  58
107    1    107    106 78  56
108    1    108    106 78  56
109    1    109    107 79  57
110    1    110    108 80  58
111    1    111    107 79  57
112    1    112    105 77  55
113    1    113    103 77  54
114    1    114    102 78  54
115    1    115    102 78  54
116    1    116    101 77  53
117    1    117    100 76  52
118    1    118    100 76  52
119    1    119    99  76  52
120    1    120    96  75  53
346    3    90     207 219 231
380    3    124    208 218 228
554    5    42     177 198 213
555    5    43     177 196 212
682    6    42     123 147 163
684    6    44     94  103 112
808    7    40     112 108 101
811    7    43     192 225 255
812    7    44     163 183 203
936    8    40     104 98  95
939    8    43     181 217 254
940    8    44     212 241 255
1065   9    41     113 139 149
1066   9    42     203 233 247
1067   9    43     218 252 255
1068   9    44     192 220 255
1183   10   31     121 99  78
1184   10   32     150 128 108
1185   10   33     113 90  74
1196   10   44     160 189 219
1197   10   45     157 175 199
1307   11   27     111 88  79
1308   11   28     138 118 108
1309   11   29     132 112 101
1361   11   81     134 143 150
1452   12   44     95  113 114
1454   12   46     105 130 144
1456   12   48     176 184 195
1487   12   79     91  113 135
1488   12   80     121 144 163
1489   12   81     204 225 241
1490   12   82     134 143 150
1580   13   44     93  112 111
1585   13   49     176 184 195
1684   14   20     129 155 182
1686   14   22     92  123 148
1812   15   20     131 153 177
1814   15   22     104 127 151
1840   15   48     114 132 118
1842   15   50     148 142 136
1970   16   50     248 240 234
2085   17   37     98  78  94
2086   17   38     94  64  77
2343   19   39     101 49  56
2380   19   76     93  104 115
2381   19   77     191 201 209
2408   19   104    200 210 211
2471   20   39     124 67  70
2472   20   40     210 171 172
2484   20   52     132 109 87
2485   20   53     197 153 135
2486   20   54     149 112 108
2510   20   78     191 201 209
2536   20   104    200 210 211
2594   21   34     107 78  87
2595   21   35     153 109 124
2596   21   36     156 93  106
2599   21   39     155 95  97
2600   21   40     255 225 223
2601   21   41     158 157 153
2612   21   52     113 98  83
2613   21   53     186 147 136
2614   21   54     113 88  89
2666   21   106    200 209 210
2723   22   35     135 101 122
2724   22   36     217 158 172
2728   22   40     115 111 110
2729   22   41     100 111 106
2755   22   67     102 105 104
2767   22   79     189 198 201
2793   22   105    198 208 209
2794   22   106    198 208 209
2835   23   19     231 236 241
2852   23   36     166 136 154
2853   23   37     135 105 104
2934   23   118    194 209 214
2935   23   119    237 244 248
2964   24   20     231 236 241
2981   24   37     194 176 167
3062   24   118    102 139 147
3090   25   18     152 172 196
3091   25   19     243 244 249
3092   25   20     243 244 249
3102   25   30     214 224 235
3103   25   31     214 224 235
3129   25   57     146 137 128
3151   25   79     99  113 115
3193   25   121    234 242 243
3219   26   19     152 172 196
3242   26   42     123 98  97
3243   26   43     134 106 103
3244   26   44     132 109 104
3249   26   49     107 138 127
3257   26   57     154 127 118
3261   26   61     99  136 130
3272   26   72     114 111 120
3377   27   49     100 138 128
3385   27   57     189 153 141
3386   27   58     130 119 116
3389   27   61     94  140 139
3398   27   70     161 159 155
3399   27   71     162 160 156
3404   27   76     119 118 112
3405   27   77     237 223 203
3409   27   81     150 185 209
3413   27   85     192 201 202
3435   27   107    94  75  55
3450   27   122    208 223 227
3451   27   123    237 241 248
3475   28   19     178 199 240
3500   28   44     104 79  70
3501   28   45     106 86  81
3505   28   49     108 153 147
3512   28   56     156 123 115
3513   28   57     236 220 204
3514   28   58     133 143 134
3525   28   69     120 115 93
3527   28   71     181 168 155
3532   28   76     92  72  48
3533   28   77     209 181 150
3534   28   78     175 141 106
3540   28   84     183 196 198
3542   28   86     192 201 202
3563   28   107    255 250 202
3564   28   108    255 234 190
3565   28   109    160 117 83
3566   28   110    107 74  54
3567   28   111    97  71  66
3580   28   124    237 241 248
3604   29   20     215 216 214
3629   29   45     117 102 86
3630   29   46     94  86  81
3641   29   57     151 153 139
3653   29   69     119 110 80
3654   29   70     255 241 222
3655   29   71     243 226 218
3661   29   77     116 86  68
3662   29   78     135 107 85
3670   29   86     182 191 192
3691   29   107    255 227 174
3692   29   108    224 167 123
3700   29   116    255 230 220
3708   29   124    231 236 244
3731   30   19     138 156 147
3733   30   21     146 139 118
3754   30   42     237 206 183
3755   30   43     168 145 109
3756   30   44     112 97  56
3780   30   68     96  84  57
3781   30   69     199 187 160
3782   30   70     255 251 239
3783   30   71     173 158 164
3796   30   84     192 215 221
3819   30   107    255 219 180
3820   30   108    111 82  52
3827   30   115    170 140 139
3829   30   117    181 135 121
3836   30   124    218 226 236
3858   31   18     120 134 124
3860   31   20     198 229 243
3881   31   41     178 104 101
3882   31   42     206 141 134
3883   31   43     119 68  51
3896   31   56     93  85  69
3897   31   57     127 130 116
3907   31   67     101 87  74
3908   31   68     203 193 166
3909   31   69     213 204 179
3910   31   70     189 180 172
3928   31   88     166 178 182
3929   31   89     182 191 193
3946   31   106    248 188 148
3947   31   107    255 254 222
3948   31   108    125 103 84
3988   32   20     187 241 255
3994   32   26     94  91  43
4007   32   39     186 99  94
4008   32   40     224 131 132
4016   32   48     95  97  89
4017   32   49     167 180 170
4018   32   50     171 184 177
4019   32   51     135 144 136
4020   32   52     144 145 137
4021   32   53     151 149 141
4022   32   54     147 145 131
4023   32   55     130 124 106
4024   32   56     114 105 89
4025   32   57     112 102 90
4035   32   67     132 115 102
4036   32   68     243 236 212
4037   32   69     210 206 185
4058   32   90     182 191 193
4076   32   108    135 120 108
4093   32   125    227 234 243
