INDEX  ROW  COLUMN R   G   B
298    3    42     172 162 155
419    4    35     156 144 138
420    4    36     119 107 100
421    4    37     157 146 137
422    4    38     221 209 200
423    4    39     205 194 183
424    4    40     184 173 163
425    4    41     192 181 172
426    4    42     161 150 142
427    4    43     161 152 143
546    5    34     180 167 161
547    5    35     135 122 115
548    5    36     163 150 142
549    5    37     204 191 182
550    5    38     165 153 142
551    5    39     182 170 158
552    5    40     147 134 123
553    5    41     173 160 151
554    5    42     205 193 184
555    5    43     176 166 156
669    6    29     168 157 153
670    6    30     169 158 154
671    6    31     178 167 162
672    6    32     175 164 160
673    6    33     175 164 159
674    6    34     154 141 134
675    6    35     168 155 146
676    6    36     164 151 141
677    6    37     150 136 127
678    6    38     117 105 93
682    6    42     195 181 171
683    6    43     192 181 170
684    6    44     171 161 151
803    7    35     121 103 91
804    7    36     100 81  67
810    7    42     123 106 89
811    7    43     197 186 170
812    7    44     190 182 169
925    8    29     138 126 114
939    8    43     139 124 108
940    8    44     186 177 164
1045   9    21     112 99  82
1046   9    22     106 93  76
1047   9    23     100 87  70
1048   9    24     92  78  62
1065   9    41     92  57  42
1068   9    44     130 116 103
1069   9    45     167 158 147
1173   10   21     92  73  50
1175   10   23     92  72  50
1176   10   24     92  72  51
1178   10   26     91  71  49
1179   10   27     97  75  54
1180   10   28     97  74  54
1181   10   29     99  77  57
1182   10   30     104 81  61
1183   10   31     104 81  61
1184   10   32     91  69  49
1185   10   33     93  70  51
1190   10   38     92  66  48
1192   10   40     92  62  46
1193   10   41     98  62  48
1196   10   44     91  72  58
1197   10   45     99  84  72
1198   10   46     105 96  84
1230   10   78     215 204 192
1231   10   79     204 193 183
1232   10   80     185 173 164
1233   10   81     121 112 105
1300   11   20     111 88  63
1301   11   21     108 85  60
1302   11   22     110 87  62
1303   11   23     103 80  55
1304   11   24     104 81  56
1305   11   25     102 79  54
1306   11   26     110 86  61
1307   11   27     112 86  64
1308   11   28     113 88  65
1309   11   29     122 96  74
1310   11   30     133 107 84
1311   11   31     137 111 89
1312   11   32     121 95  72
1313   11   33     92  68  45
1317   11   37     91  65  45
1320   11   40     95  65  49
1321   11   41     94  60  46
1325   11   45     100 78  66
1428   12   20     117 92  66
1429   12   21     119 93  68
1430   12   22     118 92  67
1431   12   23     122 96  71
1432   12   24     126 100 75
1433   12   25     127 101 76
1434   12   26     128 103 77
1435   12   27     128 104 80
1436   12   28     124 99  76
1437   12   29     116 91  68
1438   12   30     111 87  63
1439   12   31     101 77  53
1444   12   36     91  66  44
1445   12   37     93  66  46
1446   12   38     93  64  46
1447   12   39     94  65  49
1454   12   46     130 107 94
1455   12   47     121 105 92
1556   13   20     124 102 78
1557   13   21     120 99  76
1558   13   22     115 94  71
1559   13   23     98  76  52
1560   13   24     106 84  60
1561   13   25     96  73  47
1567   13   31     93  68  46
1568   13   32     91  66  43
1569   13   33     94  70  47
1572   13   36     91  66  42
1573   13   37     94  67  46
1574   13   38     91  62  44
1575   13   39     95  66  50
1579   13   43     92  56  44
1580   13   44     96  58  47
1581   13   45     95  59  48
1583   13   47     126 105 93
1584   13   48     135 124 114
1585   13   49     114 105 93
1695   14   31     93  67  44
1696   14   32     91  65  42
1697   14   33     93  67  44
1698   14   34     92  68  44
1699   14   35     91  67  43
1700   14   36     91  65  43
1702   14   38     96  67  49
1706   14   42     95  61  46
1707   14   43     102 65  52
1708   14   44     97  59  46
1709   14   45     104 66  53
1710   14   46     100 63  50
1711   14   47     92  58  47
1712   14   48     97  71  61
1713   14   49     131 112 100
1714   14   50     143 133 118
1720   14   56     217 206 189
1721   14   57     244 231 214
1722   14   58     238 225 208
1723   14   59     235 221 202
1724   14   60     228 215 196
1725   14   61     219 209 190
1730   14   66     221 210 192
1731   14   67     225 213 195
1732   14   68     227 220 202
1821   15   29     91  65  42
1824   15   32     92  66  43
1825   15   33     94  68  45
1826   15   34     93  69  45
1827   15   35     93  68  44
1828   15   36     92  66  44
1829   15   37     96  67  48
1830   15   38     95  65  47
1834   15   42     105 69  54
1835   15   43     99  61  47
1836   15   44     99  60  47
1837   15   45     110 72  58
1838   15   46     106 67  54
1839   15   47     97  59  47
1840   15   48     92  60  50
1842   15   50     125 108 93
1843   15   51     204 191 175
1844   15   52     214 202 185
1845   15   53     191 178 162
1846   15   54     229 218 202
1847   15   55     247 235 219
1848   15   56     247 235 219
1849   15   57     244 232 216
1850   15   58     243 232 215
1851   15   59     243 231 214
1852   15   60     240 228 211
1853   15   61     235 226 207
1949   16   29     91  65  42
1952   16   32     95  69  46
1953   16   33     96  71  48
1954   16   34     94  69  45
1955   16   35     94  68  45
1956   16   36     94  66  45
1957   16   37     96  66  47
1958   16   38     98  67  49
1959   16   39     127 95  80
1960   16   40     111 75  61
1961   16   41     110 70  55
1962   16   42     114 74  59
1963   16   43     99  58  44
1964   16   44     103 63  48
1965   16   45     110 71  56
1966   16   46     105 66  51
1967   16   47     98  58  46
1968   16   48     98  60  50
1970   16   50     93  65  52
1971   16   51     140 116 101
1972   16   52     201 180 165
1973   16   53     232 211 195
1974   16   54     240 224 208
1975   16   55     242 228 212
1976   16   56     241 228 212
1977   16   57     243 231 215
1978   16   58     247 235 219
1979   16   59     248 236 221
1980   16   60     248 236 221
1981   16   61     249 240 222
2075   17   27     91  65  42
2078   17   30     92  66  43
2079   17   31     92  66  43
2080   17   32     96  70  47
2081   17   33     94  68  45
2082   17   34     96  69  47
2083   17   35     94  67  45
2084   17   36     96  67  46
2085   17   37     99  69  50
2086   17   38     98  66  48
2087   17   39     116 81  66
2088   17   40     139 101 87
2089   17   41     133 87  73
2090   17   42     127 82  68
2091   17   43     121 77  63
2092   17   44     110 67  52
2093   17   45     111 70  54
2094   17   46     106 67  51
2095   17   47     105 65  51
2096   17   48     101 59  48
2097   17   49     102 62  51
2098   17   50     97  60  48
2099   17   51     92  57  44
2101   17   53     91  61  46
2102   17   54     119 94  77
2103   17   55     184 162 145
2104   17   56     234 214 198
2105   17   57     239 220 205
2106   17   58     241 223 208
2107   17   59     241 225 212
2108   17   60     250 235 223
2109   17   61     252 240 224
2110   17   62     253 242 225
2111   17   63     250 240 223
2203   18   27     93  66  45
2204   18   28     91  65  42
2205   18   29     91  65  42
2206   18   30     92  66  43
2207   18   31     91  65  42
2208   18   32     96  70  47
2209   18   33     95  69  46
2210   18   34     95  67  45
2211   18   35     97  69  47
2212   18   36     99  68  48
2213   18   37     101 69  51
2214   18   38     102 68  52
2216   18   40     99  59  45
2217   18   41     134 85  72
2218   18   42     136 87  73
2219   18   43     138 91  76
2220   18   44     121 76  61
2221   18   45     110 67  51
2222   18   46     111 70  54
2223   18   47     108 68  52
2224   18   48     107 64  51
2225   18   49     109 65  53
2226   18   50     105 62  49
2227   18   51     101 60  47
2228   18   52     98  60  46
2229   18   53     95  60  44
2231   18   55     92  60  41
2232   18   56     141 110 93
2233   18   57     140 112 96
2234   18   58     130 103 89
2235   18   59     128 104 90
2236   18   60     146 123 111
2237   18   61     176 157 142
2238   18   62     210 192 177
2239   18   63     192 175 159
2240   18   64     175 162 145
2241   18   65     163 153 135
2246   18   70     246 236 219
2250   18   74     227 216 200
2251   18   75     224 213 201
2252   18   76     162 151 140
2331   19   27     96  70  48
2332   19   28     95  69  46
2333   19   29     98  72  49
2334   19   30     98  72  49
2335   19   31     96  70  47
2336   19   32     98  72  49
2337   19   33     96  70  47
2338   19   34     102 73  51
2339   19   35     106 76  54
2340   19   36     102 70  51
2341   19   37     98  65  47
2345   19   41     122 69  55
2346   19   42     147 94  81
2347   19   43     144 95  81
2348   19   44     128 82  66
2349   19   45     111 68  51
2350   19   46     122 81  64
2351   19   47     111 72  54
2352   19   48     112 71  55
2353   19   49     117 72  57
2354   19   50     114 67  53
2355   19   51     112 65  51
2356   19   52     107 65  49
2357   19   53     102 65  48
2358   19   54     105 63  42
2359   19   55     137 91  70
2360   19   56     122 79  59
2361   19   57     111 70  52
2366   19   62     99  74  61
2367   19   63     157 134 120
2368   19   64     192 174 159
2369   19   65     213 202 185
2370   19   66     225 214 197
2371   19   67     233 223 206
2373   19   69     226 217 201
2375   19   71     231 224 208
2377   19   73     236 224 208
2378   19   74     200 188 172
2379   19   75     96  82  74
2380   19   76     170 157 148
2381   19   77     105 96  88
2459   20   27     102 77  54
2460   20   28     102 76  52
2461   20   29     110 84  60
2462   20   30     109 83  59
2463   20   31     106 79  55
2464   20   32     110 84  60
2465   20   33     110 84  60
2466   20   34     111 80  58
2467   20   35     113 81  59
2468   20   36     112 79  59
2469   20   37     126 91  73
2470   20   38     115 77  61
2472   20   40     97  50  37
2473   20   41     102 45  33
2474   20   42     153 99  86
2475   20   43     166 116 101
2476   20   44     130 82  67
2477   20   45     103 60  43
2478   20   46     120 79  61
2479   20   47     120 81  63
2480   20   48     121 80  63
2481   20   49     123 78  63
2482   20   50     126 77  63
2483   20   51     124 75  61
2484   20   52     119 74  59
2485   20   53     113 74  56
2486   20   54     143 96  75
2487   20   55     190 135 112
2488   20   56     165 112 91
2489   20   57     149 98  81
2490   20   58     109 63  47
2499   20   67     91  76  60
2500   20   68     120 108 92
2501   20   69     111 99  83
2502   20   70     99  86  70
2503   20   71     117 105 89
2504   20   72     143 131 115
2505   20   73     131 119 103
2506   20   74     100 87  72
2509   20   77     109 98  92
2587   21   27     107 83  58
2588   21   28     118 90  62
2589   21   29     117 89  61
2590   21   30     121 93  65
2591   21   31     122 95  66
2592   21   32     121 94  66
2593   21   33     122 94  66
2594   21   34     126 96  68
2595   21   35     130 97  73
2596   21   36     133 96  75
2597   21   37     171 126 109
2598   21   38     177 122 106
2599   21   39     184 119 103
2600   21   40     167 100 85
2601   21   41     122 63  49
2602   21   42     168 110 96
2603   21   43     173 119 105
2604   21   44     112 63  48
2605   21   45     102 56  40
2606   21   46     114 71  55
2607   21   47     124 79  63
2608   21   48     131 83  66
2609   21   49     132 84  67
2610   21   50     130 83  66
2611   21   51     127 80  63
2612   21   52     130 83  66
2613   21   53     127 80  62
2614   21   54     139 89  70
2615   21   55     169 117 97
2616   21   56     149 99  80
2617   21   57     149 101 83
2618   21   58     120 76  60
2626   21   66     93  73  59
2628   21   68     104 89  72
2629   21   69     132 117 101
2630   21   70     146 131 114
2631   21   71     130 114 98
2632   21   72     120 105 89
2633   21   73     119 104 87
2634   21   74     114 99  85
2635   21   75     95  81  78
2716   22   28     112 91  69
2717   22   29     113 92  70
2718   22   30     113 93  70
2719   22   31     114 93  71
2720   22   32     114 93  71
2721   22   33     111 90  68
2722   22   34     109 91  68
2723   22   35     108 88  68
2724   22   36     103 77  60
2725   22   37     116 79  64
2726   22   38     202 154 139
2727   22   39     196 138 120
2728   22   40     136 76  59
2729   22   41     124 71  56
2730   22   42     158 106 92
2731   22   43     142 92  78
2732   22   44     106 58  42
2733   22   45     100 52  37
2734   22   46     111 64  50
2735   22   47     125 77  61
2736   22   48     131 82  65
2737   22   49     139 92  74
2738   22   50     137 90  72
2739   22   51     130 84  65
2740   22   52     129 84  65
2741   22   53     125 81  62
2742   22   54     124 78  61
2743   22   55     100 53  36
2744   22   56     140 94  77
2745   22   57     144 100 85
2746   22   58     114 72  57
2747   22   59     100 60  46
2753   22   65     92  69  55
2754   22   66     98  78  64
2757   22   69     103 87  71
2758   22   70     112 96  80
2759   22   71     105 89  73
2760   22   72     114 98  82
2761   22   73     113 97  81
2762   22   74     118 102 88
2763   22   75     104 88  85
