INDEX  ROW  COLUMN R   G   B
563    5    51     179 161 149
686    6    46     165 146 130
688    6    48     213 194 175
692    6    52     168 152 136
817    7    49     156 134 114
820    7    52     184 166 149
934    8    38     175 155 148
935    8    39     176 156 149
942    8    46     159 135 119
949    8    53     179 161 144
1068   9    44     133 102 81
1069   9    45     113 80  55
1070   9    46     98  63  37
1071   9    47     98  63  35
1076   9    52     207 187 159
1077   9    53     197 183 161
1190   10   38     147 126 105
1196   10   44     98  65  40
1197   10   45     97  62  34
1198   10   46     97  61  27
1199   10   47     100 60  28
1200   10   48     106 62  27
1204   10   52     151 124 96
1205   10   53     194 178 155
1310   11   30     123 100 70
1311   11   31     117 94  64
1312   11   32     111 88  58
1313   11   33     103 79  51
1323   11   43     104 70  42
1324   11   44     97  62  33
1325   11   45     103 66  35
1326   11   46     102 63  32
1327   11   47     106 62  32
1328   11   48     107 61  28
1329   11   49     108 59  26
1334   11   54     174 159 139
1437   12   29     105 72  33
1438   12   30     107 74  34
1439   12   31     106 71  32
1440   12   32     108 73  34
1441   12   33     107 72  36
1442   12   34     104 69  30
1443   12   35     107 72  33
1444   12   36     113 75  38
1445   12   37     114 73  38
1446   12   38     115 77  42
1447   12   39     121 80  45
1448   12   40     121 80  45
1449   12   41     107 69  34
1450   12   42     109 69  36
1451   12   43     101 64  29
1452   12   44     101 64  29
1453   12   45     105 65  32
1454   12   46     105 63  31
1455   12   47     110 64  33
1456   12   48     108 61  29
1457   12   49     111 59  31
1460   12   52     92  45  22
1461   12   53     104 71  46
1462   12   54     110 83  62
1495   12   87     224 204 183
1498   12   90     127 112 99
1565   13   29     129 89  45
1566   13   30     126 86  42
1567   13   31     128 88  44
1568   13   32     121 81  37
1576   13   40     156 110 72
1577   13   41     140 94  54
1578   13   42     110 68  28
1579   13   43     103 66  24
1580   13   44     105 66  28
1581   13   45     106 64  28
1582   13   46     109 64  29
1583   13   47     108 63  28
1584   13   48     107 58  30
1585   13   49     114 62  34
1586   13   50     115 55  31
1589   13   53     96  47  26
1693   14   29     136 92  47
1694   14   30     138 93  49
1701   14   37     142 99  58
1702   14   38     134 91  50
1703   14   39     129 87  45
1704   14   40     119 77  35
1705   14   41     108 66  24
1706   14   42     107 65  23
1707   14   43     106 69  24
1708   14   44     106 68  24
1709   14   45     109 65  27
1710   14   46     112 64  29
1711   14   47     112 61  30
1712   14   48     113 62  34
1713   14   49     103 53  26
1714   14   50     107 54  30
1715   14   51     106 48  25
1718   14   54     102 49  30
1821   15   29     141 103 61
1822   15   30     136 100 59
1823   15   31     131 95  54
1824   15   32     115 77  35
1825   15   33     123 85  43
1826   15   34     114 74  28
1827   15   35     109 67  21
1828   15   36     107 64  23
1829   15   37     103 60  19
1830   15   38     103 59  21
1831   15   39     107 63  25
1832   15   40     111 67  29
1833   15   41     109 66  25
1834   15   42     112 70  30
1835   15   43     106 66  19
1836   15   44     107 65  19
1837   15   45     110 66  24
1838   15   46     113 66  29
1839   15   47     110 59  28
1840   15   48     114 63  35
1841   15   49     102 49  25
1842   15   50     96  47  22
1843   15   51     100 46  21
1844   15   52     113 50  29
1845   15   53     118 51  32
1954   16   34     99  64  22
1955   16   35     106 63  15
1956   16   36     108 63  21
1957   16   37     107 61  21
1958   16   38     108 62  22
1959   16   39     106 60  20
1960   16   40     112 66  26
1961   16   41     110 64  24
1962   16   42     112 66  26
1963   16   43     110 68  26
1964   16   44     109 67  25
1965   16   45     110 64  26
1966   16   46     108 58  24
1967   16   47     115 64  33
1968   16   48     110 54  28
1969   16   49     102 45  18
1971   16   51     116 56  30
1972   16   52     124 59  36
1973   16   53     119 53  30
1974   16   54     126 60  37
1985   16   65     227 208 178
1986   16   66     255 232 202
1987   16   67     249 226 196
1989   16   69     239 217 183
1990   16   70     229 211 178
1995   16   75     231 212 180
1996   16   76     236 215 183
1997   16   77     235 223 191
2082   17   34     99  66  27
2083   17   35     108 64  19
2084   17   36     106 61  19
2085   17   37     109 63  23
2086   17   38     110 64  24
2087   17   39     106 60  20
2088   17   40     108 62  22
2089   17   41     111 65  25
2090   17   42     113 67  27
2091   17   43     111 69  27
2093   17   45     111 65  27
2094   17   46     115 65  31
2095   17   47     115 62  31
2096   17   48     108 52  26
2097   17   49     103 46  19
2099   17   51     127 64  38
2100   17   52     122 55  31
2101   17   53     122 54  31
2102   17   54     133 66  42
2103   17   55     129 61  38
2110   17   62     202 179 151
2111   17   63     239 219 191
2112   17   64     255 236 208
2113   17   65     255 236 208
2114   17   66     254 233 205
2115   17   67     253 234 204
2116   17   68     253 232 203
2117   17   69     250 229 200
2118   17   70     244 229 195
2210   18   34     99  64  31
2211   18   35     102 60  18
2212   18   36     108 62  22
2213   18   37     109 63  23
2214   18   38     110 64  24
2215   18   39     107 61  21
2216   18   40     108 62  22
2217   18   41     114 68  28
2218   18   42     114 71  30
2219   18   43     113 69  27
2220   18   44     113 67  27
2222   18   46     116 63  30
2223   18   47     118 64  32
2224   18   48     147 91  65
2225   18   49     133 70  45
2226   18   50     134 64  38
2227   18   51     138 68  42
2228   18   52     123 51  27
2229   18   53     127 57  31
2230   18   54     133 65  39
2231   18   55     128 60  34
2232   18   56     121 51  30
2233   18   57     120 53  36
2240   18   64     253 229 201
2241   18   65     252 229 201
2339   19   35     98  60  23
2340   19   36     110 64  24
2341   19   37     109 63  23
2342   19   38     108 62  22
2343   19   39     111 65  25
2344   19   40     111 65  25
2345   19   41     115 69  29
2346   19   42     113 67  27
2347   19   43     115 68  29
2352   19   48     137 76  50
2353   19   49     162 95  71
2354   19   50     160 79  55
2355   19   51     153 74  50
2356   19   52     147 70  45
2357   19   53     135 60  34
2358   19   54     136 64  36
2359   19   55     130 61  33
2360   19   56     129 59  34
2361   19   57     125 51  32
2362   19   58     125 55  36
2363   19   59     119 54  33
2364   19   60     113 52  29
2369   19   65     248 213 185
2376   19   72     255 242 212
2467   20   35     99  60  27
2468   20   36     112 65  28
2469   20   37     110 64  24
2470   20   38     110 64  24
2471   20   39     111 65  25
2472   20   40     110 64  24
2473   20   41     115 69  29
2474   20   42     114 68  28
2475   20   43     115 66  27
2476   20   44     117 68  29
2477   20   45     120 65  30
2480   20   48     110 47  22
2481   20   49     123 53  28
2482   20   50     162 76  53
2483   20   51     164 78  54
2484   20   52     165 83  57
2485   20   53     147 69  42
2486   20   54     136 60  32
2487   20   55     136 64  36
2488   20   56     132 62  34
2489   20   57     132 57  34
2490   20   58     134 57  36
2491   20   59     130 55  32
2492   20   60     125 53  30
2493   20   61     121 54  30
2494   20   62     117 55  27
2503   20   71     223 191 165
2595   21   35     97  60  32
2596   21   36     115 69  31
2597   21   37     114 68  28
2598   21   38     117 71  31
2599   21   39     117 71  31
2600   21   40     115 69  29
2601   21   41     117 71  31
2602   21   42     115 69  29
2603   21   43     122 71  33
2604   21   44     127 74  36
2605   21   45     123 67  34
2606   21   46     119 61  30
2611   21   51     177 84  61
2612   21   52     172 86  62
2613   21   53     155 75  47
2614   21   54     137 62  32
2615   21   55     147 75  45
2616   21   56     135 67  35
2617   21   57     137 65  37
2618   21   58     143 65  38
2621   21   61     132 59  31
2622   21   62     125 60  30
2623   21   63     131 58  21
2624   21   64     165 85  48
2625   21   65     149 73  38
2626   21   66     136 64  33
2642   21   82     246 225 197
2646   21   86     112 96  82
2723   22   35     101 64  40
2724   22   36     120 77  36
2725   22   37     121 76  34
2726   22   38     129 84  42
2727   22   39     128 83  41
2728   22   40     126 78  36
2729   22   41     129 84  42
2732   22   44     135 79  40
2733   22   45     134 76  41
2734   22   46     148 87  55
2735   22   47     138 72  44
2740   22   52     195 107 81
2741   22   53     158 74  48
2742   22   54     129 54  24
2743   22   55     145 73  42
2744   22   56     144 76  44
2745   22   57     146 74  44
2746   22   58     149 71  44
2747   22   59     154 68  44
2753   22   65     197 104 67
2754   22   66     179 90  60
2755   22   67     136 56  28
2758   22   70     103 43  24
2759   22   71     98  44  25
2764   22   76     103 76  48
2765   22   77     130 109 81
2766   22   78     121 100 72
2769   22   81     153 132 104
2770   22   82     141 120 92
2771   22   83     110 88  61
2853   23   37     139 90  41
2854   23   38     138 89  40
2855   23   39     142 93  44
2856   23   40     143 96  45
2857   23   41     142 94  45
2858   23   42     143 94  45
2859   23   43     148 96  47
2861   23   45     157 92  55
2863   23   47     209 112 84
2864   23   48     221 107 79
2865   23   49     204 87  61
2867   23   51     201 99  75
2868   23   52     204 109 85
2869   23   53     140 55  28
2870   23   54     129 49  21
2871   23   55     140 64  36
2872   23   56     151 72  44
2873   23   57     159 75  46
2874   23   58     160 76  47
2875   23   59     158 76  46
2877   23   61     158 76  46
2882   23   66     178 94  62
2883   23   67     146 69  41
2886   23   70     105 46  25
2887   23   71     101 47  28
2888   23   72     98  47  26
2889   23   73     96  52  29
2890   23   74     103 64  40
2895   23   79     158 132 102
2896   23   80     142 114 86
2897   23   81     132 105 77
2898   23   82     131 105 75
2899   23   83     125 99  74
2900   23   84     103 78  73
2903   23   87     91  58  53
2982   24   38     129 92  54
2983   24   39     129 94  54
2984   24   40     130 93  55
2985   24   41     130 93  55
2986   24   42     127 90  52
2987   24   43     124 92  52
2994   24   50     154 62  35
2995   24   51     188 97  72
2996   24   52     171 83  59
2997   24   53     134 50  22
2998   24   54     128 44  18
2999   24   55     138 56  31
3000   24   56     153 69  41
3001   24   57     160 74  44
3002   24   58     167 85  53
3003   24   59     165 83  51
3004   24   60     158 77  44
3009   24   65     167 87  57
3010   24   66     170 93  67
3011   24   67     139 65  39
3012   24   68     124 54  29
3014   24   70     107 47  28
3015   24   71     102 49  30
3016   24   72     100 51  30
3017   24   73     103 59  35
3018   24   74     107 67  42
3019   24   75     112 77  52
3023   24   79     124 96  68
3024   24   80     117 89  61
3025   24   81     126 98  70
3026   24   82     125 97  69
3027   24   83     130 102 77
3028   24   84     113 85  80
3029   24   85     98  66  61
3121   25   49     176 94  61
3123   25   51     139 65  39
3124   25   52     147 69  42
3125   25   53     166 84  58
3126   25   54     154 69  42
3127   25   55     141 53  27
3128   25   56     158 68  40
3129   25   57     159 73  43
3130   25   58     168 84  55
3131   25   59     168 87  56
3132   25   60     148 71  38
3133   25   61     138 63  30
3134   25   62     141 68  33
3135   25   63     139 69  40
3139   25   67     122 54  31
3140   25   68     133 64  43
3141   25   69     108 42  21
3142   25   70     101 45  26
3143   25   71     103 53  33
3144   25   72     103 58  35
3146   25   74     107 70  46
3147   25   75     99  66  40
3148   25   76     94  62  36
3149   25   77     96  68  40
3151   25   79     99  71  43
3152   25   80     116 88  60
3153   25   81     110 82  54
3154   25   82     109 81  53
3155   25   83     114 86  61
3156   25   84     136 106 99
3157   25   85     124 92  87
3227   26   27     119 84  42
3248   26   48     143 96  70
3252   26   52     122 55  29
3253   26   53     146 70  42
3254   26   54     214 130 104
3257   26   57     160 73  43
3258   26   58     160 76  47
3259   26   59     163 82  51
3260   26   60     153 78  45
3263   26   63     131 70  40
3267   26   67     120 54  31
3269   26   69     118 49  28
3270   26   70     105 49  30
3271   26   71     112 63  42
3272   26   72     113 69  45
3273   26   73     103 64  40
3276   26   76     91  61  33
3277   26   77     114 86  58
3278   26   78     105 77  49
3284   26   84     148 119 106
3285   26   85     135 105 95
3286   26   86     131 102 89
3289   26   89     93  62  53
3355   27   27     203 168 121
3377   27   49     105 70  45
3382   27   54     174 92  67
3386   27   58     160 78  46
3389   27   61     189 126 90
3390   27   62     160 100 60
3391   27   63     115 62  31
3397   27   69     136 61  35
3398   27   70     112 54  31
3399   27   71     126 79  56
3400   27   72     141 101 76
3401   27   73     135 98  74
3402   27   74     92  61  33
3403   27   75     93  65  37
3406   27   78     138 110 82
3407   27   79     111 83  55
3408   27   80     93  65  37
3413   27   85     98  70  56
3414   27   86     116 88  77
3483   28   27     255 227 176
3510   28   54     141 69  39
3511   28   55     170 91  60
3514   28   58     157 73  41
3517   28   61     188 127 88
3518   28   62     164 110 70
3519   28   63     121 72  37
3521   28   65     106 50  18
3525   28   69     172 88  56
3526   28   70     109 52  25
3527   28   71     157 112 89
3528   28   72     139 99  74
3529   28   73     136 99  75
3530   28   74     114 86  58
3531   28   75     108 81  53
3532   28   76     97  74  44
3535   28   79     96  68  40
3538   28   82     167 139 111
3539   28   83     152 124 96
3583   28   127    224 187 173
3584   28   128    224 187 173
3635   29   51     101 55  38
3639   29   55     129 55  24
3646   29   62     170 117 77
3647   29   63     130 83  46
3649   29   65     125 68  34
3652   29   68     166 82  46
3653   29   69     194 108 73
3655   29   71     142 102 77
3656   29   72     159 120 96
3659   29   75     134 110 80
3660   29   76     156 133 103
3665   29   81     162 132 101
3666   29   82     191 161 130
3667   29   83     151 121 90
3668   29   84     144 109 83
3673   29   89     211 171 141
3701   29   117    91  54  33
3702   29   118    141 99  73
3703   29   119    137 96  68
3705   29   121    92  60  36
3709   29   125    165 133 116
3710   29   126    151 102 87
3711   29   127    166 94  84
3712   29   128    166 94  84
3738   30   26     107 72  51
3774   30   62     173 124 91
3775   30   63     142 97  69
3779   30   67     167 91  56
3780   30   68     235 167 127
3781   30   69     139 73  29
3782   30   70     116 67  35
3783   30   71     120 80  54
3784   30   72     132 96  69
3785   30   73     115 84  56
3786   30   74     105 77  48
3787   30   75     125 101 71
3788   30   76     133 110 79
3791   30   79     98  70  30
3794   30   82     207 170 128
3795   30   83     139 100 62
3796   30   84     125 84  42
3797   30   85     126 84  44
3801   30   89     187 138 102
3802   30   90     139 87  52
3838   30   126    214 165 150
3867   31   27     195 158 142
3889   31   49     108 74  46
3890   31   50     119 78  50
3891   31   51     105 61  38
3892   31   52     104 55  37
3893   31   53     103 49  30
3894   31   54     113 55  31
3895   31   55     117 60  26
3896   31   56     128 61  28
3897   31   57     154 77  48
3898   31   58     155 83  52
3899   31   59     131 64  33
3900   31   60     144 84  53
