INDEX  ROW  COLUMN R   G   B
2882   23   66     101 77  62
2883   23   67     122 103 89
2886   23   70     115 100 84
2887   23   71     114 98  82
2889   23   73     120 104 88
2890   23   74     112 96  78
2891   23   75     124 108 86
2892   23   76     95  81  90
2983   24   39     107 71  62
2985   24   41     129 74  51
2986   24   42     188 157 143
2987   24   43     100 63  47
2988   24   44     98  55  40
2989   24   45     130 85  70
2990   24   46     124 75  60
2991   24   47     98  48  35
2992   24   48     143 88  71
2993   24   49     128 79  61
2994   24   50     153 104 88
2995   24   51     158 110 93
2996   24   52     109 64  45
2997   24   53     98  54  38
2998   24   54     114 68  45
2999   24   55     127 86  68
3004   24   60     134 95  86
3009   24   65     96  68  56
3010   24   66     112 91  78
3014   24   70     95  80  64
3016   24   72     132 116 100
3017   24   73     98  82  66
3020   24   76     149 131 138
3021   24   77     107 87  88
3022   24   78     148 130 123
3023   24   79     112 93  91
3024   24   80     112 98  96
3062   24   118    119 65  48
3063   24   119    92  70  66
3113   25   41     124 94  70
3118   25   46     255 217 203
3119   25   47     172 114 102
3120   25   48     105 48  35
3121   25   49     136 86  68
3122   25   50     127 79  63
3123   25   51     122 74  57
3124   25   52     101 55  37
3125   25   53     114 79  56
3126   25   54     113 75  46
3127   25   55     113 79  63
3128   25   56     133 105 94
3131   25   59     114 78  65
3132   25   60     148 109 98
3136   25   64     97  72  55
3138   25   66     96  79  63
3141   25   69     118 103 86
3142   25   70     105 89  73
3147   25   75     120 106 84
3148   25   76     202 183 184
3149   25   77     130 113 107
3150   25   78     124 108 99
3151   25   79     128 109 104
3152   25   80     135 122 117
3190   25   118    174 139 108
3192   25   120    137 129 122
3244   26   44     93  63  47
3245   26   45     157 117 101
3246   26   46     158 106 97
3247   26   47     212 160 143
3248   26   48     125 71  55
3249   26   49     138 85  68
3250   26   50     119 73  55
3251   26   51     126 78  59
3252   26   52     201 159 139
3253   26   53     212 177 158
3254   26   54     170 134 105
3256   26   56     102 79  68
3259   26   59     120 81  67
3260   26   60     114 72  58
3261   26   61     129 73  56
3263   26   63     113 88  76
3264   26   64     155 135 120
3265   26   65     162 139 127
3270   26   70     203 187 171
3274   26   74     118 102 86
3275   26   75     220 206 185
3276   26   76     93  74  71
3278   26   78     98  82  78
3279   26   79     98  84  79
3280   26   80     138 124 118
3321   26   121    240 234 224
3347   27   19     255 247 166
3373   27   45     144 108 93
3374   27   46     108 67  49
3375   27   47     146 103 81
3376   27   48     187 139 122
3377   27   49     121 63  46
3378   27   50     104 55  37
3379   27   51     156 110 88
3380   27   52     197 162 139
3381   27   53     181 147 124
3382   27   54     158 127 101
3385   27   57     92  63  42
3388   27   60     93  45  27
3389   27   61     233 166 142
3391   27   63     199 177 165
3392   27   64     128 104 91
3393   27   65     134 111 99
3400   27   72     151 135 120
3401   27   73     158 143 128
3402   27   74     206 191 176
3403   27   75     188 176 156
3406   27   78     125 116 114
3408   27   80     229 211 204
3409   27   81     131 103 82
3447   27   119    234 211 191
3448   27   120    93  54  56
3450   27   122    170 133 134
3500   28   44     127 96  85
3504   28   48     175 125 109
3505   28   49     142 84  68
3507   28   51     161 116 96
3508   28   52     168 132 109
3509   28   53     177 144 123
3510   28   54     166 136 107
3512   28   56     92  69  53
3513   28   57     125 94  71
3516   28   60     186 129 107
3517   28   61     255 211 186
3519   28   63     167 152 139
3520   28   64     189 165 152
3521   28   65     118 103 85
3522   28   66     98  84  68
3523   28   67     129 116 99
3524   28   68     226 216 198
3526   28   70     154 137 126
3529   28   73     151 135 120
3530   28   74     255 244 227
3531   28   75     130 117 99
3532   28   76     151 129 119
3533   28   77     91  74  66
3536   28   80     229 218 206
3566   28   110    152 133 119
3567   28   111    147 128 113
3573   28   117    212 202 187
3576   28   120    117 51  54
3579   28   123    141 102 94
3603   29   19     122 87  48
3604   29   20     91  81  96
3630   29   46     99  59  54
3631   29   47     138 93  80
3632   29   48     157 111 95
3633   29   49     143 95  76
3635   29   51     167 131 114
3636   29   52     204 169 148
3637   29   53     184 159 139
3638   29   54     183 156 134
3639   29   55     113 90  78
3640   29   56     105 83  69
3641   29   57     134 99  83
3642   29   58     101 55  39
3643   29   59     166 113 93
3647   29   63     109 92  79
3648   29   64     135 113 100
3651   29   67     126 113 97
3652   29   68     143 133 113
3653   29   69     92  78  64
3657   29   73     196 174 145
3662   29   78     100 71  44
3663   29   79     113 83  57
3664   29   80     100 63  39
3665   29   81     246 216 190
3667   29   83     130 97  81
3695   29   111    255 215 178
3696   29   112    216 161 124
3697   29   113    211 159 132
3698   29   114    137 98  79
3703   29   119    212 160 153
3704   29   120    116 54  43
3705   29   121    124 77  55
3706   29   122    215 178 154
3707   29   123    154 135 110
3731   30   19     255 243 239
3761   30   49     149 100 84
3762   30   50     155 115 96
3763   30   51     93  54  36
3764   30   52     144 110 90
3765   30   53     92  68  51
3766   30   54     145 118 100
3768   30   56     132 109 96
3771   30   59     106 64  53
3772   30   60     118 85  59
3774   30   62     107 86  69
3775   30   63     91  68  56
3776   30   64     141 117 101
3777   30   65     106 86  67
3779   30   67     132 118 96
3780   30   68     105 94  75
3781   30   69     94  78  67
3784   30   72     107 90  60
3785   30   73     218 197 166
3786   30   74     234 210 187
3787   30   75     118 98  77
3788   30   76     149 124 98
3789   30   77     181 155 133
3790   30   78     154 128 105
3791   30   79     162 135 112
3792   30   80     169 135 114
3793   30   81     172 140 119
3794   30   82     93  60  39
3796   30   84     103 80  67
3821   30   109    101 62  47
3822   30   110    255 200 167
3823   30   111    102 50  21
3824   30   112    114 67  36
3825   30   113    114 71  49
3826   30   114    97  71  52
3830   30   118    207 181 174
3831   30   119    223 177 166
3832   30   120    159 104 92
3833   30   121    255 215 199
3834   30   122    248 213 193
3861   31   21     209 181 156
3863   31   23     124 106 86
3864   31   24     151 137 121
3882   31   42     255 232 199
3883   31   43     105 74  48
3884   31   44     198 163 143
3886   31   46     246 212 190
3887   31   47     123 93  66
3888   31   48     133 98  77
3889   31   49     101 47  36
3899   31   59     140 108 86
3900   31   60     139 108 86
3901   31   61     118 84  60
3902   31   62     122 98  81
3903   31   63     106 77  64
3904   31   64     140 114 95
3905   31   65     150 128 107
3907   31   67     118 103 78
3908   31   68     110 95  73
3910   31   70     93  73  53
3911   31   71     202 182 154
3912   31   72     158 141 108
3913   31   73     255 251 223
3914   31   74     206 181 159
3915   31   75     131 111 93
3917   31   77     93  68  45
3921   31   81     92  60  40
3922   31   82     100 70  46
3925   31   85     93  73  58
3926   31   86     124 109 98
3927   31   87     120 102 93
3950   31   110    241 190 162
3951   31   111    112 67  40
3952   31   112    115 73  45
3953   31   113    140 101 77
3959   31   119    108 62  53
3960   31   120    225 178 169
3962   31   122    139 113 94
3986   32   18     98  73  58
3994   32   26     112 76  50
3995   32   27     109 63  31
3996   32   28     94  58  40
3997   32   29     117 87  63
3998   32   30     111 84  50
3999   32   31     113 85  52
4000   32   32     120 97  60
4001   32   33     110 86  52
4002   32   34     132 100 74
4003   32   35     129 97  56
4004   32   36     141 116 81
4005   32   37     137 114 86
4006   32   38     146 123 103
4007   32   39     151 126 108
4008   32   40     161 139 113
4009   32   41     136 109 84
4010   32   42     255 209 176
4011   32   43     230 176 153
4012   32   44     238 177 157
4013   32   45     223 161 142
4014   32   46     119 59  39
4015   32   47     111 59  38
4016   32   48     143 92  74
4017   32   49     149 96  82
4018   32   50     162 117 102
4019   32   51     151 108 90
4020   32   52     204 166 150
4021   32   53     205 173 155
4022   32   54     170 142 123
4023   32   55     146 116 103
4024   32   56     117 89  76
4025   32   57     177 151 133
4026   32   58     145 117 97
4027   32   59     173 147 129
4028   32   60     143 115 93
4029   32   61     127 95  78
4030   32   62     127 95  77
4031   32   63     134 104 87
4032   32   64     130 101 79
4033   32   65     131 106 85
4035   32   67     103 86  62
4036   32   68     120 108 84
4038   32   70     101 80  57
4039   32   71     216 198 169
4040   32   72     187 168 134
4041   32   73     249 226 198
4042   32   74     178 159 132
4043   32   75     125 107 89
4046   32   78     103 77  55
4047   32   79     99  75  50
4048   32   80     98  66  47
4049   32   81     111 80  59
4050   32   82     109 81  56
4051   32   83     119 86  63
4052   32   84     93  63  41
4054   32   86     118 93  74
4055   32   87     154 133 118
4056   32   88     102 82  70
4078   32   110    255 218 192
4079   32   111    144 105 78
4080   32   112    121 77  53
4081   32   113    155 117 98
4087   32   119    219 182 172
4089   32   121    243 211 200
4111   33   15     101 80  58
4112   33   16     255 237 222
4113   33   17     120 96  90
4121   33   25     142 98  45
4122   33   26     161 107 63
4123   33   27     113 55  29
4124   33   28     132 114 56
4125   33   29     133 115 47
4126   33   30     146 127 44
4127   33   31     111 92  6
4129   33   33     105 84  15
4135   33   39     108 91  80
4136   33   40     102 78  55
4138   33   42     124 63  42
4139   33   43     188 123 108
4140   33   44     209 136 114
4141   33   45     186 109 88
4142   33   46     132 54  36
4143   33   47     130 67  46
4144   33   48     137 80  63
4145   33   49     125 72  54
4146   33   50     115 62  44
4147   33   51     118 73  51
4148   33   52     200 160 138
4149   33   53     204 167 144
4150   33   54     174 138 120
4151   33   55     168 133 111
4152   33   56     183 147 126
4153   33   57     199 171 147
4154   33   58     143 116 94
4155   33   59     161 134 111
4156   33   60     156 126 104
4157   33   61     125 90  72
4158   33   62     159 126 105
4159   33   63     179 147 126
4160   33   64     144 114 91
4161   33   65     128 98  81
4162   33   66     113 90  64
4163   33   67     123 101 79
4164   33   68     147 131 103
4166   33   70     132 104 78
4167   33   71     225 200 169
4168   33   72     211 188 153
4169   33   73     225 204 176
4170   33   74     192 174 149
4173   33   77     101 75  51
4174   33   78     96  71  48
4175   33   79     91  63  41
4176   33   80     106 71  52
4177   33   81     99  69  46
4178   33   82     105 76  51
4179   33   83     124 87  70
4180   33   84     111 76  55
4181   33   85     95  56  38
4199   33   103    123 101 103
4205   33   109    180 135 110
4207   33   111    114 74  50
4208   33   112    99  61  41
4209   33   113    148 113 91
4238   34   14     201 168 149
4239   34   15     245 206 195
4240   34   16     211 177 172
4241   34   17     175 144 138
4267   34   43     164 116 96
4268   34   44     155 96  70
4269   34   45     164 92  65
4270   34   46     158 94  65
4271   34   47     166 112 85
4272   34   48     190 139 113
4273   34   49     158 94  69
4274   34   50     133 75  49
4275   34   51     170 112 90
4276   34   52     202 156 131
4277   34   53     184 133 111
4278   34   54     162 120 98
4279   34   55     192 142 117
4280   34   56     202 162 136
4281   34   57     212 181 151
4282   34   58     180 152 124
4283   34   59     173 149 120
4284   34   60     178 147 122
4285   34   61     158 116 95
4286   34   62     194 156 135
4287   34   63     190 155 132
4288   34   64     136 105 80
4289   34   65     133 104 77
4290   34   66     187 162 136
4291   34   67     128 105 80
4292   34   68     151 137 104
4293   34   69     114 78  57
4294   34   70     249 222 192
4295   34   71     239 216 183
4296   34   72     226 208 171
4297   34   73     228 206 177
4298   34   74     189 165 141
4302   34   78     115 89  67
4303   34   79     104 79  58
4304   34   80     116 85  67
4305   34   81     111 83  60
4306   34   82     109 79  60
4307   34   83     148 110 101
4308   34   84     115 72  57
4309   34   85     120 78  58
4310   34   86     131 92  71
4326   34   102    134 103 93
4327   34   103    112 89  87
4336   34   112    116 76  60
4337   34   113    154 119 97
4365   35   13     253 217 206
4366   35   14     248 207 201
4367   35   15     223 174 160
4368   35   16     222 177 176
4370   35   18     254 232 226
4393   35   41     94  71  46
4395   35   43     160 123 100
4396   35   44     147 93  67
4397   35   45     161 98  67
4398   35   46     171 112 82
4399   35   47     163 122 87
4400   35   48     198 145 118
4401   35   49     194 130 102
4402   35   50     185 123 97
4403   35   51     195 136 110
4404   35   52     243 184 160
4405   35   53     159 104 79
4406   35   54     219 174 144
4407   35   55     177 130 105
4408   35   56     246 209 181
4409   35   57     237 208 179
4410   35   58     176 147 118
4411   35   59     182 153 127
4412   35   60     207 171 145
4413   35   61     168 129 108
4414   35   62     177 139 118
4415   35   63     177 139 114
4416   35   64     131 100 74
4417   35   65     171 142 115
4418   35   66     224 201 173
4419   35   67     117 97  70
4420   35   68     141 116 90
4421   35   69     160 124 101
4423   35   71     198 172 139
4424   35   72     239 212 176
4425   35   73     233 210 178
4426   35   74     137 115 93
4428   35   76     101 77  47
4429   35   77     111 89  64
4430   35   78     118 96  70
4431   35   79     114 88  65
4432   35   80     114 84  61
4433   35   81     116 88  62
4434   35   82     105 70  48
4435   35   83     129 88  84
4436   35   84     131 85  71
4437   35   85     118 71  51
4438   35   86     136 96  74
4439   35   87     168 135 123
4462   35   110    170 136 118
4464   35   112    123 87  65
4465   35   113    150 116 94
4492   36   12     202 164 152
4493   36   13     255 222 215
4494   36   14     228 180 173
4495   36   15     233 175 165
4496   36   16     255 251 248
4497   36   17     232 211 202
4523   36   43     100 57  29
4524   36   44     255 187 161
4525   36   45     201 127 96
4526   36   46     238 164 135
4527   36   47     202 139 114
4528   36   48     172 109 84
4529   36   49     237 169 140
4530   36   50     227 149 124
4531   36   51     231 143 122
4532   36   52     255 182 154
4533   36   53     196 138 107
4534   36   54     213 180 136
4535   36   55     216 192 164
4536   36   56     255 247 223
4537   36   57     254 227 206
4538   36   58     176 149 128
4539   36   59     212 187 164
4540   36   60     200 172 147
4541   36   61     167 140 119
4542   36   62     211 171 147
4543   36   63     227 186 161
4544   36   64     158 131 100
4545   36   65     232 210 179
4546   36   66     194 174 142
4547   36   67     179 146 117
4548   36   68     208 162 139
4550   36   70     255 253 218
4551   36   71     207 169 132
4552   36   72     255 230 199
4553   36   73     203 178 153
4558   36   78     119 95  65
4559   36   79     145 115 86
4560   36   80     150 110 82
4561   36   81     109 70  42
4562   36   82     119 74  52
4563   36   83     121 83  64
4564   36   84     139 100 74
4565   36   85     121 84  57
4580   36   100    244 222 196
4586   36   106    118 82  64
4588   36   108    131 89  67
4589   36   109    178 140 119
4591   36   111    156 118 97
4592   36   112    138 100 71
4593   36   113    127 89  66
4619   37   11     113 83  66
4620   37   12     255 214 200
4621   37   13     238 195 186
4622   37   14     228 185 171
4623   37   15     232 184 171
4625   37   17     241 232 211
4650   37   42     115 91  72
4652   37   44     242 182 153
4653   37   45     247 176 147
4654   37   46     215 133 104
4655   37   47     227 153 122
4656   37   48     223 147 117
4657   37   49     255 198 164
4658   37   50     244 176 144
4659   37   51     255 194 165
4660   37   52     233 194 158
4661   37   53     234 200 165
4662   37   54     249 231 199
4663   37   55     247 218 189
4664   37   56     229 190 158
4665   37   57     255 238 206
4666   37   58     239 202 169
4667   37   59     208 173 140
4668   37   60     167 127 93
4669   37   61     169 129 95
4670   37   62     255 233 207
4671   37   63     214 181 157
4672   37   64     177 149 123
4673   37   65     221 199 169
4674   37   66     189 165 135
4675   37   67     230 195 170
4676   37   68     255 223 199
4677   37   69     252 219 181
4678   37   70     217 180 141
4679   37   71     255 226 191
4680   37   72     255 246 214
4687   37   79     104 67  40
4688   37   80     157 122 102
4689   37   81     100 64  38
4690   37   82     127 84  63
4691   37   83     134 98  83
4692   37   84     132 93  73
4693   37   85     101 65  40
4694   37   86     93  56  33
4695   37   87     91  69  57
4708   37   100    132 107 85
4714   37   106    128 97  76
4716   37   108    140 100 79
4717   37   109    166 133 116
4718   37   110    102 62  45
4719   37   111    156 122 99
4720   37   112    172 134 110
4748   38   12     255 232 223
4749   38   13     238 195 182
4750   38   14     226 188 174
4751   38   15     249 205 190
4779   38   43     143 114 87
4780   38   44     138 90  62
4781   38   45     255 211 180
4782   38   46     255 187 154
4783   38   47     255 179 145
4784   38   48     255 174 144
4785   38   49     255 202 167
4786   38   50     255 212 178
4787   38   51     244 214 173
4790   38   54     255 242 207
4791   38   55     253 221 188
4792   38   56     225 187 151
4794   38   58     242 206 168
4795   38   59     183 150 112
4796   38   60     235 199 164
4797   38   61     213 184 143
4798   38   62     245 215 191
4799   38   63     219 198 174
4800   38   64     215 190 164
4801   38   65     255 250 217
4802   38   66     239 210 179
4803   38   67     255 220 195
4804   38   68     224 181 152
4805   38   69     252 211 170
4806   38   70     249 210 175
4807   38   71     255 231 201
4808   38   72     230 210 187
4817   38   81     122 79  58
4818   38   82     104 55  40
4819   38   83     112 75  57
4820   38   84     123 85  63
4821   38   85     113 74  49
4822   38   86     102 61  45
4842   38   106    105 72  51
4844   38   108    213 177 155
4845   38   109    212 180 162
4846   38   110    133 93  74
4848   38   112    188 149 128
4849   38   113    176 139 117
4850   38   114    109 82  61
4873   39   9      225 198 170
4875   39   11     237 207 200
4876   39   12     238 204 194
4877   39   13     243 201 189
4878   39   14     225 186 175
4879   39   15     255 239 220
4908   39   44     92  58  38
4909   39   45     105 59  35
4910   39   46     255 207 180
4911   39   47     255 179 146
4912   39   48     255 176 147
4913   39   49     255 203 167
4914   39   50     240 207 168
4915   39   51     243 229 186
4920   39   56     251 230 180
4922   39   58     231 213 177
4923   39   59     247 238 203
4925   39   61     252 241 206
4926   39   62     244 227 191
4927   39   63     255 248 208
4928   39   64     254 238 212
4929   39   65     255 239 209
4930   39   66     248 215 187
4931   39   67     254 213 184
4932   39   68     255 221 181
4933   39   69     255 244 205
4934   39   70     238 205 173
4935   39   71     213 186 160
4945   39   81     126 85  67
4946   39   82     99  50  31
4948   39   84     126 85  67
4950   39   86     142 103 87
4969   39   105    144 113 97
4971   39   107    164 120 97
4973   39   109    255 249 234
4974   39   110    166 126 108
4975   39   111    124 86  70
4976   39   112    180 141 121
4977   39   113    133 95  72
5000   40   8      109 78  56
5001   40   9      250 228 204
5002   40   10     244 221 207
5003   40   11     215 184 177
5004   40   12     227 191 178
5005   40   13     250 211 200
5006   40   14     225 189 176
5010   40   18     179 169 159
5038   40   46     116 76  51
5039   40   47     255 241 226
5040   40   48     255 212 190
5041   40   49     252 213 174
5042   40   50     249 222 186
5043   40   51     255 237 202
5045   40   53     255 245 206
5057   40   65     255 232 191
5058   40   66     255 241 212
5059   40   67     255 244 208
5060   40   68     255 230 183
5061   40   69     205 173 144
5062   40   70     205 182 160
5074   40   82     105 57  36
5076   40   84     193 152 134
5078   40   86     111 72  58
5096   40   104    130 109 94
5102   40   110    255 237 224
5103   40   111    202 163 147
5104   40   112    180 140 121
5105   40   113    176 138 115
5108   40   116    104 87  80
5130   41   10     251 226 214
5131   41   11     215 184 176
5132   41   12     234 196 187
5133   41   13     245 209 200
5134   41   14     255 231 213
5138   41   18     92  77  70
5168   41   48     204 173 153
5170   41   50     255 238 210
5171   41   51     255 230 208
5172   41   52     255 235 214
5173   41   53     255 237 212
5174   41   54     246 243 192
5185   41   65     255 224 168
5186   41   66     255 245 211
5187   41   67     213 170 130
5188   41   68     255 215 161
5189   41   69     246 224 205
5202   41   82     111 68  37
5204   41   84     135 94  79
5205   41   85     130 92  75
5207   41   87     92  68  59
5213   41   93     109 89  81
5218   41   98     102 85  72
5224   41   104    102 76  59
5226   41   106    162 124 96
5228   41   108    255 245 228
5229   41   109    245 210 194
5230   41   110    255 233 225
5232   41   112    154 113 93
5236   41   116    119 102 95
5256   42   8      106 64  30
