INDEX  ROW  COLUMN R   G   B
770    13   2      172 152 128
771    13   3      135 109 99
829    13   61     225 191 156
830    13   62     237 202 173
831    13   63     234 186 153
832    13   64     234 186 153
833    14   1      227 191 163
834    14   2      154 126 87
835    14   3      181 156 149
836    14   4      195 165 126
837    14   5      182 161 132
838    14   6      91  77  69
885    14   53     184 163 111
886    14   54     213 189 173
887    14   55     211 194 158
888    14   56     255 228 196
889    14   57     255 221 189
891    14   59     255 246 208
892    14   60     228 184 126
893    14   61     255 232 180
894    14   62     255 235 204
895    14   63     215 205 182
896    14   64     215 205 182
897    15   1      255 241 206
898    15   2      209 201 188
899    15   3      210 200 191
900    15   4      142 122 80
917    15   21     159 111 61
918    15   22     179 154 127
919    15   23     146 118 92
920    15   24     122 91  84
921    15   25     139 116 106
922    15   26     159 137 126
923    15   27     148 121 111
943    15   47     182 167 117
944    15   48     224 189 160
945    15   49     233 204 157
947    15   51     255 246 227
948    15   52     232 197 154
949    15   53     232 194 158
950    15   54     243 210 180
951    15   55     236 203 144
961    16   1      255 230 195
974    16   14     125 95  71
975    16   15     167 134 104
976    16   16     211 160 128
977    16   17     200 155 124
978    16   18     199 152 122
979    16   19     157 106 77
980    16   20     241 229 195
981    16   21     209 189 160
982    16   22     213 199 188
983    16   23     198 180 174
984    16   24     192 176 135
985    16   25     188 174 144
986    16   26     177 161 130
987    16   27     177 163 130
988    16   28     170 140 114
989    16   29     162 130 95
990    16   30     162 129 96
991    16   31     188 144 116
992    16   32     170 161 127
993    16   33     186 170 134
994    16   34     189 172 145
995    16   35     194 175 142
996    16   36     207 188 166
997    16   37     196 181 152
998    16   38     204 185 159
999    16   39     199 186 153
1000   16   40     219 189 156
1001   16   41     208 175 141
1002   16   42     214 177 146
1003   16   43     217 174 137
1004   16   44     209 179 154
1005   16   45     215 178 147
1006   16   46     218 182 153
1007   16   47     230 192 149
1008   16   48     243 226 203
1010   16   50     160 146 122
1036   17   12     144 125 101
1037   17   13     189 167 145
1038   17   14     238 215 199
1039   17   15     244 216 192
1040   17   16     202 203 176
1041   17   17     203 202 176
1042   17   18     193 191 167
1043   17   19     127 132 108
1045   17   21     244 226 196
1046   17   22     237 213 192
1047   17   23     215 200 172
1048   17   24     212 195 183
1049   17   25     188 169 160
1050   17   26     196 174 154
1051   17   27     184 160 140
1052   17   28     196 177 160
1053   17   29     190 172 152
1054   17   30     205 187 172
1055   17   31     213 186 172
1056   17   32     203 196 157
1057   17   33     212 190 167
1058   17   34     216 195 171
1059   17   35     218 187 172
1060   17   36     216 196 180
1061   17   37     221 199 180
1062   17   38     227 202 181
1063   17   39     217 195 175
1064   17   40     226 207 175
1065   17   41     215 195 172
1066   17   42     226 208 192
1067   17   43     229 211 192
1068   17   44     223 203 189
1069   17   45     231 210 194
1070   17   46     212 201 174
1071   17   47     219 209 183
1072   17   48     244 225 209
1073   17   49     92  77  60
1096   18   8      184 161 121
1097   18   9      214 185 165
1098   18   10     206 180 155
1099   18   11     173 152 129
1100   18   12     183 147 111
1101   18   13     217 192 169
1102   18   14     203 189 170
1103   18   15     203 189 166
1104   18   16     191 172 160
1105   18   17     187 164 151
1106   18   18     178 155 142
1107   18   19     123 99  92
1109   18   21     227 210 189
1110   18   22     241 222 201
1111   18   23     229 214 193
1112   18   24     227 203 174
1113   18   25     212 188 159
1114   18   26     202 183 159
1115   18   27     190 168 143
1116   18   28     193 176 168
1117   18   29     202 181 166
1118   18   30     207 190 167
1119   18   31     202 191 157
1120   18   32     216 195 188
1121   18   33     222 202 189
1122   18   34     215 196 184
1123   18   35     222 203 193
1124   18   36     221 206 180
1125   18   37     223 205 185
1126   18   38     224 207 186
1127   18   39     222 205 185
1128   18   40     226 209 189
1129   18   41     217 199 182
1130   18   42     219 202 183
1131   18   43     215 196 172
1132   18   44     217 208 196
1133   18   45     215 196 176
1134   18   46     253 218 196
1135   18   47     219 185 158
1136   18   48     231 212 187
1137   18   49     240 204 207
1139   18   51     187 172 178
1140   18   52     113 83  58
1157   19   5      181 159 134
1158   19   6      197 172 140
1159   19   7      189 163 132
1160   19   8      248 215 203
1161   19   9      216 191 176
1162   19   10     210 183 167
1163   19   11     199 171 151
1164   19   12     196 180 163
1165   19   13     186 171 152
1166   19   14     187 166 144
1167   19   15     185 158 133
1168   19   16     182 161 155
1169   19   17     184 164 153
1170   19   18     191 171 161
1171   19   19     153 133 122
1173   19   21     255 242 220
1174   19   22     228 210 188
1175   19   23     180 158 136
1176   19   24     175 163 139
1177   19   25     161 149 130
1178   19   26     172 158 144
1179   19   27     192 176 162
1180   19   28     199 184 173
1181   19   29     202 188 172
1182   19   30     205 191 173
1183   19   31     208 196 182
1184   19   32     225 203 184
1185   19   33     216 198 179
1186   19   34     211 192 174
1187   19   35     224 203 186
1188   19   36     215 198 175
1189   19   37     220 202 182
1190   19   38     219 201 181
1191   19   39     217 199 179
1192   19   40     218 200 180
1193   19   41     222 204 184
1194   19   42     222 204 184
1195   19   43     227 208 189
1196   19   44     227 207 188
1197   19   45     255 226 209
1201   19   49     241 206 174
1202   19   50     175 159 94
1218   20   2      150 118 107
1219   20   3      135 116 84
1220   20   4      173 155 121
1221   20   5      204 191 168
1222   20   6      195 178 155
1223   20   7      184 167 145
1224   20   8      178 167 136
1225   20   9      173 163 129
1226   20   10     180 169 138
1227   20   11     174 166 136
1228   20   12     174 153 138
1229   20   13     196 182 166
1230   20   14     179 168 157
1231   20   15     195 186 181
1232   20   16     205 186 161
1233   20   17     195 180 155
1234   20   18     193 174 149
1235   20   19     153 135 113
1236   20   20     255 249 223
1237   20   21     217 198 177
1238   20   22     231 213 191
1241   20   25     241 225 209
1242   20   26     186 173 158
1243   20   27     133 117 107
1244   20   28     131 117 100
1245   20   29     123 106 90
1246   20   30     143 128 111
1247   20   31     171 159 148
1248   20   32     189 167 144
1249   20   33     206 190 170
1250   20   34     217 197 179
1251   20   35     218 199 183
1252   20   36     213 196 174
1253   20   37     221 204 183
