INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1794   29   2      |0   0   0  | 77  87  97
1795   29   3      |0   0   0  | 137 147 157
1796   29   4      |0   0   0  | 197 207 217
1857   30   1      |0   0   0  | 17  27  37
1858   30   2      |0   0   0  | 77  87  97
1859   30   3      |0   0   0  | 137 147 157
1860   30   4      |0   0   0  | 197 207 217
1921   31   1      |0   0   0  | 17  27  37
1922   31   2      |0   0   0  | 77  87  97
1923   31   3      |0   0   0  | 137 147 157
1924   31   4      |0   0   0  | 197 207 217
1985   32   1      |0   0   0  | 17  27  37
1986   32   2      |0   0   0  | 77  87  97
1987   32   3      |0   0   0  | 137 147 157
1988   32   4      |0   0   0  | 197 207 217
2049   33   1      |0   0   0  | 17  27  37
2050   33   2      |0   0   0  | 77  87  97
2051   33   3      |0   0   0  | 137 147 157
2052   33   4      |0   0   0  | 197 207 217
2113   34   1      |0   0   0  | 17  27  37
2114   34   2      |0   0   0  | 77  87  97
2115   34   3      |0   0   0  | 137 147 157
2116   34   4      |0   0   0  | 197 207 217
2177   35   1      |0   0   0  | 17  27  37
2178   35   2      |0   0   0  | 77  87  97
2179   35   3      |0   0   0  | 137 147 157
2180   35   4      |0   0   0  | 197 207 217
2241   36   1      |0   0   0  | 17  27  37
2242   36   2      |0   0   0  | 77  87  97
2243   36   3      |0   0   0  | 137 147 157
2244   36   4      |0   0   0  | 197 207 217
2305   37   1      |0   0   0  | 17  27  37
2306   37   2      |0   0   0  | 77  87  97
2307   37   3      |0   0   0  | 137 147 157
2308   37   4      |0   0   0  | 197 207 217
2369   38   1      |0   0   0  | 17  27  37
2370   38   2      |0   0   0  | 77  87  97
2371   38   3      |0   0   0  | 137 147 157
2372   38   4      |0   0   0  | 197 207 217
2433   39   1      |0   0   0  | 17  27  37
2434   39   2      |0   0   0  | 77  87  97
2435   39   3      |0   0   0  | 137 147 157
2436   39   4      |0   0   0  | 197 207 217
2497   40   1      |0   0   0  | 17  27  37
2498   40   2      |0   0   0  | 77  87  97
2499   40   3      |0   0   0  | 137 147 157
2500   40   4      |0   0   0  | 197 207 217
2561   41   1      |0   0   0  | 17  27  37
2562   41   2      |0   0   0  | 77  87  97
2563   41   3      |0   0   0  | 137 147 157
2564   41   4      |0   0   0  | 197 207 217
2625   42   1      |0   0   0  | 17  27  37
2626   42   2      |0   0   0  | 77  87  97
2627   42   3      |0   0   0  | 137 147 157
2628   42   4      |0   0   0  | 197 207 217
2689   43   1      |0   0   0  | 17  27  37
2690   43   2      |0   0   0  | 77  87  97
2691   43   3      |0   0   0  | 137 147 157
2692   43   4      |0   0   0  | 197 207 217
2753   44   1      |0   0   0  | 17  27  37
2754   44   2      |0   0   0  | 77  87  97
2755   44   3      |0   0   0  | 137 147 157
2756   44   4      |0   0   0  | 197 207 217
2817   45   1      |0   0   0  | 17  27  37
2818   45   2      |0   0   0  | 77  87  97
2819   45   3      |0   0   0  | 137 147 157
2820   45   4      |0   0   0  | 197 207 217
2881   46   1      |0   0   0  | 17  27  37
2882   46   2      |0   0   0  | 77  87  97
2883   46   3      |0   0   0  | 137 147 157
2884   46   4      |0   0   0  | 197 207 217
2945   47   1      |0   0   0  | 17  27  37
2946   47   2      |0   0   0  | 77  87  97
2947   47   3      |0   0   0  | 137 147 157
2948   47   4      |0   0   0  | 197 207 217
3009   48   1      |0   0   0  | 17  27  37
3010   48   2      |0   0   0  | 77  87  97
3011   48   3      |0   0   0  | 137 147 157
3012   48   4      |0   0   0  | 197 207 217
3073   49   1      |0   0   0  | 17  27  37
3074   49   2      |0   0   0  | 77  87  97
3075   49   3      |0   0   0  | 137 147 157
3076   49   4      |0   0   0  | 197 207 217
3137   50   1      |0   0   0  | 17  27  37
3138   50   2      |0   0   0  | 77  87  97
3139   50   3      |0   0   0  | 137 147 157
3140   50   4      |0   0   0  | 197 207 217
3201   51   1      |0   0   0  | 17  27  37
3202   51   2      |0   0   0  | 77  87  97
3203   51   3      |0   0   0  | 137 147 157
3204   51   4      |0   0   0  | 197 207 217
3265   52   1      |0   0   0  | 17  27  37
3266   52   2      |0   0   0  | 77  87  97
3267   52   3      |0   0   0  | 137 147 157
3268   52   4      |0   0   0  | 197 207 217
3329   53   1      |0   0   0  | 17  27  37
3330   53   2      |0   0   0  | 77  87  97
3331   53   3      |0   0   0  | 137 147 157
3332   53   4      |0   0   0  | 197 207 217
3393   54   1      |0   0   0  | 17  27  37
3394   54   2      |0   0   0  | 77  87  97
3395   54   3      |0   0   0  | 137 147 157
3396   54   4      |0   0   0  | 197 207 217
3457   55   1      |0   0   0  | 17  27  37
3458   55   2      |0   0   0  | 77  87  97
3459   55   3      |0   0   0  | 137 147 157
3460   55   4      |0   0   0  | 197 207 217
3521   56   1      |0   0   0  | 17  27  37
3522   56   2      |0   0   0  | 77  87  97
3523   56   3      |0   0   0  | 137 147 157
3524   56   4      |0   0   0  | 197 207 217
3585   57   1      |0   0   0  | 17  27  37
3586   57   2      |0   0   0  | 77  87  97
3587   57   3      |0   0   0  | 137 147 157
3588   57   4      |0   0   0  | 197 207 217
3649   58   1      |0   0   0  | 17  27  37
3650   58   2      |0   0   0  | 77  87  97
3651   58   3      |0   0   0  | 137 147 157
3652   58   4      |0   0   0  | 197 207 217
3713   59   1      |0   0   0  | 17  27  37
3714   59   2      |0   0   0  | 77  87  97
3715   59   3      |0   0   0  | 137 147 157
3716   59   4      |0   0   0  | 197 207 217
3777   60   1      |0   0   0  | 17  27  37
3778   60   2      |0   0   0  | 77  87  97
3779   60   3      |0   0   0  | 137 147 157
3780   60   4      |0   0   0  | 197 207 217
3841   61   1      |0   0   0  | 17  27  37
3842   61   2      |0   0   0  | 77  87  97
3843   61   3      |0   0   0  | 137 147 157
3844   61   4      |0   0   0  | 197 207 217
3905   62   1      |0   0   0  | 17  27  37
3906   62   2      |0   0   0  | 77  87  97
3907   62   3      |0   0   0  | 137 147 157
3908   62   4      |0   0   0  | 197 207 217
3969   63   1      |0   0   0  | 17  27  37
3970   63   2      |0   0   0  | 77  87  97
3971   63   3      |0   0   0  | 137 147 157
3972   63   4      |0   0   0  | 197 207 217
4033   64   1      |0   0   0  | 17  27  37
4034   64   2      |0   0   0  | 77  87  97
4035   64   3      |0   0   0  | 137 147 157
4036   64   4      |0   0   0  | 197 207 217
