INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
196    4    4      |0   0   0  | 112 20  119
257    5    1      |0   0   0  | 132 12  195
258    5    2      |0   0   0  | 131 123 132
259    5    3      |0   0   0  | 112 37  59
260    5    4      |0   0   0  | 112 20  119
321    6    1      |0   0   0  | 132 12  195
322    6    2      |0   0   0  | 131 123 132
323    6    3      |0   0   0  | 112 37  59
324    6    4      |0   0   0  | 112 20  119
385    7    1      |0   0   0  | 132 12  195
386    7    2      |0   0   0  | 131 123 132
387    7    3      |0   0   0  | 112 37  59
388    7    4      |0   0   0  | 112 20  119
449    8    1      |0   0   0  | 132 12  195
450    8    2      |0   0   0  | 131 123 132
451    8    3      |0   0   0  | 112 37  59
452    8    4      |0   0   0  | 112 20  119
513    9    1      |0   0   0  | 132 12  195
514    9    2      |0   0   0  | 131 123 132
515    9    3      |0   0   0  | 112 37  59
516    9    4      |0   0   0  | 112 20  119
577    10   1      |0   0   0  | 132 12  195
578    10   2      |0   0   0  | 131 123 132
579    10   3      |0   0   0  | 112 37  59
580    10   4      |0   0   0  | 112 20  119
641    11   1      |0   0   0  | 132 12  195
642    11   2      |0   0   0  | 131 123 132
643    11   3      |0   0   0  | 112 37  59
644    11   4      |0   0   0  | 112 20  119
705    12   1      |0   0   0  | 132 12  195
706    12   2      |0   0   0  | 131 123 132
707    12   3      |0   0   0  | 112 37  59
708    12   4      |0   0   0  | 112 20  119
769    13   1      |0   0   0  | 132 12  195
770    13   2      |0   0   0  | 131 123 132
771    13   3      |0   0   0  | 112 37  59
772    13   4      |0   0   0  | 112 20  119
833    14   1      |0   0   0  | 132 12  195
834    14   2      |0   0   0  | 131 123 132
835    14   3      |0   0   0  | 112 37  59
836    14   4      |0   0   0  | 112 20  119
897    15   1      |0   0   0  | 132 12  195
898    15   2      |0   0   0  | 131 123 132
899    15   3      |0   0   0  | 112 37  59
900    15   4      |0   0   0  | 112 20  119
961    16   1      |0   0   0  | 132 12  195
962    16   2      |0   0   0  | 131 123 132
963    16   3      |0   0   0  | 112 37  59
964    16   4      |0   0   0  | 112 20  119
1025   17   1      |0   0   0  | 132 12  195
1026   17   2      |0   0   0  | 131 123 132
1027   17   3      |0   0   0  | 112 37  59
1028   17   4      |0   0   0  | 112 20  119
1089   18   1      |0   0   0  | 132 12  195
1090   18   2      |0   0   0  | 131 123 132
1091   18   3      |0   0   0  | 112 37  59
1092   18   4      |0   0   0  | 112 20  119
1153   19   1      |0   0   0  | 132 12  195
1154   19   2      |0   0   0  | 131 123 132
1155   19   3      |0   0   0  | 112 37  59
1156   19   4      |0   0   0  | 112 20  119
1217   20   1      |0   0   0  | 132 12  195
1218   20   2      |0   0   0  | 131 123 132
1219   20   3      |0   0   0  | 112 37  59
1220   20   4      |0   0   0  | 112 20  119
1281   21   1      |0   0   0  | 132 12  195
1282   21   2      |0   0   0  | 131 123 132
1283   21   3      |0   0   0  | 112 37  59
1284   21   4      |0   0   0  | 112 20  119
1345   22   1      |0   0   0  | 132 12  195
1346   22   2      |0   0   0  | 131 123 132
1347   22   3      |0   0   0  | 112 37  59
1348   22   4      |0   0   0  | 112 20  119
1409   23   1      |0   0   0  | 132 12  195
1410   23   2      |0   0   0  | 131 123 132
1411   23   3      |0   0   0  | 112 37  59
1412   23   4      |0   0   0  | 112 20  119
1473   24   1      |0   0   0  | 132 12  195
1474   24   2      |0   0   0  | 131 123 132
1475   24   3      |0   0   0  | 112 37  59
1476   24   4      |0   0   0  | 112 20  119
1537   25   1      |0   0   0  | 132 12  195
1538   25   2      |0   0   0  | 131 123 132
1539   25   3      |0   0   0  | 112 37  59
1540   25   4      |0   0   0  | 112 20  119
1601   26   1      |0   0   0  | 132 12  195
1602   26   2      |0   0   0  | 131 123 132
1603   26   3      |0   0   0  | 112 37  59
1604   26   4      |0   0   0  | 112 20  119
1665   27   1      |0   0   0  | 132 12  195
1666   27   2      |0   0   0  | 131 123 132
1667   27   3      |0   0   0  | 112 37  59
1668   27   4      |0   0   0  | 112 20  119
1729   28   1      |0   0   0  | 132 12  195
1730   28   2      |0   0   0  | 131 123 132
1731   28   3      |0   0   0  | 112 37  59
1732   28   4      |0   0   0  | 112 20  119
1793   29   1      |0   0   0  | 132 12  195
1794   29   2      |0   0   0  | 131 123 132
1795   29   3      |0   0   0  | 112 37  59
1796   29   4      |0   0   0  | 112 20  119
1857   30   1      |0   0   0  | 132 12  195
1858   30   2      |0   0   0  | 131 123 132
1859   30   3      |0   0   0  | 112 37  59
1860   30   4      |0   0   0  | 112 20  119
1921   31   1      |0   0   0  | 132 12  195
1922   31   2      |0   0   0  | 131 123 132
1923   31   3      |0   0   0  | 112 37  59
1924   31   4      |0   0   0  | 112 20  119
1985   32   1      |0   0   0  | 132 12  195
1986   32   2      |0   0   0  | 131 123 132
1987   32   3      |0   0   0  | 112 37  59
1988   32   4      |0   0   0  | 112 20  119
2049   33   1      |0   0   0  | 132 12  195
2050   33   2      |0   0   0  | 131 123 132
2051   33   3      |0   0   0  | 112 37  59
2052   33   4      |0   0   0  | 112 20  119
2113   34   1      |0   0   0  | 132 12  195
2114   34   2      |0   0   0  | 131 123 132
2115   34   3      |0   0   0  | 112 37  59
2116   34   4      |0   0   0  | 112 20  119
2177   35   1      |0   0   0  | 132 12  195
2178   35   2      |0   0   0  | 131 123 132
2179   35   3      |0   0   0  | 112 37  59
2180   35   4      |0   0   0  | 112 20  119
2241   36   1      |0   0   0  | 132 12  195
2242   36   2      |0   0   0  | 131 123 132
2243   36   3      |0   0   0  | 112 37  59
2244   36   4      |0   0   0  | 112 20  119
2305   37   1      |0   0   0  | 132 12  195
2306   37   2      |0   0   0  | 131 123 132
2307   37   3      |0   0   0  | 112 37  59
2308   37   4      |0   0   0  | 112 20  119
2369   38   1      |0   0   0  | 132 12  195
2370   38   2      |0   0   0  | 131 123 132
2371   38   3      |0   0   0  | 112 37  59
2372   38   4      |0   0   0  | 112 20  119
2433   39   1      |0   0   0  | 132 12  195
2434   39   2      |0   0   0  | 131 123 132
2435   39   3      |0   0   0  | 112 37  59
2436   39   4      |0   0   0  | 112 20  119
2497   40   1      |0   0   0  | 132 12  195
2498   40   2      |0   0   0  | 131 123 132
2499   40   3      |0   0   0  | 112 37  59
2500   40   4      |0   0   0  | 112 20  119
2561   41   1      |0   0   0  | 132 12  195
2562   41   2      |0   0   0  | 131 123 132
2563   41   3      |0   0   0  | 112 37  59
2564   41   4      |0   0   0  | 112 20  119
2625   42   1      |0   0   0  | 132 12  195
2626   42   2      |0   0   0  | 131 123 132
2627   42   3      |0   0   0  | 112 37  59
2628   42   4      |0   0   0  | 112 20  119
2689   43   1      |0   0   0  | 132 12  195
2690   43   2      |0   0   0  | 131 123 132
2691   43   3      |0   0   0  | 112 37  59
2692   43   4      |0   0   0  | 112 20  119
2753   44   1      |0   0   0  | 132 12  195
2754   44   2      |0   0   0  | 131 123 132
2755   44   3      |0   0   0  | 112 37  59
2756   44   4      |0   0   0  | 112 20  119
2817   45   1      |0   0   0  | 132 12  195
2818   45   2      |0   0   0  | 131 123 132
2819   45   3      |0   0   0  | 112 37  59
2820   45   4      |0   0   0  | 112 20  119
2881   46   1      |0   0   0  | 132 12  195
2882   46   2      |0   0   0  | 131 123 132
2883   46   3      |0   0   0  | 112 37  59
2884   46   4      |0   0   0  | 112 20  119
2945   47   1      |0   0   0  | 132 12  195
2946   47   2      |0   0   0  | 131 123 132
2947   47   3      |0   0   0  | 112 37  59
2948   47   4      |0   0   0  | 112 20  119
3009   48   1      |0   0   0  | 132 12  195
3010   48   2      |0   0   0  | 131 123 132
3011   48   3      |0   0   0  | 112 37  59
3012   48   4      |0   0   0  | 112 20  119
3073   49   1      |0   0   0  | 132 12  195
3074   49   2      |0   0   0  | 131 123 132
3075   49   3      |0   0   0  | 112 37  59
3076   49   4      |0   0   0  | 112 20  119
3137   50   1      |0   0   0  | 132 12  195
3138   50   2      |0   0   0  | 131 123 132
3139   50   3      |0   0   0  | 112 37  59
3140   50   4      |0   0   0  | 112 20  119
3201   51   1      |0   0   0  | 132 12  195
3202   51   2      |0   0   0  | 131 123 132
3203   51   3      |0   0   0  | 112 37  59
3204   51   4      |0   0   0  | 112 20  119
3265   52   1      |0   0   0  | 132 12  195
3266   52   2      |0   0   0  | 131 123 132
3267   52   3      |0   0   0  | 112 37  59
3268   52   4      |0   0   0  | 112 20  119
3329   53   1      |0   0   0  | 132 12  195
3330   53   2      |0   0   0  | 131 123 132
3331   53   3      |0   0   0  | 112 37  59
3332   53   4      |0   0   0  | 112 20  119
3393   54   1      |0   0   0  | 132 12  195
3394   54   2      |0   0   0  | 131 123 132
3395   54   3      |0   0   0  | 112 37  59
3396   54   4      |0   0   0  | 112 20  119
3457   55   1      |0   0   0  | 132 12  195
3458   55   2      |0   0   0  | 131 123 132
3459   55   3      |0   0   0  | 112 37  59
3460   55   4      |0   0   0  | 112 20  119
3521   56   1      |0   0   0  | 132 12  195
3522   56   2      |0   0   0  | 131 123 132
3523   56   3      |0   0   0  | 112 37  59
3524   56   4      |0   0   0  | 112 20  119
3585   57   1      |0   0   0  | 132 12  195
3586   57   2      |0   0   0  | 131 123 132
3587   57   3      |0   0   0  | 112 37  59
3588   57   4      |0   0   0  | 112 20  119
3649   58   1      |0   0   0  | 132 12  195
3650   58   2      |0   0   0  | 131 123 132
3651   58   3      |0   0   0  | 112 37  59
3652   58   4      |0   0   0  | 112 20  119
3713   59   1      |0   0   0  | 132 12  195
3714   59   2      |0   0   0  | 131 123 132
3715   59   3      |0   0   0  | 112 37  59
3716   59   4      |0   0   0  | 112 20  119
3777   60   1      |0   0   0  | 132 12  195
3778   60   2      |0   0   0  | 131 123 132
3779   60   3      |0   0   0  | 112 37  59
3780   60   4      |0   0   0  | 112 20  119
3841   61   1      |0   0   0  | 132 12  195
3842   61   2      |0   0   0  | 131 123 132
3843   61   3      |0   0   0  | 112 37  59
3844   61   4      |0   0   0  | 112 20  119
3905   62   1      |0   0   0  | 132 12  195
3906   62   2      |0   0   0  | 131 123 132
3907   62   3      |0   0   0  | 112 37  59
3908   62   4      |0   0   0  | 112 20  119
3969   63   1      |0   0   0  | 132 12  195
3970   63   2      |0   0   0  | 131 123 132
3971   63   3      |0   0   0  | 112 37  59
3972   63   4      |0   0   0  | 112 20  119
4033   64   1      |0   0   0  | 132 12  195
4034   64   2      |0   0   0  | 131 123 132
4035   64   3      |0   0   0  | 112 37  59
4036   64   4      |0   0   0  | 112 20  119
