INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
218    4    26     |130 138 140| 125 52  3
339    6    19     |133 141 150| 33  8   3
357    6    37     |121 127 133| 125 46  2
399    7    15     |167 167 173| 59  17  5
402    7    18     |150 153 154| 73  17  2
413    7    29     |135 139 148| 92  39  1
421    7    37     |117 120 119| 119 49  2
426    7    42     |139 95  70 | 108 45  3
463    8    15     |142 139 144| 53  9   6
481    8    33     |179 177 169| 87  38  3
484    8    36     |118 124 130| 86  40  2
490    8    42     |153 92  66 | 114 46  2
554    9    42     |149 93  71 | 114 50  2
605    10   29     |120 129 136| 114 45  3
793    13   25     |130 101 79 | 69  18  1
846    14   14     |166 162 170| 89  31  3
854    14   22     |160 135 96 | 51  16  1
857    14   25     |127 99  78 | 88  23  2
1040   17   16     |77  85  90 | 32  21  2
1173   19   21     |113 82  58 | 91  35  2
1298   21   18     |90  96  97 | 43  17  5
1305   21   25     |123 99  80 | 84  28  2
1362   22   18     |94  100 98 | 111 41  2
1492   24   20     |132 105 86 | 37  16  4
1618   26   18     |99  99  93 | 145 57  5
1621   26   21     |130 104 83 | 65  20  4
1686   27   22     |132 107 80 | 30  14  7
1880   30   24     |172 143 116| 79  37  5
1945   31   25     |136 107 79 | 48  30  13
2919   46   39     |30  33  38 | 29  5   3
2920   46   40     |29  27  41 | 43  1   1
2921   46   41     |29  24  39 | 30  3   3
2922   46   42     |26  24  34 | 15  10  8
2923   46   43     |24  21  28 | 20  2   6
2924   46   44     |24  19  26 | 15  4   6
2927   46   47     |14  15  15 | 9   6   4
2983   47   39     |30  37  44 | 23  7   11
2984   47   40     |29  34  45 | 34  7   7
2985   47   41     |28  32  40 | 33  8   3
2986   47   42     |29  29  40 | 29  10  8
2987   47   43     |27  25  32 | 24  9   10
2988   47   44     |31  28  34 | 19  7   10
2989   47   45     |32  24  35 | 18  8   6
2990   47   46     |22  26  32 | 17  11  4
2991   47   47     |17  22  26 | 24  3   6
3047   48   39     |32  39  50 | 24  5   10
3048   48   40     |28  40  47 | 30  8   9
3049   48   41     |27  37  48 | 40  10  1
3050   48   42     |26  32  45 | 45  10  3
3051   48   43     |34  32  46 | 31  9   10
3052   48   44     |30  32  40 | 32  7   9
3053   48   45     |26  31  34 | 31  8   5
3054   48   46     |22  29  34 | 27  11  2
3055   48   47     |23  27  36 | 28  1   8
