INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
14     1    14     |0   0   11 | 16  17  15
15     1    15     |0   11  19 | 30  34  32
16     1    16     |0   0   0  | 33  36  34
17     1    17     |0   0   0  | 44  40  33
18     1    18     |0   0   0  | 51  45  37
19     1    19     |127 128 126| 54  50  46
20     1    20     |127 131 131| 49  45  46
21     1    21     |147 147 144| 37  34  35
22     1    22     |171 163 158| 36  32  30
23     1    23     |194 190 187| 46  40  36
24     1    24     |215 212 211| 56  50  41
25     1    25     |164 162 165| 61  57  42
26     1    26     |121 118 117| 62  57  45
27     1    27     |143 139 138| 52  47  46
28     1    28     |189 183 180| 35  35  43
29     1    29     |214 207 201| 25  33  41
30     1    30     |227 223 212| 22  35  39
31     1    31     |223 217 214| 24  34  39
32     1    32     |166 165 169| 36  40  47
33     1    33     |127 130 138| 51  48  54
34     1    34     |121 132 133| 56  50  54
35     1    35     |116 126 128| 55  50  55
36     1    36     |129 136 139| 54  51  54
37     1    37     |195 196 201| 51  51  52
38     1    38     |214 210 214| 47  49  49
39     1    39     |217 213 216| 41  45  41
40     1    40     |214 212 216| 31  40  31
41     1    41     |212 211 211| 29  38  31
42     1    42     |197 199 200| 31  36  34
43     1    43     |184 186 184| 31  35  31
44     1    44     |148 152 148| 34  37  34
45     1    45     |118 125 117| 35  38  41
46     1    46     |140 144 141| 32  36  44
47     1    47     |123 126 124| 28  34  44
48     1    48     |128 130 126| 25  35  42
49     1    49     |149 151 151| 27  35  40
50     1    50     |152 155 159| 34  37  44
51     1    51     |139 144 150| 37  39  47
52     1    52     |131 139 145| 36  37  44
53     1    53     |129 139 140| 41  40  41
54     1    54     |134 139 142| 50  49  43
55     1    55     |164 167 171| 52  50  47
56     1    56     |156 159 164| 44  40  47
57     1    57     |149 150 153| 37  31  44
58     1    58     |174 173 170| 39  33  42
59     1    59     |208 207 201| 47  42  40
60     1    60     |192 190 191| 50  45  29
61     1    61     |156 154 163| 48  45  19
62     1    62     |138 134 144| 46  45  19
63     1    63     |164 162 165| 44  43  19
64     1    64     |186 181 176| 46  41  18
65     1    65     |160 153 139| 47  41  18
66     1    66     |158 152 135| 46  43  18
67     1    67     |153 150 134| 46  43  19
68     1    68     |147 143 128| 46  40  20
69     1    69     |149 140 127| 46  38  20
70     1    70     |151 144 130| 46  38  21
71     1    71     |150 145 129| 46  38  22
72     1    72     |152 146 132| 45  37  21
73     1    73     |150 141 131| 43  34  18
74     1    74     |148 139 129| 41  31  16
75     1    75     |149 140 131| 40  31  13
76     1    76     |148 139 130| 42  32  8
77     1    77     |142 133 124| 42  32  6
78     1    78     |128 119 110| 38  31  8
79     1    79     |123 114 106| 36  31  8
80     1    80     |120 110 98 | 38  32  4
81     1    81     |122 109 95 | 41  33  1
82     1    82     |116 107 91 | 40  33  1
83     1    83     |111 103 91 | 37  32  3
84     1    84     |109 102 86 | 37  32  3
85     1    85     |110 101 82 | 39  33  1
89     1    89     |108 99  80 | 39  30  1
90     1    90     |108 99  76 | 40  31  1
94     1    94     |106 96  79 | 44  28  1
95     1    95     |104 91  68 | 43  28  3
96     1    96     |106 92  67 | 40  27  7
97     1    97     |107 92  72 | 34  22  10
98     1    98     |113 97  80 | 28  20  10
99     1    99     |112 96  82 | 28  26  13
100    1    100    |115 101 87 | 29  30  19
101    1    101    |109 98  88 | 22  25  21
102    1    102    |83  73  69 | 18  21  22
103    1    103    |80  75  68 | 20  21  22
104    1    104    |105 103 94 | 23  21  19
105    1    105    |106 107 101| 30  23  18
106    1    106    |74  77  76 | 37  25  21
107    1    107    |87  89  90 | 36  25  25
108    1    108    |79  80  80 | 35  28  25
109    1    109    |91  87  85 | 43  36  24
110    1    110    |105 97  94 | 46  38  21
111    1    111    |128 117 118| 43  34  17
112    1    112    |112 107 109| 44  34  21
113    1    113    |128 123 118| 46  35  28
114    1    114    |159 151 141| 44  31  29
115    1    115    |137 129 118| 42  32  29
116    1    116    |129 119 110| 41  34  28
117    1    117    |152 142 138| 42  33  27
118    1    118    |154 144 142| 45  34  28
119    1    119    |138 127 128| 48  36  31
120    1    120    |148 142 139| 50  38  33
121    1    121    |134 128 124| 50  40  31
122    1    122    |146 137 135| 51  43  31
123    1    123    |152 142 140| 26  22  16
129    2    1      |175 167 163| 36  20  19
131    2    3      |138 138 135| 3   19  80
132    2    4      |103 107 105| 20  87  16
135    2    7      |83  78  77 | 18  26  18
136    2    8      |80  78  75 | 122 17  25
137    2    9      |76  81  74 | 43  35  39
139    2    11     |83  89  82 | 15  31  58
140    2    12     |82  85  81 | 9   19  28
141    2    13     |129 130 128| 7   18  12
142    2    14     |151 154 159| 20  30  30
143    2    15     |153 157 169| 41  51  59
144    2    16     |111 120 131| 40  52  62
145    2    17     |36  47  52 | 35  39  41
146    2    18     |73  82  75 | 46  43  36
147    2    19     |129 137 141| 39  44  47
148    2    20     |128 138 144| 29  41  52
149    2    21     |135 142 146| 18  27  37
150    2    22     |145 147 144| 16  20  23
151    2    23     |148 153 152| 34  32  28
152    2    24     |147 154 157| 49  46  38
153    2    25     |120 129 132| 54  53  40
154    2    26     |112 117 120| 59  56  46
155    2    27     |128 128 130| 57  49  57
156    2    28     |142 140 137| 32  30  50
