INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
11     1    11     |0   0   0  | 2   2   2
12     1    12     |192 0   0  | 3   4   4
13     1    13     |19  0   0  | 5   6   5
14     1    14     |0   0   11 | 6   6   6
15     1    15     |0   11  19 | 8   7   6
16     1    16     |0   0   0  | 9   8   7
17     1    17     |0   0   0  | 8   8   7
18     1    18     |0   0   0  | 7   7   7
19     1    19     |127 128 126| 6   6   6
20     1    20     |127 131 131| 7   6   5
21     1    21     |147 147 144| 8   7   6
22     1    22     |171 163 158| 10  9   7
23     1    23     |194 190 187| 10  9   7
24     1    24     |215 212 211| 9   8   7
25     1    25     |164 162 165| 7   7   7
26     1    26     |121 118 117| 5   6   7
27     1    27     |143 139 138| 4   5   6
28     1    28     |189 183 180| 4   6   6
29     1    29     |214 207 201| 5   6   7
30     1    30     |227 223 212| 7   7   8
31     1    31     |223 217 214| 9   8   9
32     1    32     |166 165 169| 9   8   9
33     1    33     |127 130 138| 9   8   9
34     1    34     |121 132 133| 8   8   9
35     1    35     |116 126 128| 8   8   8
36     1    36     |129 136 139| 7   8   7
37     1    37     |195 196 201| 6   7   6
38     1    38     |214 210 214| 5   6   5
39     1    39     |217 213 216| 5   6   5
40     1    40     |214 212 216| 5   6   5
41     1    41     |212 211 211| 5   6   5
42     1    42     |197 199 200| 6   6   6
43     1    43     |184 186 184| 5   6   7
44     1    44     |148 152 148| 5   6   7
45     1    45     |118 125 117| 4   6   7
46     1    46     |140 144 141| 4   6   7
47     1    47     |123 126 124| 5   6   7
48     1    48     |128 130 126| 6   6   7
49     1    49     |149 151 151| 6   6   7
50     1    50     |152 155 159| 6   6   7
51     1    51     |139 144 150| 7   7   7
52     1    52     |131 139 145| 8   8   7
53     1    53     |129 139 140| 8   7   8
54     1    54     |134 139 142| 7   6   7
55     1    55     |164 167 171| 6   5   7
56     1    56     |156 159 164| 7   6   7
57     1    57     |149 150 153| 8   7   5
58     1    58     |174 173 170| 8   7   4
59     1    59     |208 207 201| 8   7   3
60     1    60     |192 190 191| 7   7   3
61     1    61     |156 154 163| 7   7   3
62     1    62     |138 134 144| 8   7   3
63     1    63     |164 162 165| 8   7   3
64     1    64     |186 181 176| 8   7   3
65     1    65     |160 153 139| 8   7   3
66     1    66     |158 152 135| 8   6   3
67     1    67     |153 150 134| 8   6   3
68     1    68     |147 143 128| 8   6   3
69     1    69     |149 140 127| 7   6   3
70     1    70     |151 144 130| 7   6   3
71     1    71     |150 145 129| 7   5   3
72     1    72     |152 146 132| 7   5   2
73     1    73     |150 141 131| 7   5   2
74     1    74     |148 139 129| 7   5   1
75     1    75     |149 140 131| 6   5   1
76     1    76     |148 139 130| 6   5   1
77     1    77     |142 133 124| 6   5   1
93     1    93     |107 96  78 | 7   4   1
94     1    94     |106 96  79 | 6   4   1
95     1    95     |104 91  68 | 5   3   2
96     1    96     |106 92  67 | 5   4   2
97     1    97     |107 92  72 | 5   4   3
98     1    98     |113 97  80 | 4   4   3
99     1    99     |112 96  82 | 3   4   3
100    1    100    |115 101 87 | 3   3   3
101    1    101    |109 98  88 | 3   3   3
102    1    102    |83  73  69 | 4   3   3
103    1    103    |80  75  68 | 5   4   3
104    1    104    |105 103 94 | 6   4   4
105    1    105    |106 107 101| 6   4   4
106    1    106    |74  77  76 | 6   5   4
107    1    107    |87  89  90 | 7   6   3
108    1    108    |79  80  80 | 7   6   3
109    1    109    |91  87  85 | 7   6   3
110    1    110    |105 97  94 | 7   6   4
111    1    111    |128 117 118| 7   5   5
112    1    112    |112 107 109| 7   5   5
113    1    113    |128 123 118| 7   5   5
114    1    114    |159 151 141| 7   6   5
115    1    115    |137 129 118| 7   6   4
116    1    116    |129 119 110| 8   6   5
117    1    117    |152 142 138| 8   6   5
118    1    118    |154 144 142| 8   6   5
119    1    119    |138 127 128| 8   7   5
120    1    120    |148 142 139| 6   5   3
121    1    121    |134 128 124| 3   2   2
126    1    126    |172 164 157| 2   2   2
127    1    127    |177 169 162| 4   4   4
128    1    128    |173 167 158| 4   4   4
129    2    1      |175 167 163| 3   10  10
130    2    2      |161 158 153| 3   11  10
131    2    3      |138 138 135| 3   12  3
132    2    4      |103 107 105| 3   5   3
133    2    5      |75  81  80 | 15  6   4
134    2    6      |71  71  69 | 17  5   5
135    2    7      |83  78  77 | 17  6   8
136    2    8      |80  78  75 | 6   5   10
137    2    9      |76  81  74 | 3   4   9
138    2    10     |76  83  76 | 2   3   6
139    2    11     |83  89  82 | 2   4   4
140    2    12     |82  85  81 | 5   7   8
141    2    13     |129 130 128| 7   10  11
142    2    14     |151 154 159| 10  12  12
143    2    15     |153 157 169| 11  12  12
144    2    16     |111 120 131| 13  13  13
145    2    17     |36  47  52 | 14  14  14
146    2    18     |73  82  75 | 12  14  14
147    2    19     |129 137 141| 11  12  13
148    2    20     |128 138 144| 11  11  12
149    2    21     |135 142 146| 13  12  10
150    2    22     |145 147 144| 15  14  12
151    2    23     |148 153 152| 18  17  14
152    2    24     |147 154 157| 19  17  15
153    2    25     |120 129 132| 17  15  15
154    2    26     |112 117 120| 13  13  14
155    2    27     |128 128 130| 9   12  13
156    2    28     |142 140 137| 8   10  12
157    2    29     |152 150 145| 9   11  12
158    2    30     |180 177 173| 11  12  14
159    2    31     |225 219 220| 13  13  15
160    2    32     |204 200 207| 16  15  17
161    2    33     |140 143 148| 17  16  17
162    2    34     |116 126 128| 18  16  17
163    2    35     |113 122 122| 17  16  17
164    2    36     |135 137 142| 16  16  15
165    2    37     |155 152 159| 13  14  13
166    2    38     |150 151 157| 11  13  12
167    2    39     |171 171 175| 9   11  11
168    2    40     |213 210 215| 9   12  11
169    2    41     |214 209 209| 9   12  11
170    2    42     |201 197 195| 10  12  11
171    2    43     |195 193 191| 11  12  13
172    2    44     |153 155 153| 10  12  15
173    2    45     |112 118 119| 10  12  15
174    2    46     |120 127 129| 9   12  14
175    2    47     |118 126 125| 9   12  14
176    2    48     |123 128 126| 10  12  14
177    2    49     |137 143 143| 12  12  14
178    2    50     |144 149 153| 13  13  13
179    2    51     |140 144 152| 14  14  13
180    2    52     |143 149 156| 16  16  13
181    2    53     |133 142 145| 16  16  13
182    2    54     |137 143 143| 15  13  14
183    2    55     |155 159 162| 13  11  13
184    2    56     |148 148 154| 12  10  12
185    2    57     |150 150 151| 13  12  11
186    2    58     |185 185 177| 15  13  8
187    2    59     |210 208 195| 15  13  7
188    2    60     |193 189 183| 15  13  6
189    2    61     |158 152 158| 14  13  6
190    2    62     |129 127 133| 15  14  6
191    2    63     |127 129 128| 16  14  6
192    2    64     |143 141 134| 16  14  6
193    2    65     |143 137 126| 15  14  6
194    2    66     |143 136 123| 16  13  6
195    2    67     |143 137 125| 16  12  6
196    2    68     |149 144 132| 16  12  6
197    2    69     |152 144 133| 15  11  6
198    2    70     |151 143 128| 14  11  6
199    2    71     |147 145 126| 14  11  6
200    2    72     |151 144 129| 14  10  5
201    2    73     |147 138 126| 14  10  4
202    2    74     |146 135 125| 14  10  3
203    2    75     |142 132 123| 14  11  2
204    2    76     |132 121 113| 12  11  2
205    2    77     |130 119 110| 12  11  2
206    2    78     |129 118 110| 13  11  2
222    2    94     |125 114 94 | 13  8   2
223    2    95     |127 116 90 | 11  7   2
224    2    96     |124 112 86 | 10  7   3
225    2    97     |117 102 81 | 10  8   4
226    2    98     |114 98  80 | 9   8   6
227    2    99     |111 93  77 | 7   7   6
228    2    100    |107 91  74 | 6   7   7
229    2    101    |107 95  84 | 6   6   7
230    2    102    |84  75  67 | 7   6   6
231    2    103    |73  67  58 | 9   7   6
232    2    104    |105 100 92 | 10  8   6
233    2    105    |101 99  94 | 12  9   8
234    2    106    |75  72  75 | 13  9   7
235    2    107    |80  80  85 | 13  11  7
236    2    108    |83  82  85 | 15  12  6
237    2    109    |88  85  84 | 15  12  7
238    2    110    |88  86  77 | 14  11  7
239    2    111    |123 118 112| 13  10  8
