INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
99     2    35     |0   0   0  | 128 28  181
100    2    36     |0   0   0  | 128 21  241
103    2    39     |0   0   0  | 128 31  165
104    2    40     |0   0   0  | 128 23  225
108    2    44     |0   0   0  | 128 24  209
109    2    45     |0   0   0  | 10  252 249
112    2    48     |0   0   0  | 128 26  193
113    2    49     |0   0   0  | 128 20  253
116    2    52     |0   0   0  | 128 29  177
117    2    53     |0   0   0  | 128 22  237
120    2    56     |0   0   0  | 128 32  161
121    2    57     |0   0   0  | 128 23  221
125    2    61     |0   0   0  | 128 204 25
126    2    62     |0   0   0  | 128 204 25
129    3    1      |0   0   0  | 128 27  189
130    3    2      |0   0   0  | 128 20  249
131    3    3      |0   0   0  | 128 96  53
132    3    4      |0   0   0  | 128 45  113
193    4    1      |0   0   0  | 128 27  189
194    4    2      |0   0   0  | 128 20  249
195    4    3      |0   0   0  | 128 96  53
196    4    4      |0   0   0  | 128 45  113
257    5    1      |0   0   0  | 128 27  189
258    5    2      |0   0   0  | 128 20  249
259    5    3      |0   0   0  | 128 96  53
260    5    4      |0   0   0  | 128 45  113
321    6    1      |0   0   0  | 128 27  189
322    6    2      |0   0   0  | 128 20  249
323    6    3      |0   0   0  | 128 96  53
324    6    4      |0   0   0  | 128 45  113
385    7    1      |0   0   0  | 128 27  189
386    7    2      |0   0   0  | 128 20  249
387    7    3      |0   0   0  | 128 96  53
388    7    4      |0   0   0  | 128 45  113
449    8    1      |0   0   0  | 128 27  189
450    8    2      |0   0   0  | 128 20  249
451    8    3      |0   0   0  | 128 96  53
452    8    4      |0   0   0  | 128 45  113
513    9    1      |0   0   0  | 128 27  189
514    9    2      |0   0   0  | 128 20  249
515    9    3      |0   0   0  | 128 96  53
516    9    4      |0   0   0  | 128 45  113
577    10   1      |0   0   0  | 128 27  189
578    10   2      |0   0   0  | 128 20  249
579    10   3      |0   0   0  | 128 96  53
580    10   4      |0   0   0  | 128 45  113
641    11   1      |0   0   0  | 128 27  189
642    11   2      |0   0   0  | 128 20  249
643    11   3      |0   0   0  | 128 96  53
644    11   4      |0   0   0  | 128 45  113
705    12   1      |0   0   0  | 128 27  189
706    12   2      |0   0   0  | 128 20  249
707    12   3      |0   0   0  | 128 96  53
708    12   4      |0   0   0  | 128 45  113
769    13   1      |0   0   0  | 128 27  189
770    13   2      |0   0   0  | 128 20  249
771    13   3      |0   0   0  | 128 96  53
772    13   4      |0   0   0  | 128 45  113
833    14   1      |0   0   0  | 128 27  189
834    14   2      |0   0   0  | 128 20  249
835    14   3      |0   0   0  | 128 96  53
836    14   4      |0   0   0  | 128 45  113
897    15   1      |0   0   0  | 128 27  189
898    15   2      |0   0   0  | 128 20  249
899    15   3      |0   0   0  | 128 96  53
900    15   4      |0   0   0  | 128 45  113
961    16   1      |0   0   0  | 128 27  189
962    16   2      |0   0   0  | 128 20  249
963    16   3      |0   0   0  | 128 96  53
964    16   4      |0   0   0  | 128 45  113
1025   17   1      |0   0   0  | 128 27  189
1026   17   2      |0   0   0  | 128 20  249
1027   17   3      |0   0   0  | 128 96  53
1028   17   4      |0   0   0  | 128 45  113
1089   18   1      |0   0   0  | 128 27  189
1090   18   2      |0   0   0  | 128 20  249
1091   18   3      |0   0   0  | 128 96  53
1092   18   4      |0   0   0  | 128 45  113
1153   19   1      |0   0   0  | 128 27  189
1154   19   2      |0   0   0  | 128 20  249
1155   19   3      |0   0   0  | 128 96  53
1156   19   4      |0   0   0  | 128 45  113
1217   20   1      |0   0   0  | 128 27  189
1218   20   2      |0   0   0  | 128 20  249
1219   20   3      |0   0   0  | 128 96  53
1220   20   4      |0   0   0  | 128 45  113
1281   21   1      |0   0   0  | 128 27  189
1282   21   2      |0   0   0  | 128 20  249
1283   21   3      |0   0   0  | 128 96  53
1284   21   4      |0   0   0  | 128 45  113
1345   22   1      |0   0   0  | 128 27  189
1346   22   2      |0   0   0  | 128 20  249
1347   22   3      |0   0   0  | 128 96  53
1348   22   4      |0   0   0  | 128 45  113
1409   23   1      |0   0   0  | 128 27  189
1410   23   2      |0   0   0  | 128 20  249
1411   23   3      |0   0   0  | 128 96  53
1412   23   4      |0   0   0  | 128 45  113
1473   24   1      |0   0   0  | 128 27  189
1474   24   2      |0   0   0  | 128 20  249
1475   24   3      |0   0   0  | 128 96  53
1476   24   4      |0   0   0  | 128 45  113
1537   25   1      |0   0   0  | 128 27  189
1538   25   2      |0   0   0  | 128 20  249
1539   25   3      |0   0   0  | 128 96  53
1540   25   4      |0   0   0  | 128 45  113
1601   26   1      |0   0   0  | 128 27  189
1602   26   2      |0   0   0  | 128 20  249
1603   26   3      |0   0   0  | 128 96  53
1604   26   4      |0   0   0  | 128 45  113
1665   27   1      |0   0   0  | 128 27  189
1666   27   2      |0   0   0  | 128 20  249
1667   27   3      |0   0   0  | 128 96  53
1668   27   4      |0   0   0  | 128 45  113
1729   28   1      |0   0   0  | 128 27  189
1730   28   2      |0   0   0  | 128 20  249
1731   28   3      |0   0   0  | 128 96  53
1732   28   4      |0   0   0  | 128 45  113
1793   29   1      |0   0   0  | 128 27  189
1794   29   2      |0   0   0  | 128 20  249
1795   29   3      |0   0   0  | 128 96  53
1796   29   4      |0   0   0  | 128 45  113
1857   30   1      |0   0   0  | 128 27  189
1858   30   2      |0   0   0  | 128 20  249
1859   30   3      |0   0   0  | 128 96  53
1860   30   4      |0   0   0  | 128 45  113
1921   31   1      |0   0   0  | 128 27  189
1922   31   2      |0   0   0  | 128 20  249
1923   31   3      |0   0   0  | 128 96  53
1924   31   4      |0   0   0  | 128 45  113
1985   32   1      |0   0   0  | 128 27  189
1986   32   2      |0   0   0  | 128 20  249
1987   32   3      |0   0   0  | 128 96  53
1988   32   4      |0   0   0  | 128 45  113
2049   33   1      |0   0   0  | 128 27  189
2050   33   2      |0   0   0  | 128 20  249
2051   33   3      |0   0   0  | 128 96  53
2052   33   4      |0   0   0  | 128 45  113
2113   34   1      |0   0   0  | 128 27  189
2114   34   2      |0   0   0  | 128 20  249
2115   34   3      |0   0   0  | 128 96  53
2116   34   4      |0   0   0  | 128 45  113
2177   35   1      |0   0   0  | 128 27  189
2178   35   2      |0   0   0  | 128 20  249
2179   35   3      |0   0   0  | 128 96  53
2180   35   4      |0   0   0  | 128 45  113
2241   36   1      |0   0   0  | 128 27  189
2242   36   2      |0   0   0  | 128 20  249
2243   36   3      |0   0   0  | 128 96  53
2244   36   4      |0   0   0  | 128 45  113
2305   37   1      |0   0   0  | 128 27  189
2306   37   2      |0   0   0  | 128 20  249
2307   37   3      |0   0   0  | 128 96  53
2308   37   4      |0   0   0  | 128 45  113
2369   38   1      |0   0   0  | 128 27  189
2370   38   2      |0   0   0  | 128 20  249
2371   38   3      |0   0   0  | 128 96  53
2372   38   4      |0   0   0  | 128 45  113
2433   39   1      |0   0   0  | 128 27  189
2434   39   2      |0   0   0  | 128 20  249
2435   39   3      |0   0   0  | 128 96  53
2436   39   4      |0   0   0  | 128 45  113
2497   40   1      |0   0   0  | 128 27  189
2498   40   2      |0   0   0  | 128 20  249
2499   40   3      |0   0   0  | 128 96  53
2500   40   4      |0   0   0  | 128 45  113
2561   41   1      |0   0   0  | 128 27  189
2562   41   2      |0   0   0  | 128 20  249
2563   41   3      |0   0   0  | 128 96  53
2564   41   4      |0   0   0  | 128 45  113
2625   42   1      |0   0   0  | 128 27  189
2626   42   2      |0   0   0  | 128 20  249
2627   42   3      |0   0   0  | 128 96  53
2628   42   4      |0   0   0  | 128 45  113
2689   43   1      |0   0   0  | 128 27  189
2690   43   2      |0   0   0  | 128 20  249
2691   43   3      |0   0   0  | 128 96  53
2692   43   4      |0   0   0  | 128 45  113
2753   44   1      |0   0   0  | 128 27  189
2754   44   2      |0   0   0  | 128 20  249
2755   44   3      |0   0   0  | 128 96  53
2756   44   4      |0   0   0  | 128 45  113
2817   45   1      |0   0   0  | 128 27  189
2818   45   2      |0   0   0  | 128 20  249
2819   45   3      |0   0   0  | 128 96  53
2820   45   4      |0   0   0  | 128 45  113
2881   46   1      |0   0   0  | 128 27  189
2882   46   2      |0   0   0  | 128 20  249
2883   46   3      |0   0   0  | 128 96  53
2884   46   4      |0   0   0  | 128 45  113
2945   47   1      |0   0   0  | 128 27  189
2946   47   2      |0   0   0  | 128 20  249
2947   47   3      |0   0   0  | 128 96  53
2948   47   4      |0   0   0  | 128 45  113
3009   48   1      |0   0   0  | 128 27  189
3010   48   2      |0   0   0  | 128 20  249
3011   48   3      |0   0   0  | 128 96  53
3012   48   4      |0   0   0  | 128 45  113
3073   49   1      |0   0   0  | 128 27  189
3074   49   2      |0   0   0  | 128 20  249
3075   49   3      |0   0   0  | 128 96  53
3076   49   4      |0   0   0  | 128 45  113
3137   50   1      |0   0   0  | 128 27  189
3138   50   2      |0   0   0  | 128 20  249
3139   50   3      |0   0   0  | 128 96  53
3140   50   4      |0   0   0  | 128 45  113
3201   51   1      |0   0   0  | 128 27  189
3202   51   2      |0   0   0  | 128 20  249
3203   51   3      |0   0   0  | 128 96  53
3204   51   4      |0   0   0  | 128 45  113
3265   52   1      |0   0   0  | 128 27  189
3266   52   2      |0   0   0  | 128 20  249
3267   52   3      |0   0   0  | 128 96  53
3268   52   4      |0   0   0  | 128 45  113
3329   53   1      |0   0   0  | 128 27  189
3330   53   2      |0   0   0  | 128 20  249
3331   53   3      |0   0   0  | 128 96  53
3332   53   4      |0   0   0  | 128 45  113
3393   54   1      |0   0   0  | 128 27  189
3394   54   2      |0   0   0  | 128 20  249
3395   54   3      |0   0   0  | 128 96  53
3396   54   4      |0   0   0  | 128 45  113
3457   55   1      |0   0   0  | 128 27  189
3458   55   2      |0   0   0  | 128 20  249
3459   55   3      |0   0   0  | 128 96  53
3460   55   4      |0   0   0  | 128 45  113
3521   56   1      |0   0   0  | 128 27  189
3522   56   2      |0   0   0  | 128 20  249
3523   56   3      |0   0   0  | 128 96  53
3524   56   4      |0   0   0  | 128 45  113
3585   57   1      |0   0   0  | 128 27  189
3586   57   2      |0   0   0  | 128 20  249
3587   57   3      |0   0   0  | 128 96  53
3588   57   4      |0   0   0  | 128 45  113
3649   58   1      |0   0   0  | 128 27  189
3650   58   2      |0   0   0  | 128 20  249
3651   58   3      |0   0   0  | 128 96  53
3652   58   4      |0   0   0  | 128 45  113
3713   59   1      |0   0   0  | 128 27  189
3714   59   2      |0   0   0  | 128 20  249
3715   59   3      |0   0   0  | 128 96  53
3716   59   4      |0   0   0  | 128 45  113
3777   60   1      |0   0   0  | 128 27  189
3778   60   2      |0   0   0  | 128 20  249
3779   60   3      |0   0   0  | 128 96  53
3780   60   4      |0   0   0  | 128 45  113
3841   61   1      |0   0   0  | 128 27  189
3842   61   2      |0   0   0  | 128 20  249
3843   61   3      |0   0   0  | 128 96  53
3844   61   4      |0   0   0  | 128 45  113
3905   62   1      |0   0   0  | 128 27  189
3906   62   2      |0   0   0  | 128 20  249
3907   62   3      |0   0   0  | 128 96  53
3908   62   4      |0   0   0  | 128 45  113
3969   63   1      |0   0   0  | 128 27  189
3970   63   2      |0   0   0  | 128 20  249
3971   63   3      |0   0   0  | 128 96  53
3972   63   4      |0   0   0  | 128 45  113
4033   64   1      |0   0   0  | 128 27  189
4034   64   2      |0   0   0  | 128 20  249
4035   64   3      |0   0   0  | 128 96  53
4036   64   4      |0   0   0  | 128 45  113
