INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
2575   21   15     |75  81  80 | 2   1   1
2576   21   16     |105 106 113| 1   2   2
2582   21   22     |157 128 89 | 2   1   2
2584   21   24     |162 139 100| 2   1   1
2586   21   26     |130 111 85 | 1   1   1
2588   21   28     |119 105 90 | 1   2   1
2589   21   29     |119 110 92 | 1   2   1
2591   21   31     |154 146 132| 1   2   3
2592   21   32     |201 192 177| 1   1   4
2600   21   40     |125 130 139| 1   1   4
2601   21   41     |159 162 171| 2   3   1
2602   21   42     |173 177 183| 2   3   1
2603   21   43     |154 157 160| 2   3   2
2604   21   44     |153 155 154| 1   1   3
2607   21   47     |195 196 190| 1   1   3
2608   21   48     |183 186 181| 2   1   3
2609   21   49     |188 189 188| 2   2   2
2610   21   50     |172 167 174| 2   3   1
2611   21   51     |147 138 146| 2   1   3
2614   21   54     |147 139 136| 2   1   2
2628   21   68     |132 79  58 | 1   3   1
2687   21   127    |76  78  75 | 2   1   2
2688   21   128    |81  83  82 | 2   1   2
2703   22   15     |147 152 157| 2   1   1
2704   22   16     |163 166 176| 2   1   1
2705   22   17     |108 106 121| 1   2   2
2710   22   22     |156 122 82 | 1   1   2
2714   22   26     |125 106 75 | 1   1   1
2716   22   28     |121 101 84 | 1   2   1
2717   22   29     |121 103 83 | 1   1   1
2718   22   30     |115 100 85 | 2   1   1
2727   22   39     |142 146 151| 2   1   3
2728   22   40     |130 134 141| 1   3   2
2729   22   41     |144 147 158| 2   3   1
2730   22   42     |171 177 183| 1   3   2
2731   22   43     |149 154 156| 1   2   3
2736   22   48     |186 192 185| 1   2   3
2737   22   49     |126 136 133| 3   1   2
2738   22   50     |126 132 132| 2   1   3
2740   22   52     |191 180 181| 1   2   3
2741   22   53     |167 148 146| 2   1   3
2742   22   54     |127 106 102| 3   1   2
2749   22   61     |163 108 82 | 1   1   3
2750   22   62     |157 102 78 | 1   1   3
2755   22   67     |136 86  63 | 1   3   1
2814   22   126    |74  75  77 | 1   1   3
2815   22   127    |74  77  75 | 2   2   1
2816   22   128    |77  81  76 | 2   2   1
2828   23   12     |119 120 131| 1   1   1
2830   23   14     |160 161 171| 1   1   1
2833   23   17     |148 149 162| 1   1   3
2849   23   33     |125 104 87 | 2   2   1
2850   23   34     |156 139 124| 1   2   1
2851   23   35     |187 176 163| 2   1   3
2855   23   39     |165 164 167| 1   1   3
2857   23   41     |134 139 149| 2   3   2
2858   23   42     |144 151 160| 2   2   2
2859   23   43     |150 157 159| 2   2   2
2860   23   44     |153 154 149| 1   2   2
2864   23   48     |182 191 181| 1   1   4
2865   23   49     |110 125 119| 2   2   2
2868   23   52     |183 170 168| 2   2   2
2870   23   54     |94  65  59 | 3   3   1
2875   23   59     |169 118 82 | 3   3   1
2876   23   60     |172 122 91 | 2   2   1
2877   23   61     |166 112 87 | 2   3   1
2882   23   66     |138 89  62 | 1   2   2
2883   23   67     |132 83  62 | 3   2   1
2942   23   126    |68  69  72 | 1   2   3
2943   23   127    |78  80  78 | 2   2   1
2944   23   128    |78  82  75 | 2   2   1
2956   24   12     |159 157 173| 1   1   1
2957   24   13     |151 149 165| 1   1   1
2961   24   17     |157 159 170| 1   2   1
2963   24   19     |121 89  69 | 2   1   1
2972   24   28     |120 91  77 | 1   1   1
2979   24   35     |112 94  77 | 1   2   2
2980   24   36     |135 124 109| 2   2   1
2981   24   37     |181 169 161| 2   1   2
2982   24   38     |192 182 178| 2   1   2
2983   24   39     |200 193 194| 2   1   3
2984   24   40     |166 165 171| 3   2   2
2985   24   41     |136 140 153| 1   3   2
2986   24   42     |133 144 150| 3   2   1
2987   24   43     |145 153 155| 2   3   1
2995   24   51     |133 137 134| 2   1   3
2996   24   52     |164 156 154| 1   2   3
2997   24   53     |147 130 122| 2   1   2
2998   24   54     |111 80  68 | 3   3   1
3002   24   58     |168 122 83 | 4   2   1
3005   24   61     |159 107 88 | 2   2   2
3006   24   62     |153 102 80 | 1   1   3
3009   24   65     |142 93  61 | 1   1   2
3010   24   66     |135 88  60 | 1   1   3
3070   24   126    |49  52  57 | 1   1   2
3084   25   12     |155 153 165| 1   1   1
3085   25   13     |158 155 169| 1   1   1
3088   25   16     |153 155 159| 2   1   1
3089   25   17     |153 158 166| 1   1   1
3110   25   38     |159 146 137| 3   2   1
3112   25   40     |178 173 174| 3   2   1
3113   25   41     |148 150 156| 3   2   1
3114   25   42     |146 154 160| 2   4   1
3116   25   44     |149 152 150| 2   3   1
3117   25   45     |197 194 189| 2   1   3
3118   25   46     |218 208 201| 1   1   3
3122   25   50     |130 131 131| 1   1   3
3124   25   52     |152 149 141| 1   1   3
3125   25   53     |158 150 138| 2   1   2
3126   25   54     |106 79  65 | 3   2   1
3129   25   57     |177 134 99 | 3   2   1
3132   25   60     |161 117 93 | 2   3   2
3133   25   61     |161 114 93 | 2   3   1
3134   25   62     |151 102 82 | 2   1   2
3137   25   65     |133 86  58 | 1   1   3
3138   25   66     |121 76  48 | 1   2   1
3198   25   126    |42  45  52 | 2   2   1
3217   26   17     |157 162 167| 1   1   1
3223   26   23     |155 129 96 | 1   1   1
3228   26   28     |127 100 88 | 1   1   1
3245   26   45     |185 180 174| 3   3   1
3246   26   46     |223 211 203| 1   3   3
3247   26   47     |229 213 208| 1   1   4
3248   26   48     |215 200 199| 2   1   2
3252   26   52     |142 138 131| 1   1   4
3254   26   54     |115 85  67 | 3   2   1
3255   26   55     |171 131 106| 2   3   1
3256   26   56     |180 137 108| 2   2   2
3259   26   59     |173 129 101| 2   2   2
3260   26   60     |163 120 94 | 3   3   1
3261   26   61     |159 113 89 | 2   3   1
3262   26   62     |151 103 81 | 3   1   2
3263   26   63     |147 101 76 | 1   1   4
3264   26   64     |140 95  67 | 2   2   1
3265   26   65     |119 74  47 | 2   1   3
3353   27   25     |168 145 101| 1   1   1
3354   27   26     |146 122 90 | 1   1   1
3355   27   27     |119 92  76 | 1   1   1
3375   27   47     |223 208 204| 4   1   1
3376   27   48     |179 165 162| 1   3   2
3377   27   49     |152 145 145| 1   1   4
3381   27   53     |100 75  67 | 1   1   4
3383   27   55     |173 131 104| 2   2   2
3384   27   56     |179 134 105| 2   3   1
3385   27   57     |178 132 101| 3   2   1
3386   27   58     |174 130 100| 2   3   1
3387   27   59     |168 124 95 | 3   2   1
3389   27   61     |159 111 83 | 2   3   1
3390   27   62     |152 105 77 | 2   1   3
3391   27   63     |143 100 72 | 1   2   2
3392   27   64     |124 80  53 | 1   2   2
3393   27   65     |116 74  48 | 2   1   1
3473   28   17     |151 156 159| 1   1   1
3479   28   23     |156 126 89 | 1   1   1
3504   28   48     |146 138 138| 2   2   2
3506   28   50     |130 136 139| 1   1   4
3509   28   53     |98  63  53 | 1   1   4
3510   28   54     |137 94  71 | 1   1   3
3512   28   56     |180 135 103| 3   2   1
3513   28   57     |175 131 99 | 3   2   1
3515   28   59     |173 126 99 | 3   2   1
3516   28   60     |168 122 94 | 2   3   1
3517   28   61     |157 110 81 | 1   3   2
3518   28   62     |151 106 78 | 2   2   2
3519   28   63     |129 89  60 | 1   2   1
3597   29   13     |82  82  83 | 1   1   1
3598   29   14     |92  93  94 | 1   1   1
3599   29   15     |61  66  59 | 1   1   1
3600   29   16     |73  79  76 | 1   1   1
3632   29   48     |141 140 140| 3   2   1
3633   29   49     |137 138 144| 2   2   1
3634   29   50     |127 133 140| 1   1   3
3636   29   52     |102 95  84 | 1   1   4
3637   29   53     |82  50  29 | 1   1   4
3639   29   55     |178 135 99 | 1   2   3
3640   29   56     |177 135 102| 2   2   2
3641   29   57     |173 132 100| 3   2   1
3642   29   58     |169 123 94 | 3   3   1
3644   29   60     |169 123 98 | 2   3   2
3645   29   61     |152 110 88 | 1   2   2
3646   29   62     |132 93  68 | 1   1   3
3647   29   63     |129 88  62 | 1   1   3
3648   29   64     |121 83  58 | 3   1   1
3724   30   12     |82  79  76 | 1   1   1
3739   30   27     |131 109 81 | 1   1   4
3741   30   29     |122 96  75 | 2   1   3
3761   30   49     |139 142 142| 3   1   1
3762   30   50     |135 141 143| 2   3   1
3763   30   51     |122 131 128| 2   1   2
3764   30   52     |76  75  62 | 2   1   2
3767   30   55     |168 125 93 | 1   1   3
3768   30   56     |181 138 106| 1   2   3
3769   30   57     |175 130 98 | 3   2   1
3772   30   60     |164 119 95 | 2   2   1
3773   30   61     |145 104 80 | 1   2   3
3774   30   62     |138 94  71 | 1   2   2
3775   30   63     |131 85  62 | 2   2   2
3856   31   16     |127 133 135| 1   1   1
3859   31   19     |123 94  74 | 1   1   1
3862   31   22     |147 124 86 | 1   1   2
3863   31   23     |154 128 86 | 1   1   2
3867   31   27     |122 100 72 | 1   1   4
3891   31   51     |116 128 123| 3   2   1
3893   31   53     |44  31  21 | 1   1   4
3895   31   55     |160 118 88 | 1   1   3
3896   31   56     |181 138 105| 2   3   1
3897   31   57     |177 130 96 | 3   2   1
3900   31   60     |158 114 87 | 3   2   1
3901   31   61     |146 105 79 | 2   3   1
3902   31   62     |141 97  73 | 1   1   2
3903   31   63     |134 87  68 | 2   2   1
3969   32   1      |33  37  46 | 1   1   1
3982   32   14     |47  56  59 | 1   1   1
3983   32   15     |127 140 142| 1   1   1
3987   32   19     |122 94  70 | 1   1   1
3993   32   25     |163 136 97 | 1   1   3
3995   32   27     |115 96  66 | 1   1   3
4020   32   52     |35  44  38 | 3   2   1
4021   32   53     |3   0   0  | 1   2   2
4022   32   54     |88  57  46 | 1   1   2
4023   32   55     |154 112 89 | 1   3   2
4024   32   56     |182 137 109| 2   3   1
4029   32   61     |140 100 72 | 2   1   2
4030   32   62     |136 94  69 | 2   1   2
4031   32   63     |133 87  70 | 1   2   1
4097   33   1      |58  61  73 | 1   1   1
4101   33   5      |94  94  93 | 1   1   1
4110   33   14     |159 166 176| 1   1   1
4123   33   27     |150 129 100| 1   1   3
4125   33   29     |161 139 109| 1   2   2
4126   33   30     |161 137 104| 3   1   1
4151   33   55     |142 99  82 | 2   1   1
4157   33   61     |140 101 74 | 3   2   1
4158   33   62     |132 91  67 | 2   2   2
4159   33   63     |126 83  65 | 1   2   2
4229   34   5      |81  83  82 | 1   1   1
4239   34   15     |158 161 173| 1   1   1
4240   34   16     |161 164 172| 1   1   1
4242   34   18     |124 124 131| 1   1   3
4247   34   23     |161 133 98 | 1   1   3
4248   34   24     |166 136 99 | 1   1   3
4249   34   25     |161 133 99 | 2   1   2
4252   34   28     |168 145 115| 1   1   3
4254   34   30     |167 142 109| 3   1   1
4285   34   61     |138 101 74 | 3   2   1
4286   34   62     |132 91  68 | 1   1   3
4287   34   63     |126 86  67 | 1   2   1
4353   35   1      |159 162 175| 1   1   1
4357   35   5      |90  92  93 | 1   1   1
4367   35   15     |169 168 177| 2   1   1
4369   35   17     |112 116 123| 2   2   1
4371   35   19     |166 139 110| 2   1   2
4373   35   21     |154 130 98 | 1   1   3
4381   35   29     |161 134 103| 2   1   2
4412   35   60     |141 105 82 | 3   1   1
4413   35   61     |138 100 74 | 2   1   2
4414   35   62     |132 92  66 | 2   2   2
4481   36   1      |165 167 179| 1   1   1
4497   36   17     |84  88  96 | 2   2   1
4498   36   18     |90  93  102| 2   1   2
4499   36   19     |141 115 81 | 1   1   2
4505   36   25     |142 114 83 | 1   1   1
4541   36   61     |134 96  69 | 1   1   2
4542   36   62     |128 87  64 | 1   3   1
4625   37   17     |96  100 110| 2   2   1
4669   37   61     |127 89  64 | 2   2   1
4765   38   29     |109 85  59 | 1   2   3
4799   38   63     |113 82  56 | 1   2   1
4880   39   16     |91  96  100| 1   1   1
4881   39   17     |91  95  101| 3   1   1
4882   39   18     |94  97  101| 1   1   2
4893   39   29     |114 90  67 | 1   1   3
5007   40   15     |88  98  98 | 1   1   1
5021   40   29     |128 104 82 | 2   1   3
5055   40   63     |126 90  63 | 1   1   1
5138   41   18     |89  95  96 | 2   1   2
5139   41   19     |134 112 89 | 2   1   3
5142   41   22     |130 112 85 | 1   1   2
5149   41   29     |120 94  76 | 2   1   2
5267   42   19     |130 107 86 | 1   1   2
5268   42   20     |126 104 88 | 2   1   2
5274   42   26     |126 101 76 | 1   2   3
5277   42   29     |120 96  76 | 1   1   2
5396   43   20     |133 110 91 | 1   1   2
5398   43   22     |123 98  74 | 1   1   2
5402   43   26     |131 107 83 | 1   1   3
5509   44   5      |153 157 169| 1   1   1
5524   44   20     |137 114 92 | 2   1   1
5526   44   22     |126 99  76 | 1   1   1
5529   44   25     |125 99  76 | 1   2   2
5652   45   20     |135 110 86 | 2   1   1
5655   45   23     |133 109 87 | 2   1   1
5656   45   24     |129 105 86 | 1   1   1
5657   45   25     |124 99  78 | 1   1   3
5778   46   18     |97  98  103| 1   1   1
5779   46   19     |131 105 82 | 1   1   1
5911   47   23     |126 99  81 | 1   1   1
5912   47   24     |130 104 87 | 1   1   1
6039   48   23     |129 102 87 | 2   1   1
6040   48   24     |129 102 87 | 1   1   2
6167   49   23     |130 103 87 | 2   1   1
6169   49   25     |132 105 85 | 1   1   1
6297   50   25     |136 109 87 | 2   1   1
6298   50   26     |131 106 80 | 1   1   1
6411   51   11     |175 176 189| 1   1   1
6427   51   27     |132 109 81 | 1   1   1
6550   52   22     |129 106 80 | 1   1   1
6551   52   23     |130 105 82 | 1   1   1
6555   52   27     |125 99  73 | 1   1   1
6667   53   11     |164 166 176| 1   1   1
6669   53   13     |181 183 201| 1   1   4
6670   53   14     |124 130 143| 1   1   5
6681   53   25     |140 114 87 | 1   1   1
6682   53   26     |127 103 78 | 1   1   1
6797   54   13     |161 167 179| 1   2   3
6798   54   14     |173 181 194| 2   1   4
6811   54   27     |127 101 79 | 1   2   1
6925   55   13     |161 166 176| 2   3   1
6926   55   14     |172 176 186| 3   1   1
6927   55   15     |175 183 193| 1   2   4
6938   55   26     |136 109 84 | 1   1   1
6941   55   29     |140 113 91 | 2   1   1
7055   56   15     |173 176 187| 3   2   2
7056   56   16     |173 176 194| 1   1   4
7060   56   20     |130 101 77 | 1   1   5
7067   56   27     |132 107 84 | 1   2   1
7185   57   17     |165 174 192| 1   1   5
7312   58   16     |180 181 196| 3   1   2
7313   58   17     |179 183 196| 1   1   4
7314   58   18     |153 162 171| 1   2   4
7317   58   21     |133 107 88 | 1   1   4
7319   58   23     |111 89  65 | 1   1   4
7440   59   16     |175 181 193| 2   3   1
7441   59   17     |179 181 189| 2   1   3
7442   59   18     |179 178 189| 2   1   3
7569   60   17     |183 183 193| 3   2   1
7570   60   18     |185 180 193| 3   1   2
7698   61   18     |184 184 199| 3   1   2
7699   61   19     |171 145 124| 1   1   4
7700   61   20     |173 148 122| 1   1   4
7709   61   29     |156 130 101| 1   1   1
7827   62   19     |145 118 97 | 3   1   2
7828   62   20     |142 114 88 | 1   2   4
7838   62   30     |133 102 72 | 2   1   1
7955   63   19     |121 95  75 | 3   1   1
7956   63   20     |117 92  67 | 3   1   2
8084   64   20     |122 99  75 | 3   1   1
8085   64   21     |125 98  72 | 3   1   3
8086   64   22     |120 91  62 | 1   1   4
8094   64   30     |141 115 88 | 3   1   1
8214   65   22     |130 106 76 | 2   2   2
8216   65   24     |162 134 99 | 1   1   4
8342   66   22     |130 109 80 | 2   2   2
8350   66   30     |121 96  67 | 2   2   2
8471   67   23     |136 113 84 | 3   1   2
8472   67   24     |160 136 101| 2   2   3
8473   67   25     |158 134 95 | 1   1   5
8478   67   30     |118 89  61 | 4   1   1
8601   68   25     |158 132 93 | 2   1   4
8729   69   25     |161 132 96 | 2   1   3
8858   70   26     |169 139 103| 2   3   2
8986   71   26     |161 131 95 | 2   2   1
8987   71   27     |168 137 105| 2   2   3
8990   71   30     |149 120 91 | 2   1   2
9115   72   27     |171 143 106| 2   3   1
9116   72   28     |171 142 109| 2   1   3
9117   72   29     |176 147 115| 1   1   5
9118   72   30     |134 108 79 | 4   1   1
9244   73   28     |171 144 110| 2   2   2
9246   73   30     |145 117 87 | 3   2   1
9372   74   28     |170 144 111| 4   1   1
13510  106  70     |43  44  42 | 1   1   1
