INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
1      1    1      |0   0   0  | 255 255 255
2      1    2      |0   0   0  | 255 255 255
3      1    3      |0   0   0  | 255 255 255
4      1    4      |0   0   0  | 255 255 255
9      1    9      |0   0   0  | 255 255 255
10     1    10     |0   0   0  | 255 255 255
13     1    13     |0   0   0  | 255 255 255
14     1    14     |0   0   0  | 255 255 255
17     1    17     |0   0   0  | 255 255 255
18     1    18     |0   0   0  | 255 255 255
21     1    21     |0   0   0  | 255 255 255
22     1    22     |0   0   0  | 255 255 255
26     1    26     |0   0   0  | 255 255 255
27     1    27     |0   0   0  | 255 255 255
30     1    30     |0   0   0  | 255 255 255
31     1    31     |0   0   0  | 255 255 255
34     1    34     |0   0   0  | 255 255 255
35     1    35     |0   0   0  | 255 255 255
38     1    38     |0   0   0  | 255 255 255
39     1    39     |0   0   0  | 255 255 255
43     1    43     |0   0   0  | 255 255 255
44     1    44     |0   0   0  | 255 255 255
47     1    47     |0   0   0  | 255 255 255
48     1    48     |0   0   0  | 255 255 255
51     1    51     |0   0   0  | 255 255 255
52     1    52     |0   0   0  | 255 255 255
55     1    55     |0   0   0  | 255 255 255
56     1    56     |0   0   0  | 255 255 255
60     1    60     |0   0   0  | 255 255 255
61     1    61     |0   0   0  | 255 255 255
64     1    64     |0   0   0  | 255 255 255
65     2    1      |0   0   0  | 255 255 255
66     2    2      |0   0   0  | 255 255 255
67     2    3      |0   0   0  | 255 255 255
68     2    4      |0   0   0  | 255 255 255
74     2    10     |0   0   0  | 255 255 255
75     2    11     |0   0   0  | 255 255 255
78     2    14     |0   0   0  | 255 255 255
79     2    15     |0   0   0  | 255 255 255
82     2    18     |0   0   0  | 255 255 255
83     2    19     |0   0   0  | 255 255 255
86     2    22     |0   0   0  | 255 255 255
87     2    23     |0   0   0  | 255 255 255
91     2    27     |0   0   0  | 255 255 255
92     2    28     |0   0   0  | 255 255 255
95     2    31     |0   0   0  | 255 255 255
96     2    32     |0   0   0  | 255 255 255
99     2    35     |0   0   0  | 255 255 255
100    2    36     |0   0   0  | 255 255 255
103    2    39     |0   0   0  | 255 255 255
104    2    40     |0   0   0  | 255 255 255
108    2    44     |0   0   0  | 255 255 255
109    2    45     |0   0   0  | 255 255 255
112    2    48     |0   0   0  | 255 255 255
113    2    49     |0   0   0  | 255 255 255
116    2    52     |0   0   0  | 255 255 255
117    2    53     |0   0   0  | 255 255 255
120    2    56     |0   0   0  | 255 255 255
121    2    57     |0   0   0  | 255 255 255
125    2    61     |0   0   0  | 255 255 255
126    2    62     |0   0   0  | 255 255 255
129    3    1      |0   0   0  | 255 255 255
130    3    2      |0   0   0  | 255 255 255
131    3    3      |0   0   0  | 255 255 255
132    3    4      |0   0   0  | 255 255 255
193    4    1      |0   0   0  | 255 255 255
194    4    2      |0   0   0  | 255 255 255
195    4    3      |0   0   0  | 255 255 255
196    4    4      |0   0   0  | 255 255 255
257    5    1      |0   0   0  | 255 255 255
258    5    2      |0   0   0  | 255 255 255
259    5    3      |0   0   0  | 255 255 255
260    5    4      |0   0   0  | 255 255 255
321    6    1      |0   0   0  | 255 255 255
322    6    2      |0   0   0  | 255 255 255
323    6    3      |0   0   0  | 255 255 255
324    6    4      |0   0   0  | 255 255 255
385    7    1      |0   0   0  | 255 255 255
386    7    2      |0   0   0  | 255 255 255
387    7    3      |0   0   0  | 255 255 255
388    7    4      |0   0   0  | 255 255 255
449    8    1      |0   0   0  | 255 255 255
450    8    2      |0   0   0  | 255 255 255
451    8    3      |0   0   0  | 255 255 255
452    8    4      |0   0   0  | 255 255 255
513    9    1      |0   0   0  | 255 255 255
514    9    2      |0   0   0  | 255 255 255
515    9    3      |0   0   0  | 255 255 255
516    9    4      |0   0   0  | 255 255 255
577    10   1      |0   0   0  | 255 255 255
578    10   2      |0   0   0  | 255 255 255
579    10   3      |0   0   0  | 255 255 255
580    10   4      |0   0   0  | 255 255 255
641    11   1      |0   0   0  | 255 255 255
642    11   2      |0   0   0  | 255 255 255
643    11   3      |0   0   0  | 255 255 255
644    11   4      |0   0   0  | 255 255 255
705    12   1      |0   0   0  | 255 255 255
706    12   2      |0   0   0  | 255 255 255
707    12   3      |0   0   0  | 255 255 255
708    12   4      |0   0   0  | 255 255 255
769    13   1      |0   0   0  | 255 255 255
770    13   2      |0   0   0  | 255 255 255
771    13   3      |0   0   0  | 255 255 255
772    13   4      |0   0   0  | 255 255 255
833    14   1      |0   0   0  | 255 255 255
834    14   2      |0   0   0  | 255 255 255
835    14   3      |0   0   0  | 255 255 255
836    14   4      |0   0   0  | 255 255 255
897    15   1      |0   0   0  | 255 255 255
898    15   2      |0   0   0  | 255 255 255
899    15   3      |0   0   0  | 255 255 255
900    15   4      |0   0   0  | 255 255 255
961    16   1      |0   0   0  | 255 255 255
962    16   2      |0   0   0  | 255 255 255
963    16   3      |0   0   0  | 255 255 255
964    16   4      |0   0   0  | 255 255 255
1025   17   1      |0   0   0  | 255 255 255
1026   17   2      |0   0   0  | 255 255 255
1027   17   3      |0   0   0  | 255 255 255
1028   17   4      |0   0   0  | 255 255 255
1089   18   1      |0   0   0  | 255 255 255
1090   18   2      |0   0   0  | 255 255 255
1091   18   3      |0   0   0  | 255 255 255
1092   18   4      |0   0   0  | 255 255 255
1153   19   1      |0   0   0  | 255 255 255
1154   19   2      |0   0   0  | 255 255 255
1155   19   3      |0   0   0  | 255 255 255
1156   19   4      |0   0   0  | 255 255 255
1217   20   1      |0   0   0  | 255 255 255
1218   20   2      |0   0   0  | 255 255 255
1219   20   3      |0   0   0  | 255 255 255
1220   20   4      |0   0   0  | 255 255 255
1281   21   1      |0   0   0  | 255 255 255
1282   21   2      |0   0   0  | 255 255 255
1283   21   3      |0   0   0  | 255 255 255
1284   21   4      |0   0   0  | 255 255 255
1345   22   1      |0   0   0  | 255 255 255
1346   22   2      |0   0   0  | 255 255 255
1347   22   3      |0   0   0  | 255 255 255
1348   22   4      |0   0   0  | 255 255 255
1409   23   1      |0   0   0  | 255 255 255
1410   23   2      |0   0   0  | 255 255 255
1411   23   3      |0   0   0  | 255 255 255
1412   23   4      |0   0   0  | 255 255 255
1473   24   1      |0   0   0  | 255 255 255
1474   24   2      |0   0   0  | 255 255 255
1475   24   3      |0   0   0  | 255 255 255
1476   24   4      |0   0   0  | 255 255 255
1537   25   1      |0   0   0  | 255 255 255
1538   25   2      |0   0   0  | 255 255 255
1539   25   3      |0   0   0  | 255 255 255
1540   25   4      |0   0   0  | 255 255 255
1601   26   1      |0   0   0  | 255 255 255
1602   26   2      |0   0   0  | 255 255 255
1603   26   3      |0   0   0  | 255 255 255
1604   26   4      |0   0   0  | 255 255 255
1665   27   1      |0   0   0  | 255 255 255
1666   27   2      |0   0   0  | 255 255 255
1667   27   3      |0   0   0  | 255 255 255
1668   27   4      |0   0   0  | 255 255 255
1729   28   1      |0   0   0  | 255 255 255
1730   28   2      |0   0   0  | 255 255 255
1731   28   3      |0   0   0  | 255 255 255
1732   28   4      |0   0   0  | 255 255 255
1793   29   1      |0   0   0  | 255 255 255
1794   29   2      |0   0   0  | 255 255 255
1795   29   3      |0   0   0  | 255 255 255
1796   29   4      |0   0   0  | 255 255 255
1857   30   1      |0   0   0  | 255 255 255
1858   30   2      |0   0   0  | 255 255 255
1859   30   3      |0   0   0  | 255 255 255
1860   30   4      |0   0   0  | 255 255 255
1921   31   1      |0   0   0  | 255 255 255
1922   31   2      |0   0   0  | 255 255 255
1923   31   3      |0   0   0  | 255 255 255
1924   31   4      |0   0   0  | 255 255 255
1985   32   1      |0   0   0  | 255 255 255
1986   32   2      |0   0   0  | 255 255 255
1987   32   3      |0   0   0  | 255 255 255
1988   32   4      |0   0   0  | 255 255 255
2049   33   1      |0   0   0  | 255 255 255
2050   33   2      |0   0   0  | 255 255 255
2051   33   3      |0   0   0  | 255 255 255
2052   33   4      |0   0   0  | 255 255 255
2113   34   1      |0   0   0  | 255 255 255
2114   34   2      |0   0   0  | 255 255 255
2115   34   3      |0   0   0  | 255 255 255
2116   34   4      |0   0   0  | 255 255 255
2177   35   1      |0   0   0  | 255 255 255
2178   35   2      |0   0   0  | 255 255 255
2179   35   3      |0   0   0  | 255 255 255
2180   35   4      |0   0   0  | 255 255 255
2241   36   1      |0   0   0  | 255 255 255
2242   36   2      |0   0   0  | 255 255 255
2243   36   3      |0   0   0  | 255 255 255
2244   36   4      |0   0   0  | 255 255 255
2305   37   1      |0   0   0  | 255 255 255
2306   37   2      |0   0   0  | 255 255 255
2307   37   3      |0   0   0  | 255 255 255
2308   37   4      |0   0   0  | 255 255 255
2369   38   1      |0   0   0  | 255 255 255
2370   38   2      |0   0   0  | 255 255 255
2371   38   3      |0   0   0  | 255 255 255
2372   38   4      |0   0   0  | 255 255 255
2433   39   1      |0   0   0  | 255 255 255
2434   39   2      |0   0   0  | 255 255 255
2435   39   3      |0   0   0  | 255 255 255
2436   39   4      |0   0   0  | 255 255 255
2497   40   1      |0   0   0  | 255 255 255
2498   40   2      |0   0   0  | 255 255 255
2499   40   3      |0   0   0  | 255 255 255
2500   40   4      |0   0   0  | 255 255 255
2561   41   1      |0   0   0  | 255 255 255
2562   41   2      |0   0   0  | 255 255 255
2563   41   3      |0   0   0  | 255 255 255
2564   41   4      |0   0   0  | 255 255 255
2625   42   1      |0   0   0  | 255 255 255
2626   42   2      |0   0   0  | 255 255 255
2627   42   3      |0   0   0  | 255 255 255
2628   42   4      |0   0   0  | 255 255 255
2689   43   1      |0   0   0  | 255 255 255
2690   43   2      |0   0   0  | 255 255 255
2691   43   3      |0   0   0  | 255 255 255
