INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
3716   59   4      |36  39  44 | 1   1   2
3717   59   5      |33  36  46 | 4   2   3
3734   59   22     |146 122 96 | 4   16  12
3735   59   23     |146 119 91 | 15  14  18
3736   59   24     |176 147 115| 15  12  18
3737   59   25     |176 148 114| 28  8   4
3764   59   52     |41  44  53 | 13  8   3
3765   59   53     |33  39  48 | 13  7   1
3766   59   54     |42  41  50 | 24  7   1
3767   59   55     |40  40  48 | 23  7   4
3769   59   57     |39  41  50 | 17  5   11
3771   59   59     |39  44  51 | 24  12  3
3772   59   60     |43  40  54 | 17  8   1
3773   59   61     |41  40  48 | 19  7   1
3775   59   63     |42  42  49 | 33  19  1
3776   59   64     |38  44  49 | 33  19  1
3779   60   3      |39  41  46 | 9   2   2
3780   60   4      |30  37  35 | 5   1   1
3781   60   5      |30  35  38 | 9   2   2
3798   60   22     |142 118 93 | 18  6   6
3799   60   23     |152 125 94 | 20  17  7
3800   60   24     |170 143 110| 30  4   9
3829   60   53     |35  41  50 | 11  7   4
3830   60   54     |38  44  49 | 17  6   4
3831   60   55     |38  42  47 | 16  8   1
3832   60   56     |38  41  46 | 21  3   9
3833   60   57     |42  43  48 | 16  7   8
3834   60   58     |35  42  44 | 25  2   1
3835   60   59     |39  41  47 | 22  5   4
3836   60   60     |40  44  53 | 23  8   2
3837   60   61     |37  43  50 | 17  6   1
3838   60   62     |40  40  41 | 20  5   9
3839   60   63     |34  37  45 | 27  12  11
3840   60   64     |29  33  44 | 27  12  11
3843   61   3      |53  47  46 | 8   2   2
3844   61   4      |104 95  84 | 4   1   1
3845   61   5      |109 95  86 | 8   2   2
3862   61   22     |145 120 95 | 18  9   9
3863   61   23     |147 125 90 | 27  12  7
3864   61   24     |166 143 107| 46  10  4
3893   61   53     |42  47  55 | 15  9   7
3894   61   54     |41  46  52 | 13  10  3
3895   61   55     |41  47  51 | 19  5   1
3896   61   56     |37  45  50 | 14  8   9
3897   61   57     |40  45  49 | 27  5   3
3898   61   58     |35  43  52 | 18  7   2
3899   61   59     |38  40  52 | 30  5   5
3902   61   62     |43  43  46 | 16  10  4
3903   61   63     |45  46  54 | 39  18  5
3904   61   64     |82  74  71 | 39  18  5
3907   62   3      |135 111 95 | 8   1   3
3909   62   5      |137 107 80 | 8   1   3
3913   62   9      |128 102 87 | 7   3   4
3926   62   22     |150 121 100| 15  9   3
3927   62   23     |149 122 89 | 34  10  3
3958   62   54     |41  41  49 | 15  6   7
3959   62   55     |37  37  46 | 11  8   3
3960   62   56     |41  41  50 | 18  11  5
3961   62   57     |47  44  45 | 21  2   7
3962   62   58     |65  62  65 | 28  6   2
3963   62   59     |76  66  71 | 24  6   5
3966   62   62     |127 104 94 | 19  6   7
3967   62   63     |126 103 97 | 41  14  6
3968   62   64     |147 115 95 | 41  14  6
3977   63   9      |133 109 81 | 6   3   3
3984   63   16     |140 107 83 | 3   4   2
3989   63   21     |145 124 101| 1   3   4
3991   63   23     |142 120 87 | 33  4   9
4023   63   55     |118 101 95 | 15  10  2
4024   63   56     |120 102 96 | 18  6   5
4026   63   58     |131 116 97 | 24  3   5
4027   63   59     |139 114 94 | 25  4   4
4028   63   60     |132 104 85 | 24  6   7
4031   63   63     |128 95  74 | 50  11  10
4032   63   64     |139 108 76 | 50  11  10
4041   64   9      |131 101 84 | 6   3   3
4049   64   17     |155 127 100| 9   4   4
4050   64   18     |160 128 105| 14  3   6
4054   64   22     |146 126 101| 3   3   7
4055   64   23     |145 123 98 | 28  8   5
4057   64   25     |174 148 111| 55  12  2
4087   64   55     |135 103 86 | 15  4   1
4088   64   56     |127 103 85 | 18  11  4
4089   64   57     |130 106 83 | 22  3   3
4090   64   58     |128 104 75 | 27  7   1
4092   64   60     |126 99  80 | 24  3   5
4093   64   61     |128 102 82 | 22  6   8
