INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
2      1    2      |0   0   0  | 182 90  36
16     1    16     |0   0   0  | 118 11  1
19     1    19     |0   0   0  | 182 94  33
29     1    29     |0   0   0  | 119 2   8
36     1    36     |0   0   0  | 181 98  31
46     1    46     |0   0   0  | 119 5   5
66     2    2      |0   0   0  | 182 90  36
80     2    16     |0   0   0  | 118 11  1
83     2    19     |0   0   0  | 182 94  33
93     2    29     |0   0   0  | 119 2   8
100    2    36     |0   0   0  | 181 98  31
110    2    46     |0   0   0  | 119 5   5
130    3    2      |0   0   0  | 182 90  36
144    3    16     |0   0   0  | 118 11  1
147    3    19     |0   0   0  | 182 94  33
157    3    29     |0   0   0  | 119 2   8
164    3    36     |0   0   0  | 181 98  31
174    3    46     |0   0   0  | 119 5   5
194    4    2      |0   0   0  | 182 90  36
208    4    16     |0   0   0  | 118 11  1
211    4    19     |0   0   0  | 182 94  33
221    4    29     |0   0   0  | 119 2   8
228    4    36     |0   0   0  | 181 98  31
238    4    46     |0   0   0  | 119 5   5
258    5    2      |0   0   0  | 182 90  36
272    5    16     |0   0   0  | 118 11  1
275    5    19     |0   0   0  | 182 94  33
285    5    29     |0   0   0  | 119 2   8
292    5    36     |0   0   0  | 181 98  31
302    5    46     |0   0   0  | 119 5   5
322    6    2      |0   0   0  | 182 90  36
336    6    16     |0   0   0  | 118 11  1
339    6    19     |0   0   0  | 182 94  33
349    6    29     |0   0   0  | 119 2   8
356    6    36     |0   0   0  | 181 98  31
366    6    46     |0   0   0  | 119 5   5
386    7    2      |0   0   0  | 182 90  36
400    7    16     |0   0   0  | 118 11  1
403    7    19     |0   0   0  | 182 94  33
413    7    29     |0   0   0  | 119 2   8
420    7    36     |0   0   0  | 181 98  31
430    7    46     |0   0   0  | 119 5   5
450    8    2      |0   0   0  | 182 90  36
464    8    16     |0   0   0  | 118 11  1
467    8    19     |0   0   0  | 182 94  33
477    8    29     |0   0   0  | 119 2   8
484    8    36     |0   0   0  | 181 98  31
494    8    46     |0   0   0  | 119 5   5
514    9    2      |0   0   0  | 182 90  36
528    9    16     |0   0   0  | 118 11  1
531    9    19     |0   0   0  | 182 94  33
541    9    29     |0   0   0  | 119 2   8
548    9    36     |0   0   0  | 181 98  31
558    9    46     |0   0   0  | 119 5   5
578    10   2      |0   0   0  | 182 90  36
592    10   16     |0   0   0  | 118 11  1
595    10   19     |0   0   0  | 182 94  33
605    10   29     |0   0   0  | 119 2   8
612    10   36     |0   0   0  | 181 98  31
622    10   46     |0   0   0  | 119 5   5
642    11   2      |0   0   0  | 182 90  36
656    11   16     |0   0   0  | 118 11  1
659    11   19     |0   0   0  | 182 94  33
669    11   29     |0   0   0  | 119 2   8
676    11   36     |0   0   0  | 181 98  31
686    11   46     |0   0   0  | 119 5   5
706    12   2      |0   0   0  | 182 90  36
720    12   16     |0   0   0  | 118 11  1
723    12   19     |0   0   0  | 182 94  33
733    12   29     |0   0   0  | 119 2   8
740    12   36     |0   0   0  | 181 98  31
750    12   46     |0   0   0  | 119 5   5
770    13   2      |0   0   0  | 182 90  36
784    13   16     |0   0   0  | 118 11  1
787    13   19     |0   0   0  | 182 94  33
797    13   29     |0   0   0  | 119 2   8
804    13   36     |0   0   0  | 181 98  31
814    13   46     |0   0   0  | 119 5   5
834    14   2      |0   0   0  | 182 90  36
848    14   16     |0   0   0  | 118 11  1
851    14   19     |0   0   0  | 182 94  33
861    14   29     |0   0   0  | 119 2   8
868    14   36     |0   0   0  | 181 98  31
878    14   46     |0   0   0  | 119 5   5
898    15   2      |0   0   0  | 182 90  36
912    15   16     |0   0   0  | 118 11  1
915    15   19     |0   0   0  | 182 94  33
925    15   29     |0   0   0  | 119 2   8
932    15   36     |0   0   0  | 181 98  31
942    15   46     |0   0   0  | 119 5   5
962    16   2      |0   0   0  | 182 90  36
976    16   16     |0   0   0  | 118 11  1
979    16   19     |0   0   0  | 182 94  33
989    16   29     |0   0   0  | 119 2   8
996    16   36     |0   0   0  | 181 98  31
1006   16   46     |0   0   0  | 119 5   5
1026   17   2      |0   0   0  | 182 90  36
1040   17   16     |0   0   0  | 118 11  1
1043   17   19     |0   0   0  | 182 94  33
1053   17   29     |0   0   0  | 119 2   8
1060   17   36     |0   0   0  | 181 98  31
1070   17   46     |0   0   0  | 119 5   5
1090   18   2      |0   0   0  | 182 90  36
1104   18   16     |0   0   0  | 118 11  1
1107   18   19     |0   0   0  | 182 94  33
1117   18   29     |0   0   0  | 119 2   8
1124   18   36     |0   0   0  | 181 98  31
1134   18   46     |0   0   0  | 119 5   5
1154   19   2      |0   0   0  | 182 90  36
1168   19   16     |0   0   0  | 118 11  1
1171   19   19     |0   0   0  | 182 94  33
1181   19   29     |0   0   0  | 119 2   8
1188   19   36     |0   0   0  | 181 98  31
1198   19   46     |0   0   0  | 119 5   5
1218   20   2      |0   0   0  | 182 90  36
1232   20   16     |0   0   0  | 118 11  1
1235   20   19     |0   0   0  | 182 94  33
1245   20   29     |0   0   0  | 119 2   8
1252   20   36     |0   0   0  | 181 98  31
1262   20   46     |0   0   0  | 119 5   5
1282   21   2      |0   0   0  | 182 90  36
1296   21   16     |0   0   0  | 118 11  1
1299   21   19     |0   0   0  | 182 94  33
1309   21   29     |0   0   0  | 119 2   8
1316   21   36     |0   0   0  | 181 98  31
1326   21   46     |0   0   0  | 119 5   5
1346   22   2      |0   0   0  | 182 90  36
1360   22   16     |0   0   0  | 118 11  1
1363   22   19     |0   0   0  | 182 94  33
1373   22   29     |0   0   0  | 119 2   8
1380   22   36     |0   0   0  | 181 98  31
1390   22   46     |0   0   0  | 119 5   5
1410   23   2      |0   0   0  | 182 90  36
1424   23   16     |0   0   0  | 118 11  1
1427   23   19     |0   0   0  | 182 94  33
1437   23   29     |0   0   0  | 119 2   8
1444   23   36     |0   0   0  | 181 98  31
1454   23   46     |0   0   0  | 119 5   5
1474   24   2      |0   0   0  | 182 90  36
1488   24   16     |0   0   0  | 118 11  1
1491   24   19     |0   0   0  | 182 94  33
1501   24   29     |0   0   0  | 119 2   8
