INDEX  ROW  COLUMN |iR  iG  iB | oR  oG  oB
131    2    3      |0   0   0  | 191 211 231
132    2    4      |0   0   0  | 248 255 255
135    2    7      |0   0   0  | 134 149 164
136    2    8      |0   0   0  | 224 239 254
137    2    9      |0   0   0  | 255 255 255
139    2    11     |0   0   0  | 110 125 140
140    2    12     |0   0   0  | 200 215 230
141    2    13     |0   0   0  | 255 255 255
143    2    15     |0   0   0  | 86  101 116
144    2    16     |0   0   0  | 176 191 206
145    2    17     |0   0   0  | 255 255 255
147    2    19     |0   0   0  | 62  77  92
148    2    20     |0   0   0  | 152 167 182
149    2    21     |0   0   0  | 242 255 255
152    2    24     |0   0   0  | 128 143 158
153    2    25     |0   0   0  | 218 233 248
154    2    26     |0   0   0  | 255 255 255
156    2    28     |0   0   0  | 104 119 134
157    2    29     |0   0   0  | 194 209 224
158    2    30     |0   0   0  | 255 255 255
160    2    32     |0   0   0  | 80  95  110
161    2    33     |0   0   0  | 170 185 200
162    2    34     |0   0   0  | 255 255 255
165    2    37     |0   0   0  | 146 161 176
166    2    38     |0   0   0  | 236 251 255
169    2    41     |0   0   0  | 122 137 152
170    2    42     |0   0   0  | 212 227 242
171    2    43     |0   0   0  | 255 255 255
173    2    45     |0   0   0  | 98  113 128
174    2    46     |0   0   0  | 188 203 218
175    2    47     |0   0   0  | 255 255 255
177    2    49     |0   0   0  | 74  89  104
178    2    50     |0   0   0  | 164 179 194
179    2    51     |0   0   0  | 254 255 255
182    2    54     |0   0   0  | 140 155 170
183    2    55     |0   0   0  | 230 245 255
184    2    56     |0   0   0  | 255 255 255
186    2    58     |0   0   0  | 116 131 146
187    2    59     |0   0   0  | 206 221 236
188    2    60     |0   0   0  | 255 255 255
190    2    62     |0   0   0  | 92  107 122
191    2    63     |0   0   0  | 182 197 212
192    2    64     |0   0   0  | 255 255 255
194    2    66     |0   0   0  | 68  83  98
195    2    67     |0   0   0  | 158 173 188
196    2    68     |0   0   0  | 248 255 255
199    2    71     |0   0   0  | 134 149 164
200    2    72     |0   0   0  | 224 239 254
201    2    73     |0   0   0  | 255 255 255
203    2    75     |0   0   0  | 110 125 140
204    2    76     |0   0   0  | 200 215 230
205    2    77     |0   0   0  | 255 255 255
207    2    79     |0   0   0  | 86  101 116
208    2    80     |0   0   0  | 176 191 206
209    2    81     |0   0   0  | 255 255 255
211    2    83     |0   0   0  | 62  77  92
212    2    84     |0   0   0  | 152 167 182
213    2    85     |0   0   0  | 242 255 255
216    2    88     |0   0   0  | 128 143 158
217    2    89     |0   0   0  | 218 233 248
218    2    90     |0   0   0  | 255 255 255
220    2    92     |0   0   0  | 104 119 134
221    2    93     |0   0   0  | 194 209 224
222    2    94     |0   0   0  | 255 255 255
224    2    96     |0   0   0  | 80  95  110
225    2    97     |0   0   0  | 170 185 200
226    2    98     |0   0   0  | 255 255 255
229    2    101    |0   0   0  | 146 161 176
230    2    102    |0   0   0  | 236 251 255
233    2    105    |0   0   0  | 122 137 152
234    2    106    |0   0   0  | 212 227 242
235    2    107    |0   0   0  | 255 255 255
237    2    109    |0   0   0  | 98  113 128
238    2    110    |0   0   0  | 188 203 218
239    2    111    |0   0   0  | 255 255 255
241    2    113    |0   0   0  | 74  89  104
242    2    114    |0   0   0  | 164 179 194
243    2    115    |0   0   0  | 254 255 255
246    2    118    |0   0   0  | 140 155 170
247    2    119    |0   0   0  | 230 245 255
248    2    120    |0   0   0  | 255 255 255
250    2    122    |0   0   0  | 116 131 146
251    2    123    |0   0   0  | 206 221 236
252    2    124    |0   0   0  | 255 255 255
254    2    126    |0   0   0  | 92  107 122
255    2    127    |0   0   0  | 182 197 212
256    2    128    |0   0   0  | 255 255 255
259    3    3      |0   0   0  | 188 203 218
260    3    4      |0   0   0  | 186 196 255
263    3    7      |0   0   0  | 110 120 130
264    3    8      |0   0   0  | 170 180 190
265    3    9      |0   0   0  | 255 255 255
267    3    11     |0   0   0  | 94  104 114
268    3    12     |0   0   0  | 154 164 174
269    3    13     |0   0   0  | 255 255 255
271    3    15     |0   0   0  | 78  88  98
272    3    16     |0   0   0  | 138 148 158
273    3    17     |0   0   0  | 255 255 255
275    3    19     |0   0   0  | 62  72  82
276    3    20     |0   0   0  | 122 132 142
277    3    21     |0   0   0  | 182 192 255
280    3    24     |0   0   0  | 106 116 126
281    3    25     |0   0   0  | 166 176 186
282    3    26     |0   0   0  | 255 255 255
284    3    28     |0   0   0  | 90  100 110
285    3    29     |0   0   0  | 150 160 170
286    3    30     |0   0   0  | 255 255 255
288    3    32     |0   0   0  | 74  84  94
289    3    33     |0   0   0  | 134 144 154
290    3    34     |0   0   0  | 194 255 255
293    3    37     |0   0   0  | 118 128 138
294    3    38     |0   0   0  | 178 188 255
297    3    41     |0   0   0  | 102 112 122
298    3    42     |0   0   0  | 162 172 182
299    3    43     |0   0   0  | 255 255 255
301    3    45     |0   0   0  | 86  96  106
302    3    46     |0   0   0  | 146 156 166
303    3    47     |0   0   0  | 255 255 255
305    3    49     |0   0   0  | 70  80  90
306    3    50     |0   0   0  | 130 140 150
307    3    51     |0   0   0  | 190 255 255
310    3    54     |0   0   0  | 114 124 134
311    3    55     |0   0   0  | 174 184 194
312    3    56     |0   0   0  | 255 255 255
314    3    58     |0   0   0  | 98  108 118
315    3    59     |0   0   0  | 158 168 178
316    3    60     |0   0   0  | 255 255 255
318    3    62     |0   0   0  | 82  92  102
319    3    63     |0   0   0  | 142 152 162
320    3    64     |0   0   0  | 255 255 255
322    3    66     |0   0   0  | 66  76  86
323    3    67     |0   0   0  | 126 136 146
324    3    68     |0   0   0  | 186 196 255
327    3    71     |0   0   0  | 110 120 130
328    3    72     |0   0   0  | 170 180 190
329    3    73     |0   0   0  | 255 255 255
331    3    75     |0   0   0  | 94  104 114
332    3    76     |0   0   0  | 154 164 174
333    3    77     |0   0   0  | 255 255 255
335    3    79     |0   0   0  | 78  88  98
336    3    80     |0   0   0  | 138 148 158
337    3    81     |0   0   0  | 255 255 255
339    3    83     |0   0   0  | 62  72  82
340    3    84     |0   0   0  | 122 132 142
341    3    85     |0   0   0  | 182 192 255
344    3    88     |0   0   0  | 106 116 126
345    3    89     |0   0   0  | 166 176 186
346    3    90     |0   0   0  | 255 255 255
348    3    92     |0   0   0  | 90  100 110
349    3    93     |0   0   0  | 150 160 170
350    3    94     |0   0   0  | 255 255 255
352    3    96     |0   0   0  | 74  84  94
353    3    97     |0   0   0  | 134 144 154
354    3    98     |0   0   0  | 194 255 255
357    3    101    |0   0   0  | 118 128 138
358    3    102    |0   0   0  | 178 188 255
361    3    105    |0   0   0  | 102 112 122
362    3    106    |0   0   0  | 162 172 182
363    3    107    |0   0   0  | 255 255 255
365    3    109    |0   0   0  | 86  96  106
366    3    110    |0   0   0  | 146 156 166
367    3    111    |0   0   0  | 255 255 255
369    3    113    |0   0   0  | 70  80  90
370    3    114    |0   0   0  | 130 140 150
371    3    115    |0   0   0  | 190 255 255
374    3    118    |0   0   0  | 114 124 134
375    3    119    |0   0   0  | 174 184 194
376    3    120    |0   0   0  | 255 255 255
378    3    122    |0   0   0  | 98  108 118
379    3    123    |0   0   0  | 158 168 178
380    3    124    |0   0   0  | 255 255 255
382    3    126    |0   0   0  | 82  92  102
383    3    127    |0   0   0  | 142 152 162
384    3    128    |0   0   0  | 255 255 255
387    4    3      |0   0   0  | 186 196 206
388    4    4      |0   0   0  | 186 196 255
391    4    7      |0   0   0  | 110 120 130
392    4    8      |0   0   0  | 170 180 190
393    4    9      |0   0   0  | 255 255 255
395    4    11     |0   0   0  | 94  104 114
396    4    12     |0   0   0  | 154 164 174
397    4    13     |0   0   0  | 255 255 255
399    4    15     |0   0   0  | 78  88  98
400    4    16     |0   0   0  | 138 148 158
401    4    17     |0   0   0  | 255 255 255
403    4    19     |0   0   0  | 62  72  82
404    4    20     |0   0   0  | 122 132 142
405    4    21     |0   0   0  | 182 192 255
408    4    24     |0   0   0  | 106 116 126
409    4    25     |0   0   0  | 166 176 186
410    4    26     |0   0   0  | 255 255 255
412    4    28     |0   0   0  | 90  100 110
413    4    29     |0   0   0  | 150 160 170
414    4    30     |0   0   0  | 255 255 255
416    4    32     |0   0   0  | 74  84  94
417    4    33     |0   0   0  | 134 144 154
418    4    34     |0   0   0  | 194 255 255
421    4    37     |0   0   0  | 118 128 138
422    4    38     |0   0   0  | 178 188 255
425    4    41     |0   0   0  | 102 112 122
426    4    42     |0   0   0  | 162 172 182
427    4    43     |0   0   0  | 255 255 255
429    4    45     |0   0   0  | 86  96  106
430    4    46     |0   0   0  | 146 156 166
431    4    47     |0   0   0  | 255 255 255
433    4    49     |0   0   0  | 70  80  90
434    4    50     |0   0   0  | 130 140 150
435    4    51     |0   0   0  | 190 255 255
438    4    54     |0   0   0  | 114 124 134
439    4    55     |0   0   0  | 174 184 194
440    4    56     |0   0   0  | 255 255 255
442    4    58     |0   0   0  | 98  108 118
443    4    59     |0   0   0  | 158 168 178
444    4    60     |0   0   0  | 255 255 255
446    4    62     |0   0   0  | 82  92  102
447    4    63     |0   0   0  | 142 152 162
448    4    64     |0   0   0  | 255 255 255
450    4    66     |0   0   0  | 66  76  86
451    4    67     |0   0   0  | 126 136 146
452    4    68     |0   0   0  | 186 196 255
455    4    71     |0   0   0  | 110 120 130
456    4    72     |0   0   0  | 170 180 190
457    4    73     |0   0   0  | 255 255 255
459    4    75     |0   0   0  | 94  104 114
460    4    76     |0   0   0  | 154 164 174
461    4    77     |0   0   0  | 255 255 255
463    4    79     |0   0   0  | 78  88  98
464    4    80     |0   0   0  | 138 148 158
465    4    81     |0   0   0  | 255 255 255
467    4    83     |0   0   0  | 62  72  82
468    4    84     |0   0   0  | 122 132 142
469    4    85     |0   0   0  | 182 192 255
472    4    88     |0   0   0  | 106 116 126
473    4    89     |0   0   0  | 166 176 186
474    4    90     |0   0   0  | 255 255 255
476    4    92     |0   0   0  | 90  100 110
477    4    93     |0   0   0  | 150 160 170
478    4    94     |0   0   0  | 255 255 255
480    4    96     |0   0   0  | 74  84  94
481    4    97     |0   0   0  | 134 144 154
482    4    98     |0   0   0  | 194 255 255
485    4    101    |0   0   0  | 118 128 138
486    4    102    |0   0   0  | 178 188 255
489    4    105    |0   0   0  | 102 112 122
490    4    106    |0   0   0  | 162 172 182
491    4    107    |0   0   0  | 255 255 255
493    4    109    |0   0   0  | 86  96  106
494    4    110    |0   0   0  | 146 156 166
495    4    111    |0   0   0  | 255 255 255
497    4    113    |0   0   0  | 70  80  90
498    4    114    |0   0   0  | 130 140 150
499    4    115    |0   0   0  | 190 255 255
502    4    118    |0   0   0  | 114 124 134
503    4    119    |0   0   0  | 174 184 194
504    4    120    |0   0   0  | 255 255 255
506    4    122    |0   0   0  | 98  108 118
507    4    123    |0   0   0  | 158 168 178
508    4    124    |0   0   0  | 255 255 255
510    4    126    |0   0   0  | 82  92  102
511    4    127    |0   0   0  | 142 152 162
512    4    128    |0   0   0  | 255 255 255
515    5    3      |0   0   0  | 186 196 206
516    5    4      |0   0   0  | 186 196 255
519    5    7      |0   0   0  | 110 120 130
520    5    8      |0   0   0  | 170 180 190
521    5    9      |0   0   0  | 255 255 255
523    5    11     |0   0   0  | 94  104 114
524    5    12     |0   0   0  | 154 164 174
525    5    13     |0   0   0  | 255 255 255
527    5    15     |0   0   0  | 78  88  98
528    5    16     |0   0   0  | 138 148 158
529    5    17     |0   0   0  | 255 255 255
531    5    19     |0   0   0  | 62  72  82
532    5    20     |0   0   0  | 122 132 142
533    5    21     |0   0   0  | 182 192 255
536    5    24     |0   0   0  | 106 116 126
537    5    25     |0   0   0  | 166 176 186
538    5    26     |0   0   0  | 255 255 255
540    5    28     |0   0   0  | 90  100 110
541    5    29     |0   0   0  | 150 160 170
542    5    30     |0   0   0  | 255 255 255
544    5    32     |0   0   0  | 74  84  94
545    5    33     |0   0   0  | 134 144 154
546    5    34     |0   0   0  | 194 255 255
549    5    37     |0   0   0  | 118 128 138
550    5    38     |0   0   0  | 178 188 255
553    5    41     |0   0   0  | 102 112 122
554    5    42     |0   0   0  | 162 172 182
555    5    43     |0   0   0  | 255 255 255
557    5    45     |0   0   0  | 86  96  106
558    5    46     |0   0   0  | 146 156 166
559    5    47     |0   0   0  | 255 255 255
561    5    49     |0   0   0  | 70  80  90
562    5    50     |0   0   0  | 130 140 150
563    5    51     |0   0   0  | 190 255 255
566    5    54     |0   0   0  | 114 124 134
567    5    55     |0   0   0  | 174 184 194
568    5    56     |0   0   0  | 255 255 255
570    5    58     |0   0   0  | 98  108 118
571    5    59     |0   0   0  | 158 168 178
572    5    60     |0   0   0  | 255 255 255
574    5    62     |0   0   0  | 82  92  102
575    5    63     |0   0   0  | 142 152 162
576    5    64     |0   0   0  | 255 255 255
578    5    66     |0   0   0  | 66  76  86
579    5    67     |0   0   0  | 126 136 146
580    5    68     |0   0   0  | 186 196 255
583    5    71     |0   0   0  | 110 120 130
584    5    72     |0   0   0  | 170 180 190
585    5    73     |0   0   0  | 255 255 255
587    5    75     |0   0   0  | 94  104 114
588    5    76     |0   0   0  | 154 164 174
589    5    77     |0   0   0  | 255 255 255
591    5    79     |0   0   0  | 78  88  98
592    5    80     |0   0   0  | 138 148 158
593    5    81     |0   0   0  | 255 255 255
